Time,10 BTC,10 USD,Even BTC,Even USD
3/18/17 15:00,1,1000,1,1000
3/19/17 0:39,1.010611426,1025.083381,0.917187088,930.3212071
3/19/17 2:39,1.005962425,1022.007526,0.916501666,931.1198678
3/19/17 4:39,1.011671288,1010.913546,0.934705662,934.0055672
3/19/17 6:39,1.010031977,1014.193308,0.939584761,943.45585
3/19/17 8:39,1.010634701,1010.77619,0.952240205,952.3735191
3/19/17 10:39,1.014546244,1026.051198,0.960485545,971.3774511
3/19/17 12:39,1.008354691,1059.669862,0.928730219,975.9932996
3/19/17 14:39,1.018576321,1087.28948,0.947110419,1011.002488
3/19/17 16:39,1.026354825,1088.326129,0.973474847,1032.253258
3/19/17 18:39,1.025393551,1074.755996,0.983377113,1030.716887
3/19/17 20:39,1.024997466,1072.690598,0.963700083,1008.541048
3/19/17 22:39,1.013923015,1071.128551,0.954169008,1008.003223
3/20/17 0:39,1.019750849,1076.092084,0.950355684,1002.862836
3/20/17 2:39,1.028571699,1070.773995,0.970030652,1009.83101
3/20/17 4:39,1.026137382,1067.470196,0.977608522,1016.986593
3/20/17 6:39,1.02640864,1083.179302,0.979394304,1033.564603
3/20/17 8:39,1.028210226,1089.460709,0.974597221,1032.653977
3/20/17 10:39,1.027289439,1085.793573,0.970381909,1025.645159
3/20/17 12:39,1.029020197,1089.228168,0.977675631,1034.879432
3/20/17 14:39,1.019885524,1081.03786,0.954298792,1011.518547
3/20/17 16:39,1.022070687,1077.732657,0.95752715,1009.674079
3/20/17 18:49,1.016359013,1070.469967,0.94738139,997.819975
3/20/17 20:49,1.013871217,1078.049265,0.939382341,998.8452428
3/20/17 22:49,1.014151618,1089.401668,0.934283546,1003.607386
3/21/17 0:49,1.006736602,1097.93687,0.909619557,992.0219923
3/21/17 2:49,1.006872135,1100.319938,0.911830789,996.4578049
3/21/17 4:49,1.008601611,1097.812424,0.916298805,997.3454341
3/21/17 6:49,1.010913611,1098.964186,0.927870667,1008.688202
3/21/17 8:49,1.008969524,1103.267816,0.923190263,1009.471625
3/21/17 10:49,1.006733297,1102.644779,0.919754366,1007.379364
3/21/17 12:49,0.99466438,1110.90086,0.891804086,996.020311
3/21/17 14:49,1.000843629,1114.869743,0.906423768,1009.692628
