Time,10 BTC,10 USD,Even BTC,Even USD
3/18/2017 15:00,0.1,100,0.1,100
3/19/2017 0:39,0.101061143,102.5083381,0.091718709,93.03212071
3/19/2017 2:39,0.100596243,102.2007526,0.091650167,93.11198678
3/19/2017 4:39,0.101167129,101.0913546,0.093470566,93.40055672
3/19/2017 6:39,0.101003198,101.4193308,0.093958476,94.345585
3/19/2017 8:39,0.10106347,101.077619,0.095224021,95.23735191
3/19/2017 10:39,0.101454624,102.6051198,0.096048555,97.13774511
3/19/2017 12:39,0.100835469,105.9669862,0.092873022,97.59932996
3/19/2017 14:39,0.101857632,108.728948,0.094711042,101.1002488
3/19/2017 16:39,0.102635482,108.8326129,0.097347485,103.2253258
3/19/2017 18:39,0.102539355,107.4755996,0.098337711,103.0716887
3/19/2017 20:39,0.102499747,107.2690598,0.096370008,100.8541048
3/19/2017 22:39,0.101392301,107.1128551,0.095416901,100.8003223
3/20/2017 0:39,0.101975085,107.6092084,0.095035568,100.2862836
3/20/2017 2:39,0.10285717,107.0773995,0.097003065,100.983101
3/20/2017 4:39,0.102613738,106.7470196,0.097760852,101.6986593
3/20/2017 6:39,0.102640864,108.3179302,0.09793943,103.3564603
3/20/2017 8:39,0.102821023,108.9460709,0.097459722,103.2653977
3/20/2017 10:39,0.102728944,108.5793573,0.097038191,102.5645159
3/20/2017 12:39,0.10290202,108.9228168,0.097767563,103.4879432
3/20/2017 14:39,0.101988552,108.103786,0.095429879,101.1518547
3/20/2017 16:39,0.102207069,107.7732657,0.095752715,100.9674079
3/20/2017 18:49,0.101635901,107.0469967,0.094738139,99.7819975
3/20/2017 20:49,0.101387122,107.8049265,0.093938234,99.88452428
3/20/2017 22:49,0.101415162,108.9401668,0.093428355,100.3607386
3/21/2017 0:49,0.10067366,109.793687,0.090961956,99.20219923
3/21/2017 2:49,0.100687214,110.0319938,0.091183079,99.64578049
3/21/2017 4:49,0.100860161,109.7812424,0.09162988,99.73454341
3/21/2017 6:49,0.101091361,109.8964186,0.092787067,100.8688202
3/21/2017 8:49,0.100896952,110.3267816,0.092319026,100.9471625
3/21/2017 10:49,0.10067333,110.2644779,0.091975437,100.7379364
3/21/2017 12:49,0.099466438,111.090086,0.089180409,99.6020311
3/21/2017 14:49,0.100084363,111.4869743,0.090642377,100.9692628
3/21/2017 16:49,0.100113978,111.45489,0.091689357,102.0759274
3/21/2017 18:49,0.099884176,111.8103464,0.091370862,102.2805426
3/21/2017 20:49,0.100158373,111.3680976,0.092637742,103.0057583
3/21/2017 22:49,0.100404919,110.8309659,0.093363705,103.0585923
3/22/2017 0:49,0.1001675,110.9986122,0.092621909,102.637116
3/22/2017 2:49,0.100206613,109.7843614,0.093228147,102.1388931
3/22/2017 4:49,0.100836409,107.6932849,0.095233637,101.7095245
3/22/2017 6:49,0.099816175,107.6886768,0.094913477,102.3993035
3/22/2017 8:49,0.10083749,106.0134781,0.097137201,102.1232537
3/22/2017 10:49,0.100985106,103.4350046,0.098102621,100.4825904
3/22/2017 12:49,0.101046037,104.1501717,0.098039084,101.0508451
3/22/2017 14:49,0.101670693,104.9048378,0.098908077,102.0543427
3/22/2017 16:49,0.101577703,104.8383473,0.099058389,102.2381629
3/22/2017 18:49,0.101556302,106.7762955,0.099064131,104.1560273
3/22/2017 20:49,0.101909356,105.9449665,0.09949197,103.4318515
3/22/2017 22:49,0.101385934,105.8631371,0.098790186,103.1527608
3/23/2017 0:49,0.101473963,104.6338622,0.098178306,101.2355782
3/23/2017 2:49,0.101200844,105.7154133,0.096908965,101.2320737
3/23/2017 4:49,0.101295687,105.4640044,0.097761929,101.7848328
3/23/2017 6:49,0.101289012,106.6583426,0.098458457,103.6777394
3/23/2017 8:49,0.101134022,106.8288793,0.097708715,103.2106925
3/23/2017 10:49,0.101185174,106.3951986,0.098529835,103.6031357
3/23/2017 12:49,0.101393218,106.2033122,0.098876137,103.5668209
3/23/2017 14:49,0.101445335,106.1909474,0.099392026,104.0415852
3/23/2017 16:49,0.102655012,107.0353016,0.101520147,105.8520112
3/23/2017 18:49,0.102808809,106.7062908,0.103910262,107.8495005
3/23/2017 20:49,0.102930667,106.0185873,0.102286983,105.3555929
3/23/2017 22:49,0.102891887,105.7491943,0.102685536,105.5371133
3/24/2017 0:49,0.103124518,104.9848842,0.103954792,105.8301368
3/24/2017 2:49,0.103086005,105.3260644,0.103530862,105.7805879
3/24/2017 4:49,0.104031842,105.1023293,0.104506068,105.5814352
3/24/2017 6:49,0.105418239,104.4744294,0.107802782,106.8376239
3/24/2017 8:49,0.106179171,104.1522107,0.109586029,107.4940321
3/24/2017 10:49,0.105685511,105.4023795,0.108543499,108.2527114
3/24/2017 12:49,0.10619089,104.8574507,0.109833723,108.4545405
3/24/2017 14:49,0.106424202,104.3279642,0.110761958,108.5802798
3/24/2017 16:49,0.107778195,104.0544583,0.113327877,109.4123992
3/24/2017 18:49,0.109968652,102.7500898,0.11553647,107.9524247
3/24/2017 20:49,0.108300284,102.0122611,0.113762484,107.1573205
3/24/2017 22:49,0.108488556,102.0031097,0.112907705,106.1580819
3/25/2017 0:49,0.109580484,99.97367265,0.115119556,105.0271393
3/25/2017 2:49,0.108656421,101.6262418,0.111732658,104.5034433
3/25/2017 4:49,0.108514523,99.09340105,0.112648728,102.8686779
3/25/2017 6:49,0.108805285,99.47251196,0.112718044,103.0496535
3/25/2017 8:49,0.10733988,101.3215479,0.108590621,102.5021622
3/25/2017 10:49,0.107665737,101.5133937,0.109676075,103.4088549
3/25/2017 12:49,0.108314096,102.4953548,0.110845032,104.890326
3/25/2017 14:49,0.108442127,103.0121045,0.110552115,105.0164389
3/25/2017 16:49,0.107975704,103.6608869,0.108551824,104.2139849
3/25/2017 18:49,0.106764622,104.1767546,0.105081979,102.5348971
3/25/2017 20:49,0.107138829,103.3688275,0.106850794,103.0909284
3/25/2017 22:49,0.10707695,103.7445008,0.106727591,103.406015
3/26/2017 0:49,0.107185243,103.8442793,0.106416957,103.0999406
3/26/2017 2:49,0.107734962,103.2880936,0.108708404,104.2213555
3/26/2017 4:49,0.107489455,103.7545191,0.108024143,104.270628
3/26/2017 6:49,0.107424755,104.6339673,0.107221097,104.4355998
3/26/2017 8:49,0.105652488,105.4669619,0.103494403,103.3126671
3/26/2017 10:49,0.105560837,106.1013088,0.103315148,103.8441218
3/26/2017 12:49,0.106116951,105.0134411,0.104585836,103.4982479
3/26/2017 14:49,0.106174098,104.1261062,0.105412345,103.3790466
