Time,20 BTC,20 USD,Even BTC,Even USD
4/19/17 15:00,0.08317322,100,0.08317322,100
4/20/17 0:44,0.085728428,103.8188411,0.085795005,103.8994674
4/20/17 2:44,0.085352112,103.6627,0.085403928,103.7256323
4/20/17 4:44,0.085402445,103.8015474,0.085502707,103.9234099
4/20/17 6:44,0.084303743,102.5698345,0.084809428,103.185087
4/20/17 8:44,0.084406751,102.8133307,0.084649521,103.1090422
4/20/17 10:44,0.081988608,100.7492411,0.08242966,101.2912149
4/20/17 12:44,0.080046902,99.29017692,0.080406951,99.73678262
4/20/17 14:44,0.081882413,100.4869165,0.082104679,100.7596837
4/20/17 16:44,0.081591576,100.400066,0.081511412,100.3014228
4/20/17 18:44,0.081005875,99.55784033,0.08107375,99.64125968
4/20/17 20:44,0.081121844,100.1741206,0.081261606,100.3467065
4/20/17 22:44,0.081304213,100.265981,0.081468699,100.4688289
4/21/17 0:44,0.081517229,100.2083146,0.081566664,100.2690841
4/21/17 2:44,0.081723416,100.0507087,0.081758748,100.0939645
4/21/17 4:44,0.081431999,99.87634701,0.08139309,99.82862519
4/21/17 6:44,0.080924134,99.73656716,0.080945425,99.76280781
4/21/17 8:44,0.080503875,98.40471663,0.080806235,98.77430983
4/21/17 10:44,0.081094597,99.02542388,0.081276498,99.24754499
4/21/17 12:44,0.082043151,99.97204078,0.082418925,100.4299332
4/21/17 14:44,0.081858213,99.65991836,0.082262143,100.1516912
4/21/17 16:44,0.082071774,99.91828115,0.082367986,100.2789047
4/21/17 18:44,0.082078263,100.2134549,0.082362107,100.5600139
4/21/17 20:44,0.08214521,100.4331984,0.08234619,100.6789221
4/21/17 22:44,0.081847323,100.3849234,0.082293677,100.9323721
4/22/17 0:44,0.081482001,100.0118227,0.081968188,100.6085742
4/22/17 2:44,0.081544146,100.4061219,0.081946139,100.9011003
4/22/17 4:44,0.08165421,100.3317945,0.082133407,100.9206026
4/22/17 6:44,0.081770534,100.0110869,0.082125822,100.4456286
4/22/17 8:44,0.08227944,99.6346425,0.082554769,99.96804593
4/22/17 10:44,0.082109834,99.90796147,0.082419051,100.2842046
4/22/17 12:44,0.081406227,99.34490274,0.081651785,99.64457254
4/22/17 14:44,0.080872628,99.21373187,0.081149218,99.55304913
4/22/17 16:44,0.080248145,99.05670561,0.080674188,99.5826043
4/22/17 18:44,0.081071228,99.92434246,0.081199624,100.082596
4/22/17 20:44,0.080152294,98.57048921,0.080638293,99.16816595
4/22/17 22:44,0.080228656,98.00090766,0.080815767,98.71807582
4/23/17 0:44,0.080561062,98.39325323,0.081081467,99.02884932
4/23/17 2:44,0.08063241,98.62311327,0.08104727,99.13053702
4/23/17 4:44,0.081156971,99.42297007,0.081512335,99.85831678
4/23/17 6:44,0.081639662,99.75142156,0.081876058,100.0402618
4/23/17 8:44,0.081581561,99.51726683,0.081978719,100.0017401
4/23/17 10:44,0.081410171,99.57115207,0.081861625,100.1233162
4/23/17 12:44,0.081816828,99.37635527,0.082349345,100.0231616
4/23/17 14:44,0.082419386,99.70767639,0.082791519,100.1578684
4/23/17 16:44,0.082028444,98.9377873,0.082566202,99.58639914
4/23/17 18:44,0.081342993,98.13381321,0.08238349,99.38908945
4/23/17 20:44,0.082364724,99.86475658,0.082840543,100.4416727
4/23/17 22:44,0.081789969,99.47377812,0.082562198,100.4129703
4/24/17 0:44,0.081998267,99.98622705,0.082804557,100.9693922
4/24/17 2:44,0.081948474,99.89764783,0.082721554,100.840056
4/24/17 4:44,0.081861968,100.0148588,0.082616314,100.9364818
4/24/17 6:44,0.082330723,100.8444326,0.08308683,101.7705661
4/24/17 8:44,0.082840787,101.3341642,0.083423341,102.046768
4/24/17 10:44,0.083059582,101.7405132,0.083427369,102.1910191
4/24/17 12:44,0.082597253,101.4013437,0.08322176,102.1680261
4/24/17 14:44,0.081777402,102.2250238,0.082398144,103.0009762
4/24/17 16:44,0.082370182,103.0310942,0.083130579,103.9822221
4/24/17 18:44,0.082374918,102.9925358,0.083306407,104.1571679
4/24/17 20:44,0.082625472,103.3661186,0.083772622,104.8012257
4/24/17 22:44,0.082223821,102.8965336,0.083420579,104.3941815
4/25/17 0:44,0.082755412,103.6213615,0.083891165,105.043484
4/25/17 2:44,0.082839006,103.7865053,0.084111613,105.3809171
4/25/17 4:44,0.083447949,104.544425,0.084561213,105.9391338
4/25/17 6:44,0.082877034,104.5153992,0.084357883,106.3828821
4/25/17 8:44,0.083962331,105.6892634,0.085280072,107.347996
4/25/17 10:44,0.083285295,104.7828949,0.084859076,106.7629012
4/25/17 12:44,0.081017495,102.6904848,0.082512377,104.5852631
4/25/17 14:44,0.081218271,102.8759347,0.08282198,104.9072895
4/25/17 16:44,0.08147717,103.1932796,0.083061241,105.1995534
4/25/17 18:44,0.081185841,102.7349985,0.082992712,105.0214677
4/25/17 20:44,0.081167066,103.0399673,0.08292556,105.2723397
4/25/17 22:44,0.081945127,103.8670875,0.083968793,106.432125
4/26/17 0:44,0.082296293,104.6940521,0.084130506,107.0274646
4/26/17 2:44,0.08324195,106.2516901,0.084792401,108.2307164
4/26/17 4:44,0.083494801,106.5009585,0.085140181,108.5997061
4/26/17 6:44,0.083472062,106.4894827,0.085192343,108.6841319
4/26/17 8:44,0.082863372,105.9607084,0.084512316,108.0692784
4/26/17 10:44,0.082318557,105.7381859,0.083889947,107.7566375
4/26/17 12:44,0.081776911,105.8291362,0.08323648,107.7179931
4/26/17 14:44,0.081898562,105.375604,0.083445068,107.3654311
4/26/17 16:44,0.082331585,105.4535878,0.08370397,107.2113929
4/26/17 18:44,0.08171914,104.7091853,0.083435382,106.9082585
4/26/17 20:44,0.081838913,105.051702,0.08358566,107.2938967
4/26/17 22:44,0.082044067,105.5382066,0.083854853,107.8675283
4/27/17 0:44,0.083026533,107.3242483,0.084154195,108.78192
4/27/17 2:44,0.083258783,107.8792378,0.084662844,109.6984942
4/27/17 4:44,0.082813822,107.4070432,0.084092001,109.0648028
4/27/17 6:44,0.083280513,107.8216145,0.084870886,109.8806383
4/27/17 8:44,0.082594617,107.4481631,0.083736252,108.933327
4/27/17 10:44,0.082240922,108.2076712,0.083621681,110.0243908
4/27/17 12:44,0.083186874,109.1694621,0.084517683,110.9159358
4/27/17 14:44,0.083539243,109.409676,0.084857606,111.1363099
4/27/17 16:44,0.08334105,109.8035008,0.084576154,111.4307744
4/27/17 18:44,0.083489627,110.0159517,0.084218174,110.9759724
4/27/17 20:44,0.08422619,110.6487884,0.085116079,111.8178446
4/27/17 22:44,0.083530638,111.0272531,0.08443458,112.2287545
4/28/17 0:44,0.085448692,112.9768431,0.086445246,114.2944464
4/28/17 2:44,0.086599411,114.3510585,0.087375204,115.3754617
4/28/17 4:44,0.088027121,115.9977385,0.088674674,116.8510512
4/28/17 6:44,0.088214289,114.5047933,0.088999636,115.5241974
4/28/17 8:44,0.087986025,115.4798975,0.088749711,116.4822208
4/28/17 10:44,0.088824457,116.4843924,0.08957448,117.4679733
4/28/17 12:44,0.089790026,117.1194162,0.090596546,118.1714162
4/28/17 14:44,0.090197641,116.8699854,0.090947709,117.8418566
4/28/17 16:44,0.089910139,116.5810829,0.090696494,117.6007025
4/28/17 18:44,0.088948052,117.1259052,0.089948972,118.4439074
4/28/17 20:44,0.088609974,117.4259372,0.089368015,118.4304937
4/28/17 22:44,0.09030287,119.4074845,0.09127208,120.6890708
4/29/17 0:44,0.092823174,123.1401504,0.093387766,123.8891439
4/29/17 2:44,0.092356741,121.9930963,0.092907991,122.7212358
4/29/17 4:44,0.093370322,123.2301508,0.093672684,123.6292084
4/29/17 6:44,0.094276712,124.2680198,0.094293471,124.2901105
4/29/17 8:44,0.093936777,123.6668279,0.094036547,123.7981744
4/29/17 10:44,0.094155285,124.1814054,0.094201591,124.2424782
4/29/17 12:44,0.09594805,126.8644311,0.096042565,126.9894009
4/29/17 14:44,0.095261121,126.1390603,0.095305406,126.1976997
4/29/17 16:44,0.095347329,126.1445156,0.095260795,126.030032
4/29/17 18:44,0.096632443,127.7046055,0.096203013,127.1370924
4/29/17 20:44,0.097475659,128.6883402,0.09732232,128.4859006
4/29/17 22:44,0.098683515,130.0865825,0.09910343,130.6401236
4/30/17 0:44,0.103324494,136.1041901,0.103185569,135.921191
4/30/17 2:44,0.102963595,135.820308,0.102489633,135.1951
4/30/17 4:44,0.102762774,135.1474348,0.102616643,134.9552515
4/30/17 6:44,0.102414112,134.8926988,0.102011043,134.3618054
4/30/17 8:44,0.102213152,134.7077348,0.102002173,134.4296835
4/30/17 10:44,0.102425188,135.5863663,0.10238924,135.5387799
4/30/17 12:44,0.101890105,134.8586864,0.101951184,134.939529
4/30/17 14:44,0.101512102,134.5025196,0.101738828,134.8029299
4/30/17 16:44,0.099649604,133.831411,0.100023696,134.3338236
4/30/17 18:44,0.099604878,134.2185693,0.100155666,134.9607609
4/30/17 20:44,0.099533555,134.7883406,0.100315509,135.8472626
4/30/17 22:44,0.099222274,135.7420242,0.09982347,136.5644966
5/1/17 0:44,0.098208317,134.6436025,0.099044703,135.7902876
5/1/17 2:44,0.098766941,135.1210763,0.099533328,136.1695559
5/1/17 4:44,0.099026183,135.0202195,0.09983266,136.1198352
5/1/17 6:44,0.099573423,136.2054893,0.100031818,136.8325237
5/1/17 8:44,0.099172053,136.9218954,0.099401604,137.2388245
5/1/17 10:44,0.092591744,130.5691737,0.092392848,130.2886987
5/1/17 12:44,0.087852277,125.9177899,0.087782613,125.8179418
5/1/17 14:44,0.090661449,128.8915693,0.090874301,129.1941769
5/1/17 16:44,0.088395999,126.6431801,0.088644685,126.999467
5/1/17 18:44,0.090251953,128.4402616,0.090703709,129.0831693
5/1/17 20:44,0.091949084,130.9474485,0.09219058,131.2913704
5/1/17 22:44,0.090940742,130.0343484,0.091024962,130.1547732
5/2/17 0:44,0.090498809,130.2196406,0.090116571,129.6696352
5/2/17 2:44,0.091181989,130.8808034,0.090878899,130.4457535
5/2/17 4:44,0.089001982,128.7591678,0.088612007,128.1949912
5/2/17 6:44,0.085698743,125.9308754,0.085265504,125.2942468
5/2/17 8:44,0.086311551,126.8400023,0.085698638,125.9392898
5/2/17 10:44,0.088266364,128.3181086,0.087614683,127.370721
5/2/17 12:44,0.089222407,129.6919058,0.088563667,128.7343755
5/2/17 14:44,0.091067722,130.0601891,0.090874435,129.7841424
5/2/17 16:44,0.090693912,130.3053854,0.090650763,130.2433907
5/2/17 18:44,0.089902955,130.612811,0.089787771,130.4454697
5/2/17 20:44,0.087955483,129.2083631,0.087756243,128.915676
5/2/17 22:44,0.088645556,129.6654003,0.088572356,129.5583286
5/3/17 0:44,0.089785682,130.7728458,0.08987623,130.9047296
5/3/17 2:44,0.090329532,131.083507,0.090369883,131.1420626
5/3/17 4:44,0.09103063,132.5023639,0.091221173,132.7797149
5/3/17 6:44,0.091428894,134.1216163,0.091559229,134.3128113
5/3/17 8:44,0.092734601,135.4388843,0.092593508,135.2328189
5/3/17 10:45,0.09295808,136.1798686,0.092873553,136.0560396
5/3/17 12:44,0.09113737,134.0138573,0.091194993,134.098589
5/3/17 14:44,0.090526415,134.2660632,0.090578115,134.3427432
5/3/17 16:44,0.090524262,134.194976,0.090554554,134.239882
5/3/17 18:44,0.090852763,135.1489356,0.09098646,135.3478185
5/3/17 20:44,0.090945893,136.5488916,0.091002231,136.6334791
5/3/17 22:44,0.091788266,137.546553,0.092096998,138.0091929
5/4/17 0:44,0.093875589,141.3897799,0.094286436,142.0085731
5/4/17 2:44,0.095044057,143.3758613,0.095419034,143.9415216
5/4/17 4:44,0.093759883,144.4511634,0.093997407,144.8171051
5/4/17 6:44,0.094326517,145.2401981,0.094550281,145.5847413
5/4/17 8:44,0.094491618,146.6424867,0.094795102,147.113467
5/4/17 10:44,0.093680437,147.141988,0.094030992,147.692598
5/4/17 12:44,0.09312251,147.528405,0.093628459,148.3299492
5/4/17 14:44,0.094167917,145.2935632,0.094931211,146.4712636
5/4/17 16:44,0.096263591,145.0596053,0.096548622,145.4891187
5/4/17 18:44,0.096051598,147.1414425,0.096748187,148.2085474
5/4/17 20:44,0.094995038,149.2001567,0.095969451,150.7305802
5/4/17 22:44,0.095704607,153.510189,0.096951941,155.5109136
5/5/17 0:44,0.099688073,159.9465218,0.102784083,164.9139783
5/5/17 2:44,0.101021545,161.9981503,0.104316374,167.2817377
5/5/17 4:44,0.10132525,163.3241432,0.104763034,168.8654388
5/5/17 6:44,0.103317593,165.0281578,0.10692304,170.7871023
5/5/17 8:44,0.102193866,164.1315237,0.105649546,169.6816222
5/5/17 10:44,0.103227609,162.2046387,0.106955703,168.0627044
5/5/17 12:44,0.100298309,157.1022555,0.103894695,162.7354558
5/5/17 14:44,0.100792032,157.5308898,0.104239615,162.9192209
5/5/17 16:44,0.101478247,158.3730416,0.105060304,163.9634141
5/5/17 18:44,0.102903724,160.0708582,0.107000283,166.4432201
5/5/17 20:49,0.103270551,162.3165206,0.107449739,168.8852011
5/5/17 22:49,0.104464334,163.4062449,0.108995631,170.4942357
5/6/17 0:49,0.11258688,174.7168237,0.120478683,186.9636387
5/6/17 2:49,0.11174018,172.9335726,0.119198854,184.4769142
5/6/17 4:49,0.111564977,173.1689259,0.118613544,184.1095712
5/6/17 6:49,0.111860703,175.7141485,0.119016809,186.9551738
5/6/17 8:49,0.112179973,175.6042856,0.119677139,187.3402006
5/6/17 10:49,0.112836387,175.5903442,0.120029221,186.7834718
5/6/17 12:49,0.114376405,179.0070801,0.121802825,190.6299476
5/6/17 14:49,0.11551766,181.5232959,0.123184405,193.5707417
