Time,ETH BTC,ETH USD,Even BTC,Even USD
6/27/17 3:20,0.033322389,80.93408377,0.033619367,81.65538985
6/27/17 7:57,0.032572923,79.00236652,0.032674408,79.24850831
6/27/17 13:02,0.034073046,80.70848383,0.033926207,80.36066762
6/27/17 16:46,0.035668807,87.88366081,0.036250025,89.31571088
6/27/17 19:30,0.034829146,88.56494517,0.035507547,90.29001096
6/27/17 23:20,0.034555955,87.71441614,0.035124762,89.15823728
6/28/17 1:20,0.035593719,88.63619172,0.036221678,90.19994642
6/28/17 3:37,0.035686327,90.20968266,0.036466184,92.18104396
6/28/17 7:06,0.036371759,92.13148504,0.037362346,94.64068932
6/28/17 10:18,0.036446038,92.64874399,0.037363485,94.98096914
6/28/17 12:14,0.036322383,92.22543545,0.037500241,95.216111
6/28/17 14:14,0.036660188,93.58246136,0.037976341,96.94220587
6/28/17 16:14,0.03644733,94.71458301,0.037913661,98.52509331
6/28/17 18:14,0.036560705,94.14747162,0.037760162,97.2361929
6/28/17 20:14,0.036978495,94.97815523,0.038258691,98.26629909
6/28/17 22:14,0.03683408,94.33797215,0.038149379,97.70666416
6/29/17 0:14,0.037035352,95.26381265,0.038220192,98.31150579
6/29/17 2:14,0.037048188,95.16456965,0.038167327,98.03926841
6/29/17 4:14,0.035932864,92.457414,0.036715745,94.47181364
6/29/17 6:14,0.036223108,91.48544308,0.037063659,93.60834672
6/29/17 8:14,0.036485311,91.65146573,0.037086071,93.16058065
6/29/17 10:14,0.035999545,91.81647854,0.036731089,93.68227553
6/29/17 12:14,0.035819081,92.41430466,0.03654333,94.28288718
6/29/17 14:14,0.035762883,92.17990275,0.036534325,94.16831853
6/29/17 16:14,0.036241089,93.14431055,0.036827664,94.65188527
6/29/17 18:14,0.036240364,92.70031322,0.036777993,94.07553281
6/29/17 20:14,0.03632763,92.46616869,0.036856728,93.81290335
6/29/17 22:14,0.036543966,92.22600797,0.03699312,93.35953654
6/30/17 0:14,0.037022259,93.24574235,0.037546138,94.5652038
6/30/17 2:14,0.037325845,93.00480789,0.037876731,94.37745046
6/30/17 4:14,0.036751974,93.24012484,0.037294779,94.61722761
6/30/17 6:14,0.036794,93.84015449,0.037390852,95.36237552
6/30/17 8:14,0.038213525,97.13228385,0.038655504,98.25572018
6/30/17 10:14,0.038218759,96.52950266,0.038695002,97.7323523
6/30/17 12:14,0.03824999,97.58337554,0.038616557,98.51855937
6/30/17 14:14,0.038771367,98.75106008,0.038997226,99.32632446
6/30/17 16:14,0.038543783,97.56240843,0.038656924,97.8487919
6/30/17 18:14,0.038748566,96.05149611,0.03873591,96.02012253
6/30/17 20:14,0.038357439,95.3999365,0.038341562,95.36044957
6/30/17 22:14,0.037357293,92.17725343,0.037369841,92.20821352
7/1/17 0:14,0.036551711,90.56088388,0.036732533,91.00888998
7/1/17 2:14,0.0362843,90.47018468,0.036570973,91.18496639
7/1/17 4:14,0.036416878,91.02362125,0.036723415,91.78980843
7/1/17 6:14,0.036097421,90.44678139,0.036407072,91.22265147
7/1/17 8:14,0.036047279,89.94697341,0.036339559,90.67628427
7/1/17 10:14,0.035780243,88.43695225,0.036072103,89.15833432
7/1/17 12:14,0.034865711,86.39444358,0.035374739,87.65577307
7/1/17 14:14,0.034865992,85.57334813,0.035260938,86.54268344
7/1/17 16:14,0.034802707,84.59354664,0.035199766,85.55866252
7/1/17 18:14,0.034809115,84.80057411,0.035270452,85.92446532
7/1/17 20:14,0.034838478,83.85133837,0.03526737,84.88362142
7/1/17 22:14,0.034607158,83.156848,0.035037139,84.19004111
7/2/17 0:19,0.034369815,83.23200559,0.034816064,84.31266943
7/2/17 2:19,0.034689098,84.01803578,0.035280324,85.45000362
7/2/17 4:19,0.034551256,84.7611419,0.035099623,86.10639528
7/2/17 6:19,0.034447747,83.89576469,0.034877927,84.94344737
7/2/17 8:19,0.034050103,83.01789758,0.0344073,83.88878201
7/2/17 10:19,0.034004484,83.01446564,0.034420735,84.03065253
7/2/17 12:19,0.034035979,84.10869066,0.034551123,85.38169838
7/2/17 14:19,0.034074694,84.45515046,0.034718035,86.04969061
7/2/17 16:19,0.03424747,85.3542857,0.035057665,87.37351616
7/2/17 18:19,0.034152706,85.72568192,0.034894235,87.58697252
7/2/17 20:19,0.034171068,85.14883528,0.034838599,86.81221393
7/2/17 22:19,0.034025768,84.54178365,0.034669802,86.14197591
7/3/17 0:19,0.034777172,87.09664425,0.035174497,88.09171429
7/3/17 2:19,0.034090302,85.53870353,0.034407877,86.33555621
7/3/17 4:19,0.034343813,85.57585273,0.03464228,86.31955528
7/3/17 6:19,0.034353867,85.86886539,0.034631217,86.56211336
7/3/17 8:19,0.034446787,87.5547754,0.035015269,88.99970899
7/3/17 10:19,0.03472949,89.2686813,0.03536712,90.90764508
7/3/17 12:19,0.034656949,88.98136889,0.035156257,90.26333743
7/3/17 14:19,0.03484681,88.84159444,0.035249343,89.86784678
7/3/17 16:19,0.034856856,89.68878129,0.035444269,91.20023009
7/3/17 18:19,0.034717947,89.4053108,0.035117281,90.43367095
7/3/17 20:19,0.034680487,89.34040154,0.035159524,90.57445021
7/3/17 22:19,0.034488626,90.16947763,0.034999916,91.50623157
7/4/17 0:19,0.034575643,90.53355435,0.035085106,91.86754265
7/4/17 2:19,0.034672156,90.99325854,0.035126204,92.18485773
7/4/17 4:19,0.034835005,90.98032499,0.035312934,92.22855614
7/4/17 6:19,0.034986438,91.39402257,0.035454826,92.61757802
7/4/17 8:19,0.035321725,92.25999193,0.035757294,93.39769505
7/4/17 10:19,0.035105017,91.38537921,0.035501749,92.41815233
7/4/17 12:19,0.034942989,90.13474059,0.035288943,91.02712198
7/4/17 14:19,0.03488355,89.76862924,0.035136626,90.41989178
7/4/17 16:19,0.034997392,90.38671558,0.035329844,91.24532799
7/4/17 18:19,0.034824431,90.53342107,0.03508487,91.21048785
7/4/17 20:19,0.034838039,89.68600142,0.035089442,90.33320575
7/4/17 22:19,0.035156898,90.1482633,0.035491382,91.00593678
7/5/17 0:19,0.034896872,89.08403787,0.035275601,90.0508487
7/5/17 2:19,0.034574405,88.22351033,0.034828937,88.87299739
7/5/17 4:19,0.034400442,87.92374496,0.034602543,88.44029436
7/5/17 6:19,0.034246542,87.56429946,0.034424856,88.02022635
7/5/17 8:19,0.034318467,87.87037451,0.034484641,88.29585411
7/5/17 10:19,0.034170963,87.89455078,0.034316653,88.26929521
7/5/17 12:19,0.034268632,88.44733938,0.034417256,88.83093704
7/5/17 14:19,0.034407743,89.39028472,0.034660342,90.04652834
7/5/17 16:19,0.034323111,89.39008052,0.034598825,90.1081423
7/5/17 18:19,0.034317504,89.33360961,0.034643981,90.18348042
7/5/17 20:19,0.034334624,89.26693311,0.034612011,89.98811468
7/5/17 22:19,0.034090417,88.70156111,0.034341569,89.35504629
7/6/17 0:19,0.033573575,87.1744583,0.034097733,88.53544588
7/6/17 2:19,0.033732652,87.70084826,0.034308972,89.19920907
7/6/17 4:19,0.033894408,87.85294971,0.034482963,89.3784619
7/6/17 6:19,0.033856495,87.51531409,0.034367436,88.83604049
7/6/17 8:19,0.033565131,87.09983655,0.034068117,88.40505971
7/6/17 10:19,0.033642492,87.01024889,0.034194898,88.43894811
7/6/17 12:19,0.033259229,86.16468412,0.033486871,86.75443789
7/6/17 14:19,0.033307944,86.34751354,0.033703495,87.37294146
7/6/17 16:19,0.032987408,85.77286973,0.033338505,86.68578161
7/6/17 18:19,0.032871151,85.77858382,0.033514512,87.45745965
7/6/17 20:19,0.033096158,86.10627542,0.033718708,87.72596326
7/6/17 22:19,0.032986645,85.37966426,0.033582113,86.92091988
7/7/17 0:19,0.032062111,82.97674286,0.032888233,85.1147472
7/7/17 2:19,0.031860227,81.95055811,0.032509763,83.62128769
7/7/17 4:19,0.031616758,81.07485311,0.032200025,82.57052431
7/7/17 6:19,0.031498545,80.70840661,0.032050928,82.12377273
7/7/17 8:19,0.031117483,78.95718896,0.031559432,80.07858839
7/7/17 10:19,0.030769988,77.55483054,0.031097801,78.38107427
7/7/17 12:19,0.029846231,75.71063613,0.030553388,77.50447426
7/7/17 14:19,0.029585676,75.22927309,0.030274196,76.98001399
7/7/17 16:19,0.029423693,74.47048528,0.030091908,76.16171559
7/7/17 18:19,0.029097743,72.73737335,0.029800257,74.4934906
7/7/17 20:19,0.028786084,72.36130757,0.029343942,73.76362709
7/7/17 22:19,0.028753123,71.82472564,0.029233938,73.02579223
7/8/17 0:19,0.02909664,73.41315134,0.029784237,75.14801266
7/8/17 2:19,0.028792487,72.12258814,0.029616802,74.18742453
7/8/17 4:19,0.028365473,71.11536067,0.029187621,73.17657615
7/8/17 6:19,0.028164066,70.86782985,0.028963652,72.87979032
7/8/17 8:19,0.028446904,71.87366377,0.029148375,73.64599385
7/8/17 10:19,0.028762708,72.99658852,0.029594276,75.1070174
7/8/17 12:19,0.029963129,75.85345969,0.030551273,77.34238099
7/8/17 14:19,0.029996602,76.27535919,0.030646318,77.92745739
7/8/17 16:19,0.0299849,76.4459025,0.030720202,78.32054176
7/8/17 18:19,0.029590341,75.76458857,0.030280767,77.53238973
7/8/17 20:19,0.030415305,78.15182301,0.031141602,80.0180353
7/8/17 22:19,0.030283055,78.52456631,0.031040609,80.48892039
7/9/17 0:19,0.029866372,76.61530778,0.030654412,78.63684279
7/9/17 2:19,0.029124347,75.90329151,0.029865927,77.83598246
7/9/17 4:19,0.029447209,75.83009563,0.030270699,77.95068333
7/9/17 6:19,0.029300812,75.40095236,0.030206328,77.73115307
7/9/17 8:19,0.029452768,75.02798117,0.030312967,77.21925181
7/9/17 10:19,0.029170888,74.4467324,0.03004171,76.66914814
7/9/17 12:19,0.029031499,74.15167306,0.029819138,76.16344659
7/9/17 14:19,0.028950548,73.807974,0.029752251,75.85187514
7/9/17 16:19,0.028928424,73.44550839,0.029925036,75.9757752
7/9/17 19:54,0.028936367,72.70493575,0.029893403,75.1095663
7/9/17 21:54,0.028533912,71.91487477,0.029316531,73.88733144
7/9/17 23:54,0.028634066,72.05934547,0.029455739,74.1271341
7/10/17 1:54,0.028001108,70.55159201,0.028978011,73.01299743
7/10/17 3:54,0.028198179,71.2768187,0.029244636,73.9219576
7/10/17 5:54,0.028111327,71.00274543,0.029115831,73.53989259
7/10/17 7:54,0.028381422,70.75062862,0.02937647,73.23113209
7/10/17 9:54,0.027732716,67.54469451,0.028581029,69.61081152
7/10/17 11:54,0.026829485,65.88248315,0.027567175,67.6939556
7/10/17 13:54,0.025976241,63.12590234,0.026695186,64.8730385
7/10/17 15:54,0.026002242,62.82713679,0.026785984,64.72083125
7/10/17 17:54,0.02470217,58.45373303,0.025879619,61.23997862
7/10/17 19:54,0.02396559,57.10712511,0.024771477,59.02745755
7/10/17 21:54,0.024477822,57.81734883,0.025502477,60.2376148
7/10/17 23:54,0.023822823,55.68489671,0.024668951,57.66268652
7/11/17 1:54,0.023865926,55.10690068,0.0243136,56.14058869
7/11/17 3:54,0.022759836,53.34814572,0.022858873,53.58028332
7/11/17 5:54,0.023266954,54.88907102,0.023839212,56.23908563
7/11/17 7:54,0.023628865,56.6539846,0.024599454,58.98112747
7/11/17 9:54,0.024680958,58.32579352,0.025648957,60.61335837
7/11/17 11:54,0.023785213,56.53745098,0.024602212,58.47945889
7/11/17 13:54,0.024288795,57.37912028,0.025075141,59.23675967
7/11/17 15:54,0.023548808,55.03097494,0.024115412,56.35506572
7/11/17 17:54,0.023197316,54.60346603,0.023814565,56.05639003
7/11/17 19:54,0.024065424,55.37285536,0.024839957,57.15500235
7/11/17 21:54,0.023568227,53.98467431,0.024107461,55.21982724
7/11/17 23:54,0.023368264,54.42585551,0.023948606,55.77749966
7/12/17 9:29,0.024409205,57.73851043,0.025021839,59.187659
7/12/17 11:29,0.024757329,59.38144358,0.02557151,61.33428861
7/12/17 13:29,0.02538394,61.04279174,0.026414193,63.52032377
7/12/17 15:29,0.025459563,61.39853752,0.026525034,63.96803783
7/12/17 17:29,0.025784983,61.53431518,0.026732738,63.79607524
7/12/17 19:29,0.026021902,62.38178418,0.026923863,64.54403737
7/12/17 21:29,0.02623768,63.26272054,0.027155851,65.47655817
7/12/17 23:29,0.026295577,63.52432924,0.027211893,65.73794689
7/13/17 1:29,0.026276765,62.97568272,0.027228206,65.25593436
7/13/17 3:29,0.025675009,61.23078817,0.026429985,63.03128515
7/13/17 5:29,0.025882933,61.7238058,0.0266123,63.46315011
7/13/17 7:29,0.025576105,61.68675164,0.026398796,63.67099172
7/13/17 9:29,0.026019902,61.97550413,0.026857921,63.97153967
7/13/17 11:54,0.026029989,61.3709056,0.02681085,63.21194008
7/13/17 13:54,0.025380618,59.70688842,0.026122741,61.45270358
7/13/17 15:54,0.025378757,59.56724224,0.026022744,61.07876374
7/13/17 17:54,0.025462031,60.02546574,0.026186115,61.73245652
7/13/17 19:54,0.02577243,60.59562123,0.02659504,62.52972554
7/13/17 21:54,0.025756516,59.84243149,0.026511191,61.59583656
7/13/17 23:54,0.025306857,59.14414886,0.026021412,60.81412154
7/14/17 1:54,0.024648846,57.89422239,0.025545173,59.99947972
7/14/17 3:54,0.025195063,59.15523557,0.026092957,61.26339272
7/14/17 5:54,0.024930312,58.58822877,0.025682875,60.3568115
7/14/17 7:54,0.0255301,58.91581082,0.026332703,60.76797763
7/14/17 9:54,0.025266673,57.73106334,0.025947381,59.28639321
7/14/17 11:54,0.025448121,56.70248463,0.026082706,58.11644306
7/14/17 13:54,0.024810742,55.35177204,0.025347653,56.54960101
7/14/17 15:54,0.025380006,55.68195606,0.025959463,56.95324467
7/14/17 17:54,0.024827088,55.13276898,0.025445517,56.50609697
7/14/17 19:54,0.024632079,54.60414637,0.025502174,56.53296369
7/14/17 21:54,0.024890266,53.60666273,0.025709832,55.37178044
7/14/17 23:54,0.024815394,53.17591595,0.025550535,54.7512196
7/15/17 1:54,0.024617402,52.22483295,0.025523994,54.14813261
7/15/17 3:54,0.025199036,51.98435032,0.026019248,53.67640788
7/15/17 5:54,0.024526964,51.17183229,0.025297474,52.77938533
7/15/17 7:54,0.025392014,51.40994193,0.026183344,53.01210707
7/15/17 9:54,0.025232328,50.98116212,0.025939853,52.41069452
7/15/17 11:54,0.024513562,50.83499938,0.025100348,52.05184646
7/15/17 13:54,0.024189236,50.38254963,0.025052427,52.18044665
7/15/17 15:54,0.024514038,50.20793567,0.025411661,52.04638499
7/15/17 17:54,0.023973408,49.3638838,0.024805059,51.0763443
7/15/17 19:54,0.024451871,48.68294092,0.025201009,50.17445325
7/15/17 21:49,0.02318441,47.29387706,0.023896149,48.74575337
