NEO,50000000,18922116.39
OMG,98312024,40096764.9
LSK,112456460,61032608.67
QTUM,59000000,42487873.45
STRAT,98549551,75701116.5
ZEC,2219069,1969930.126
WAVES,100000000,90886797.73
ARK,97664574,112521493.4
STEEM,241972621,327744064.6
MAID,452552412,668160132.6
BCN,183253534612,300400826600
EOS,355102241,504427081.7
BAT,1000000000,1756204348
GNT,833032000,1342833833
BTS,2599290000,4607163371
PAY,104661310,195970677.8
KMD,100945510,200311447.8
REP,11000000,20513113.74
XLM,16587222471,22273682392
PIVX,54322390,114245953.4
