TRX,65748192476,0.04627,0.178532656872,0.25,0.178532656872,0.178532656872,0.178532656872,0.178532656872,0.178532656872,0.178532656872,0.178532656872,1.0,0.178532656872,65748192476.0
SYS,530862457,0.6321,0.0196925589326,0.25,0.0196925589326,0.0196925589326,0.0196925589326,0.0196925589326,0.0196925589326,0.0196925589326,0.0196925589326,1.0,0.0196925589326,530862457.0
STEEM,249153205,4.39,0.0641897004617,0.25,0.0641897004617,0.0641897004617,0.0641897004617,0.0641897004617,0.0641897004617,0.0641897004617,0.0641897004617,1.0,0.0641897004617,249153205.0
SNT,3470483788,0.2221,0.0452348265353,0.25,0.0452348265353,0.0452348265353,0.0452348265353,0.0452348265353,0.0452348265353,0.0452348265353,0.0452348265353,1.0,0.0452348265353,3470483788.0
SC,32388174390,0.02613,0.0496661195356,0.25,0.0496661195356,0.0496661195356,0.0496661195356,0.0496661195356,0.0496661195356,0.0496661195356,0.0496661195356,1.0,0.0496661195356,32388174390.0
SALT,52903598,4.35,0.0135054424708,0.25,0.0135054424708,0.0135054424708,0.0135054424708,0.0135054424708,0.0135054424708,0.0135054424708,0.0135054424708,1.0,0.0135054424708,52903598.0
REP,11000000,52.31,0.0337684989297,0.25,0.0337684989297,0.0337684989297,0.0337684989297,0.0337684989297,0.0337684989297,0.0337684989297,0.0337684989297,1.0,0.0337684989297,11000000.0
QASH,350000000,0.937,0.0192460666724,0.25,0.0192460666724,0.0192460666724,0.0192460666724,0.0192460666724,0.0192460666724,0.0192460666724,0.0192460666724,1.0,0.0192460666724,350000000.0
PPT,37004027,26.13,0.0567443662045,0.25,0.0567443662045,0.0567443662045,0.0567443662045,0.0567443662045,0.0567443662045,0.0567443662045,0.0567443662045,1.0,0.0567443662045,37004027.0
PAY,104661310,1.95,0.011977195222,0.25,0.011977195222,0.011977195222,0.011977195222,0.011977195222,0.011977195222,0.011977195222,0.011977195222,1.0,0.011977195222,104661310.0
OMG,102042552,15.6,0.0934200855125,0.25,0.0934200855125,0.0934200855125,0.0934200855125,0.0934200855125,0.0934200855125,0.0934200855125,0.0934200855125,1.0,0.0934200855125,102042552.0
MTL,19300994,4.25,0.00481396531123,0.25,0.00481396531123,0.00481396531123,0.00481396531123,0.00481396531123,0.00481396531123,0.00481396531123,0.00481396531123,1.0,0.00481396531123,19300994.0
MAID,452552412,0.482,0.0128011879158,0.25,0.0128011879158,0.0128011879158,0.0128011879158,0.0128011879158,0.0128011879158,0.0128011879158,0.0128011879158,1.0,0.0128011879158,452552412.0
LRC,561202251,0.6821,0.0224647611048,0.25,0.0224647611048,0.0224647611048,0.0224647611048,0.0224647611048,0.0224647611048,0.0224647611048,0.0224647611048,1.0,0.0224647611048,561202251.0
LBC,147654225,0.3751,0.00325032877988,0.25,0.00325032877988,0.00325032877988,0.00325032877988,0.00325032877988,0.00325032877988,0.00325032877988,0.00325032877988,1.0,0.00325032877988,147654225.0
KNC,134132697,2.71,0.0213323302568,0.25,0.0213323302568,0.0213323302568,0.0213323302568,0.0213323302568,0.0213323302568,0.0213323302568,0.0213323302568,1.0,0.0213323302568,134132697.0
ICX,381495014,4.45,0.0996284165641,0.25,0.0996284165641,0.0996284165641,0.0996284165641,0.0996284165641,0.0996284165641,0.0996284165641,0.0996284165641,1.0,0.0996284165641,381495014.0
GXS,60000000,4.92,0.0173241008742,0.25,0.0173241008742,0.0173241008742,0.0173241008742,0.0173241008742,0.0173241008742,0.0173241008742,0.0173241008742,1.0,0.0173241008742,60000000.0
GNT,834262000,0.4219,0.0206560053946,0.25,0.0206560053946,0.0206560053946,0.0206560053946,0.0206560053946,0.0206560053946,0.0206560053946,0.0206560053946,1.0,0.0206560053946,834262000.0
GNO,1104590,158.35,0.0102648717018,0.25,0.0102648717018,0.0102648717018,0.0102648717018,0.0102648717018,0.0102648717018,0.0102648717018,0.0102648717018,1.0,0.0102648717018,1104590.0
GAME,64355352,2.45,0.00925305418063,0.25,0.00925305418063,0.00925305418063,0.00925305418063,0.00925305418063,0.00925305418063,0.00925305418063,0.00925305418063,1.0,0.00925305418063,64355352.0
FUN,4503688789,0.0558,0.014748128814,0.25,0.014748128814,0.014748128814,0.014748128814,0.014748128814,0.014748128814,0.014748128814,0.014748128814,1.0,0.014748128814,4503688789.0
ETHOS,75601200,4.26,0.0189004715175,0.25,0.0189004715175,0.0189004715175,0.0189004715175,0.0189004715175,0.0189004715175,0.0189004715175,0.0189004715175,1.0,0.0189004715175,75601200.0
DGD,2000000,241.9,0.0283922764328,0.25,0.0283922764328,0.0283922764328,0.0283922764328,0.0283922764328,0.0283922764328,0.0283922764328,0.0283922764328,1.0,0.0283922764328,2000000.0
CVC,342699966,0.4583,0.00921718425522,0.25,0.00921718425522,0.00921718425522,0.00921718425522,0.00921718425522,0.00921718425522,0.00921718425522,0.00921718425522,1.0,0.00921718425522,342699966.0
BNB,99014000,10.59,0.0615356675771,0.25,0.0615356675771,0.0615356675771,0.0615356675771,0.0615356675771,0.0615356675771,0.0615356675771,0.0615356675771,1.0,0.0615356675771,99014000.0
BAT,1000000000,0.4,0.0234743914285,0.25,0.0234743914285,0.0234743914285,0.0234743914285,0.0234743914285,0.0234743914285,0.0234743914285,0.0234743914285,1.0,0.0234743914285,1000000000.0
AE,233020472,2.63,0.0359653405416,0.25,0.0359653405416,0.0359653405416,0.0359653405416,0.0359653405416,0.0359653405416,0.0359653405416,0.0359653405416,1.0,0.0359653405416,233020472.0
