,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,330931961.3612145,185785132.15106183,800.07456219503,0.09041836540035955,1425.1422653516308,0.16105878149972805
20,32762193.515725058,36542443.2926273,565.2168654734202,0.06387652787336555,506.74620130635367,0.05726861640152102
40,84135055.84609832,65859533.60354946,43.106202464091965,0.004871536416214731,55.0678474806894,0.006223350910769868
Total,876580704.0305779,2203842743.528219,327.31125595143044,0.03699023833362776,130.18838663583776,0.014712905109027834
ETH,129148396.90851197,213626644.2720651,71.0365444610728,0.008028012059574097,42.94527899517943,0.004853350064965533
Currency,4309233776.363288,0.0,48.54105761981895,0.005485742569726661,0.0,0.0
Platform,3800123411.1886535,0.0,17.763622687203828,0.0020075100532619956,0.0,0.0
Application,408479201.58762187,0.0,25.058822242033795,0.0028319582362006804,0.0,0.0
