OMG,98312024,20459658.89
EOS,409477275,298098936.6
REP,11000000,8810604.887
PAY,104661310,80963142.34
SALT,54675000,55410251.52
GNT,833032000,754512673.3
BAT,1000000000,983695493.9
WTC,24898178,23505875.04
KNC,134132697,137594326.2
MTL,19300994,20600787.82
BNB,100000000,123749135.4
ICN,99900350,116780580.4
FUN,4000000000,6890504555
GNO,1104590,1986732.127
CVC,340200000,480833486.7
SNT,3470483788,5852415441
ZRX,500000000,738505654.2
SNGLS,600000000,1029737331
BNT,40772871,76251523.76
MCO,9814875,19318313.02
AE,233020472,496325575.7
ANT,32732352,99454183.37
