XRP,27046229123.674873
ETH,59860766.45391782
EOS,1300221442.1590037
ADA,43236762093.13664
XTZ,952229280.4002283
ONT,1320314141.6322706
RVN,4561159272.776003
NEO,114189331.1681964
ETC,156294830.29848352
XEM,12751021947.05971
DCR,13594667.000767011
ZIL,14629579066.851505
LSK,186679497.06284708
ZRX,1318916511.7929018
HOT,190146040486.48837
QTUM,136488849.74463522
WAVES,141309297.320643
BTS,3858543142.1717315
KMD,160453374.20648667
NULS,94843727.24124053
ELF,399662659.08868736
WTC,58533107.16145733
POWR,566420484.7910023
STRAT,141688341.66862267
AION,441443327.8109533
NAS,64945182.10191169
