ZEN,3954675,30.72,121487616.0,0.000694999690149,0.25,0.000694999690149,0.00199702136305,0.00199702136305,0.00214169367252,0.00214169367252,0.00214169367252,0.00214169367252,3.08157500338,374373200.685,0.00214169367252,12186627.6265
ZEC,4030756,244.12,983988154.72,0.00562914546484,0.25,0.00562914546484,0.0161748615263,0.0161748615263,0.0173466339548,0.0173466339548,0.0173466339548,0.0173466339548,3.08157500338,3032233301.2,0.0173466339548,12421076.9343
XZC,4862023,29.39,142894855.97,0.000817465054405,0.25,0.000817465054405,0.00234891497123,0.00234891497123,0.00251907987779,0.00251907987779,0.00251907987779,0.00251907987779,3.08157500338,440341216.268,0.00251907987779,14982688.5426
XVG,14997869020,0.03967,594965464.023,0.00340364579337,0.25,0.00340364579337,0.00978008113955,0.00978008113955,0.0104885897972,0.0104885897972,0.0104885897972,0.0104885897972,3.08157500338,1833430701.81,0.0104885897972,46217058275.9
XMR,16083208,157.62,2535035244.96,0.0145022905854,0.25,0.0145022905854,0.0416710748548,0.0416710748548,0.0446898961597,0.0446898961597,0.0446898961597,0.0446898961597,3.08157500338,7811901243.54,0.0446898961597,49561611.7469
XLM,18578820287,0.2981,5538346327.55,0.0316834678984,0.25,0.0316834678984,0.0910396984996,0.0910396984996,0.0976349826959,0.0976349826959,0.0976349826959,0.0976349826959,3.08157500338,17066829603.0,0.0976349826959,57252028188.6
PIVX,56344559,3.94,221997562.46,0.001269991479,0.25,0.001269991479,0.00364921042468,0.00364921042468,0.00391357399617,0.00391357399617,0.00391357399617,0.00391357399617,3.08157500338,684102139.287,0.00391357399617,173629984.591
NANO,133248289,5.63,750187867.07,0.00429163360294,0.25,0.00429163360294,0.0123316371344,0.0123316371344,0.0132249908345,0.0132249908345,0.0132249908345,0.0132249908345,3.08157500338,2311760179.0,0.0132249908345,410614596.625
MONA,59822500,3.35,200405375.0,0.00114646807728,0.25,0.00114646807728,0.00329427663758,0.00329427663758,0.00353292736912,0.00353292736912,0.00353292736912,0.00353292736912,3.08157500338,617564194.142,0.00353292736912,184347520.639
LTC,56762923,119.51,6783736927.73,0.0388080301355,0.25,0.0388080301355,0.11151151049,0.11151151049,0.119589855596,0.119589855596,0.119589855596,0.119589855596,3.08157500338,20904594146.0,0.119589855596,174919204.635
IOT,2779530283,1.77,4919768600.91,0.0281447423681,0.25,0.0281447423681,0.0808714774456,0.0808714774456,0.086730134558,0.086730134558,0.086730134558,0.086730134558,3.08157500338,15160635943.0,0.086730134558,8565331041.22
HSR,43048759,7.42,319421791.78,0.00182733066648,0.25,0.00182733066648,0.00525067626652,0.00525067626652,0.00563105650471,0.00563105650471,0.00563105650471,0.00563105650471,3.08157500338,984322209.083,0.00563105650471,132657979.661
DOGE,114657296497,0.003447,395223701.025,0.00226097407123,0.25,0.00226097407123,0.00649671299937,0.00649671299937,0.00696736118119,0.00696736118119,0.00696736118119,0.00696736118119,3.08157500338,1217911477.82,0.00696736118119,3.5332505884e+11
DGB,10323611874,0.03369,347802484.035,0.00198968937408,0.25,0.00198968937408,0.00571719993862,0.00571719993862,0.00613137703964,0.00613137703964,0.00613137703964,0.00613137703964,3.08157500338,1071779440.91,0.00613137703964,31812984295.5
DASH,8099997,310.07,2511566069.79,0.0143680294154,0.25,0.0143680294154,0.0412852870211,0.0412852870211,0.0442761602942,0.0442761602942,0.0442761602942,0.0442761602942,3.08157500338,7739579219.99,0.0442761602942,24960748.2826
BTG,17036661,44.66,760857280.26,0.00435267059671,0.25,0.00435267059671,0.012507021645,0.012507021645,0.0134130809088,0.0134130809088,0.0134130809088,0.0134130809088,3.08157500338,2344638775.99,0.0134130809088,52499748.6786
BTC,17064550,7569.88,1.29176595754e+11,0.738986383793,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.338301226495,43700600778.0,0.25,5772958.19458
BCN,183890481254,0.006715,1234824581.62,0.00706411673774,0.25,0.00706411673774,0.0202981270874,0.0202981270874,0.02176860556,0.02176860556,0.02176860556,0.02176860556,3.08157500338,3805204564.28,0.02176860556,5.66672310391e+11
BCH,17156413,1006.23,17263297453.0,0.0987589251959,0.25,0.0987589251959,0.283775210555,0.25,0.25,0.25,0.25,0.25,2.53141677579,43700600778.0,0.25,43430031.6806
