,Float
BTC,17789675.0
XLM,19419882902.7924
LTC,62456775.8540937
BCH,17866150.0
BSV,17854985.7508877
DASH,8891879.13172747
ZEC,6867193.75
XMR,17070711.1613356
IOT,2779530283.0
DOGE,120149812688.099
BTG,17513923.589
MONA,65729674.8711679
DGB,11973689607.3626
XZC,7821668.32977799
BCD,186492897.953
ZEN,6781787.5
NANO,133248297.197
XVG,15795471279.1206
PIVX,56781165.992094
