TRX,95367824130.75142
BNB,77228745.9657114
LINK,543978176.7042725
ICX,761991254.0754863
MAID,703367531.2653736
BAT,1980967282.331637
MANA,1632154467.3686516
SC,64741015753.71567
OMG,217972674.3672915
IOST,18672386019.68199
GNO,1716779.5834450638
STEEM,523622019.12316245
AE,429855206.8795052
GXS,93253401.72073244
GAS,15741757.208615256
REP,17096456.98213428
THETA,1352955617.4924703
QASH,543978176.7042725
WAX,1465355452.8286486
SNT,5393906980.79422
MCO,24547141.263465557
STORJ,211044009.49536067
GNT,1498970721.4926732
ENG,116312125.43162055
LRC,1387300681.541585
