XRP,23571943484.058903
ETH,75779245.54851708
EOS,1963629909.30736
ADA,56178146682.31786
XTZ,1316292498.343748
ETC,230599880.6799015
ONT,1164641944.3141272
NEO,140840421.17287123
XEM,19500981391.000004
DCR,19295068.363860626
VET,120157972388.64427
ZRX,1194316267.0173042
ZIL,17406312784.628036
LSK,244091929.33826056
QTUM,193004176.99734342
BTS,5799050172.400213
KMD,240153543.6377323
ELF,606697198.898522
WAVES,216677571.03518653
WTC,87438411.5328771
FCT,18948674.598149512
STRAT,214757744.91931912
POWR,846332586.2932081
WAN,230008643.4256964
NAS,98588294.82100987
AION,569154080.6956787
