,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,245482198.45510286,89560067.34792888,455.8109460781534,0.11305290548468167,1249.3678984013518,0.30987555728717747
20,22331860.069758646,24396468.639187235,478.9719745965711,0.11879743968367333,438.4378441085302,0.10874392679110992
40,58392169.487907976,49501722.91762632,71.0089984408233,0.017612068464709186,83.7621243814673,0.0207751735941649
Total,650585242.7897129,826788476.123115,194.80333916869958,0.04831626726086411,153.28730548300882,0.03801921697554141
ETH,99641230.88837089,135705786.1237702,64.33455099353635,0.01595663284405775,47.237292032633455,0.011716070352119112
Currency,3567369022.263303,0.0,24.318954413933042,0.006031729774153458,0.0,0.0
Platform,1852652245.0489142,0.0,18.056199223963283,0.004478404482917576,0.0,0.0
Application,297804721.60367686,0.0,21.92589497818896,0.00543818913074378,0.0,0.0
