,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,251375427.69046026,98247346.84870264,430.41601565928227,0.11306467643830886,1101.2613927152036,0.28928701189388617
20,23675747.238314204,22308338.61222871,349.2574565158775,0.09174538092907235,370.66548994525607,0.09736899223722881
40,55844158.55475824,51437448.51025657,56.482327962757246,0.014837171255836541,61.32123909033169,0.016108290129317377
Total,665990948.6796539,997422558.362186,179.61077338691285,0.0471814087742991,119.92825744532647,0.031503589853867975
ETH,97929373.59449401,113617772.90837298,41.168591302619475,0.010814452264100514,35.484011478420314,0.009321187248098882
Currency,3469283385.4507523,0.0,22.759264486138296,0.0059785620922064445,0.0,0.0
Platform,2339411930.325077,0.0,15.784431991766914,0.004146364519401056,0.0,0.0
Application,277320007.5775761,0.0,13.466474099271055,0.0035374671977917906,0.0,0.0
