,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,258809528.31823978,153035022.38896856,924.0918874837892,0.09208131836383776,1562.8042639449527,0.15572593907356727
20,21192806.950534813,23534760.820831396,661.5986624877906,0.06592512919414219,595.7627034996342,0.05936489207758883
40,55075952.20598684,46907831.49021358,63.62915982943228,0.006340340179190517,74.70898684378632,0.007444391727032811
Total,677733601.9626199,1571117709.7703815,378.7466846480796,0.03774028808248756,163.38009126983755,0.01628004141394943
ETH,104537756.4767869,173380483.0433762,81.80809980698378,0.008151784238231001,49.32524737119115,0.004915024001486412
Currency,3583179506.3316035,0.0,55.90126009408403,0.005570292086081483,0.0,0.0
Platform,2344750398.4493227,0.0,20.40624570779867,0.00203338437776673,0.0,0.0
Application,314484361.97897243,0.0,27.14778078438444,0.0027051459699373604,0.0,0.0
