XTZ,660373612,447170659.1
LINK,350000000,248821735
TRX,66682072191,29023476352
XMR,17175313.01,6177827.454
DASH,9000232.874,5602993.314
ETC,112993627,68113341.44
ZEC,7275743.75,10106705.19
NEO,70538831,49962567.59
ICX,490392518.6,2214966924
ONT,533483170,635508569.1
RVN,4280345000,14544204175
MIOTA,2779530283,1845755339
DOGE,1.21E+11,1.79105E+11
MAID,452552412,2233657396
DCR,10292217.81,18053129.13
XEM,8999999999,9415420250
VET,55454734800,1.08118E+11
MANA,1050141509,14546827910
BAT,1279225522,2563082442
LSK,119627255.2,408945548.1
