ZRX,1023698368.81784
ZIL,14624423165.966913
XRP,29085831581.631973
XEM,16915511729.152166
WAVES,187950130.34479627
WAN,199513748.95775074
VET,104227246338.96112
STRAT,186198720.8141809
QTUM,167256234.58942756
POWR,728949027.6690065
ONT,1010231950.60328
NEO,122167584.72411759
NAS,85517309.30688232
LSK,209693849.74572545
KMD,207539685.6397968
ETH,66177594.89041362
ETC,198406476.4753492
EOS,1703288880.524353
ELF,469875325.8619907
DCR,16365725.648250978
BTS,5014528272.6122
AION,456354732.9018602
ADA,48729962870.75828
