XRP,34299503770.950386
ETH,64929997.37073756
EOS,1649176412.0348928
ADA,45300727766.185905
XTZ,1385068537.646972
ETC,192400417.5558955
ONT,864540306.874541
RVN,6009288468.790483
NEO,113570381.98690476
VET,96892544834.13078
XEM,15725129811.82419
DCR,16963981.748834275
LSK,203666784.6560809
ZIL,15178873849.9206
QKC,1984802620.6130445
ZRX,1026870191.1876098
QTUM,156266534.59521577
WAVES,174723664.59523806
WTC,72828910.18981011
KMD,197483132.4534442
BTS,4740654884.897379
NULS,124592569.27134505
ELF,584974829.0648571
AION,540912424.7612437
POWR,707372367.6519687
NAS,79499267.39083335
STRAT,173517124.30726886
