BTC,16753450,3038625.47
ETH,96459039,61804456.24
BCH,16866588,12983920.42
XRP,38739144847,65377577348
XLM,17858689190,199537068310
LTC,54391808,161024060.5
ADA,25927070538,105386808369
DASH,7764543,32678158.65
ZEC,2876381,74913689.04
ETC,98510209,1160295481
