BTC,17898062,341774.8679
XRP,42909539227,13727310135
ETH,107480999.7,20155268.81
XLM,19636142841,57245795347
BCH,17968462.5,12056858.48
LTC,63117286.51,52461377.93
EOS,929076209.5,1075411489
BSV,17854985.75,26767637.99
ADA,25927070538,78724378921
BNB,155536713,160057339.6
XTZ,660373612,3508910148
LINK,350000000,1952483003
TRX,66682072191,2.27745E+11
XMR,17175313.01,48476886.86
DASH,9000232.874,43966212.23
ETC,112993627,534479600
ZEC,7275743.75,79306456.43
NEO,70538831,392052020.6
ICX,490392518.6,17380657158
ONT,533483170,4986781718
RVN,4280345000,1.14127E+11
MIOTA,2779530283,14483485236
DOGE,1.2094E+11,1.40542E+12
MAID,452552412,17527319704
DCR,10292217.81,141661369.6
XEM,8999999999,73882002304
VET,55454734800,8.48397E+11
MANA,1050141509,1.14148E+11
BAT,1279225522,20112290038
LSK,119627255.2,3208960952
BTG,17513923.59,326647950.4
QTUM,95970676.05,1703309623
SC,41817047634,1.94762E+12
DGB,12191558176,4.1759E+11
ZRX,600475853.4,21344427989
IOST,12013965609,4.98608E+11
ZIL,8687360058,5.01784E+11
OMG,140245398.2,3311618873
KMD,115646306.9,5138655344
GNO,1104590,253056894.6
MONA,65729674.87,2875507779
BCD,186492898,5876755316
XZC,8233143.33,652342379.4
BTS,2741000000,1.10204E+11
NANO,133248297.2,3692160869
WTC,42202739.41,3082642248
QKC,2113716585,3.02741E+11
WAVES,100000000,3141692233
STEEM,342405548.7,21770891772
AE,280408938.5,17470007468
THETA,870502690,32402639675
NULS,73551948.04,8109692030
WAN,106152492.6,10397118179
REP,11000000,435416895.3
ZEN,7189575,814342633.9
GAS,10128375.11,2505216026
QASH,350000000,38083761347
GXC,65000000,4559991831
ARK,113443488,15890046508
SNT,3470483788,2.31697E+11
XVG,15901681899,8.10665E+11
ELF,499780000,44574471345
MCO,15793831.09,1083592852
WAX,942821661.7,86764665638
NAS,48627714.82,5333425333
ARDR,998999495,64554427562
STORJ,135787438.7,23110044663
PIVX,56781165.99,10404771824
GNT,964450000,59954260162
POWR,416986284.9,66067673827
