,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,330931961.3612145,180480479.3039277,794.86795007582,0.09276030246726882,1457.482885441531,0.1700868091127943
20,32513405.43795891,35337064.07133266,619.8101011833074,0.07233122489408202,570.2832887767753,0.06655149494191652
40,85837717.27293503,68157475.65876062,45.155915149374096,0.005269650571573206,56.869487027347205,0.006636612807588932
Total,876375217.5763962,2088399351.1978943,327.5713664379625,0.038227254008044435,137.4619405858375,0.016041672312066102
ETH,129662335.00491649,223501125.85825893,75.9178264838713,0.008859535155027702,44.043100957977096,0.005139786257665457
Currency,4309233776.36329,0.0,47.64880142567721,0.005560567930845678,0.0,0.0
Platform,3772459691.915826,0.0,18.811996497935635,0.002195341358266188,0.0,0.0
Application,415473955.2152653,0.0,25.941709170682365,0.0030273717652861487,0.0,0.0
