RDD,28808713174,,40560727412.0
DGB,10451118730,,7910859477.92
ELF,250000000,,348467595.67
BTG,17091936,,7791183.94664
AE,233020472,,106838681.992
BTS,2637120000,,1473636992.99
NAS,45500000,,41671519.1171
BCN,183890481254,,65919501852.5
LRC,572074043,,579840421.895
DGD,2000000,,2100791.9898
GNO,1104590,,4561815.17475
WAN,106152493,,84393580.7329
AION,167480575,,195006526.354
HSR,43164049,,41932509.8423
SNT,3470483788,,3033173091.88
XVG,15054315539,,8547094559.34
ZEN,4157175,,11570087.6811
REP,11000000,,5849060.0508
BAT,1000000000,,830329566.533
PPT,37004027,,28490315.1978
XZC,5062809,,13525705.1949
NANO,133248289,,82998645.5142
STRAT,98912781,,82318328.7477
PIVX,56594206,,100933026.203
WAVES,100000000,,71225787.9945
POLY,276420107,,672211252.157
ETHOS,76853089,,167380601.787
FUN,5010848189,,8341226002.68
GNT,839242000,,633817362.4
GXS,60000000,,79705048.47
BNT,50249853,,68551782.3018
QASH,350000000,,884831375.086
ENG,74836171,,139483834.823
MONA,60474950,,94298930.5842
POWR,373406643,,667741762.448
STORJ,135787539,,433722138.079
KNC,134132697,,230710684.751
CVC,342699966,,1156342672.1
KMD,104254000,,129584982.029
ARK,103489468,,153325742.095
