ZRX,905250833.3382432
ZIL,12737652197.995823
XRP,44476719155.65613
XEM,15148237983.696848
WAVES,168313755.39311096
WAN,178669247.41170922
VET,93337946685.17038
STRAT,166599700.28545168
QTUM,149512637.63718534
POWR,630841146.8747681
ONT,904686435.2379714
NEO,109403941.00552213
NAS,76582758.70386548
LSK,183895869.21086818
KMD,183666090.63828063
ETH,52658192.42717043
ETC,174926055.52943233
EOS,1525335191.17253
ELF,420784388.4827774
DCR,14008279.216578417
BTS,4464556024.553347
AION,345754896.4391817
ADA,43638826085.92865
