BTC,20986335.65,464587.679
XRP,1E+11,15002190105
ETH,135135633.8,21529457.03
XLM,1.42283E+11,62872170817
BCH,20982433.29,16586346.78
LTC,83880542.21,68163419.59
EOS,1366411730,1257987191
BSV,20982141.46,43595171.75
ADA,42014022059,98624715317
BNB,100000000,243673458.7
LINK,1000000000,2234655826
XTZ,1923800541,4274277328
TRX,1.04145E+11,2.64863E+11
XMR,22466083.47,67801350.92
DASH,17600805.03,54137076.29
ETC,194571423.7,818234077.2
ZEC,20924230.74,98770983.32
NEO,100000000,493110349.2
MIOTA,2779530283,14501729235
ICX,4105532971,23056896200
DOGE,2.80667E+11,1.60441E+12
RVN,20754957266,1.27026E+11
ONT,1000000000,6151260985
XEM,8999999999,94964038265
DCR,20619744.27,217482329.7
VET,86716263400,1.10473E+12
BAT,1500000000,22343311939
LSK,231538505.5,4578576602
ZRX,1000000000,18676046266
QTUM,107823401.5,2243915066
BTG,20983114.73,499613815.6
DGB,21000000000,7.1307E+11
SC,91002491209,2.41627E+12
KMD,200000000,6480190224
MONA,105082725,3413550985
OMG,140245398.3,4612685811
XZC,21347303.34,758581716.6
ZIL,20999982720,7.51925E+11
BTS,3527780934,1.32227E+11
NANO,133248289,5186271803
BCD,210000000,7869985620
REP,11000000,452497034.5
NULS,250401085.3,10593804522
SNT,6804870175,3.03286E+11
WAVES,99000000,4523688142
THETA,1000000000,47318815585
AE,503616445.3,24059007857
GAS,60464204.03,3248155310
ZEN,20865535.36,1118905780
MAID,452552412,24323250914
QASH,1000000000,54099976215
ARK,381936707.2,21943041647
MCO,22111377.4,1348389075
IOST,12013965608,8.04182E+11
XVG,16500000000,1.16E+12
ARDR,998999495,72742898133
STORJ,425000000,31121581762
GNT,1000000000,82429587933
STEEM,346117398,28752546403
GXC,100000000,8436421182
WAN,209675018,19718559632
ELF,534480099,50709139837
PIVX,175458680.4,20044482663
WTC,42483863,5451032447
NAS,51952589,7567800331
FUN,11000000000,9.69016E+11
AION,641095291,60308701428
CVC,1000000000,1.0393E+11
RCN,1000000000,1.115E+11
KNC,178212586,20218970098
