LINK,350000000.0,240640448.3727158
DGB,11121823368.0,6077733307.012236
BAT,1180848540.0,470938184.06465584
GAS,10128375.0,33220226.94934719
HC,43529781.0,84966331.92411181
QASH,350000000.0,349617516.7781195
OMG,140245398.0,51176927.934468985
ICX,400230000.0,301009197.4131064
QTUM,89074368.0,38335900.87101706
RDD,28808713174.0,53644437730.64271
BCD,153756875.0,77690828.05202204
BTS,2676350000.0,1631080876.9452176
AE,233020472.0,138608656.46072292
ZEN,5269638.0,11672900.988879178
NANO,133248289.0,76900400.52176711
SNT,3470483788.0,3985964413.422368
KMD,110834519.0,118647749.60008219
POLY,286787107.0,595268477.5535601
ELF,280000000.0,601385677.9457026
XZC,5757841.0,13484925.352166548
WAVES,100000000.0,62914751.6184176
XVG,15172086051.0,10341096430.003412
GNO,1104590.0,6389501.782252149
WTC,40354159.0,65694328.73712698
FCT,8745102.0,6180442.437751965
PIVX,56781166.0,105655615.73471953
PPT,53252246.0,45507720.508831084
REP,11000000.0,9452509.88496706
DGD,2000000.0,4426466.334895128
GNT,959842000.0,895836603.6428796
STRAT,99113971.0,104308830.13371527
POWR,390595382.0,919290614.4487149
WAN,106152493.0,195757812.35175362
NAS,45500000.0,101367333.71666995
STORJ,135787439.0,431890810.31044114
MONA,64037875.0,111220200.60776836
AION,262673279.0,507109501.2940688
GXS,60000000.0,108345241.56655937
CVC,440000000.0,1212874710.8199954
LRC,788984491.0,1750861068.2712038
