,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,256932421.12167656,111089740.65726738,906.2303360682516,0.10581221236553139,2095.9627141293026,0.24472636038635365
20,19428870.155430894,23539125.454962127,900.0816183779766,0.10509428294281772,742.914978987436,0.08674337461180784
40,52839619.01694461,47040393.99013873,97.66384343521808,0.01140331208380891,109.70401905922112,0.01280913306478891
Total,669632107.229154,1133398174.5072975,381.53493650223015,0.0445483384513438,225.41772984820054,0.026319962764805742
ETH,98989164.28805731,160015551.74683702,102.15199873649634,0.01192735285243815,63.19348885087563,0.007378524638027672
Currency,3547580057.392504,0.0,50.81766854831833,0.00593351350351493,0.0,0.0
Platform,2196321384.198834,0.0,29.743710307115933,0.0034729005047546375,0.0,0.0
Application,296660870.32782227,0.0,33.30924298334297,0.0038892150836397593,0.0,0.0
