BTC_OMG,98312024,25923859.09,,,,,,,,,
BTC_PAY,104661310,48262171.53,,,,,,,,,
BTC_EOS,283669183,143804048.5,,,,,,,,,
BTC_ICN,86900350,77513725.49,,,,,,,,,
BTC_GNT,833032000,879214170.5,,,,,,,,,
BTC_CVC,340000000,357602905.8,,,,,,,,,
BTC_REP,11000000,10636755.33,,,,,,,,,
BTC_SNT,3470483788,3786780166,,,,,,,,,
BTC_BAT,1000000000,1110218191,,,,,,,,,
BTC_GNO,1104590,1232587.791,,,,,,,,,
BTC_MTL,19300994,28081395.36,,,,,,,,,
BTC_BNT,40772871,84765987.99,,,,,,,,,
BTC_FUN,3839463249,8761859618,,,,,,,,,
BTC_STORJ,73869722,170009721.2,,,,,,,,,
BTC_SNGLS,600000000,1493582692,,,,,,,,,
BTC_ANT,33605167,89683906.16,,,,,,,,,
BTC_1ST,85558371,317318949.7,,,,,,,,,
BTC_MLN,599400,2820451.729,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
