,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,337249051.3566661,218443627.62547734,846.418911751218,0.09021324986787786,1306.7626560746016,0.13927773159813278
20,34702190.42260553,39017382.96275247,515.3858550954724,0.05493099489932425,458.38589691456775,0.04885580990706839
40,82749073.02359183,69507402.18493535,39.980641828540165,0.004261227603827854,47.597247864299824,0.005073022772756137
Total,895130164.734128,2678727493.3104653,342.5729198438539,0.036512199794663455,114.475009100054,0.01220100644750971
ETH,128810008.14180708,247507452.4309932,70.13037051582847,0.007474654158638232,36.497865047721795,0.003890025344993686
Currency,4437743901.759411,0.0,51.102423106115424,0.00544661231043125,0.0,0.0
Platform,4171838404.1579494,0.0,16.863484239980494,0.0017973484479887527,0.0,0.0
Application,407246424.1667629,0.0,23.3670719348727,0.0024905155944352796,0.0,0.0
