TRX,66682072191.0,13815259427.385386
BNB,141175490.0,13958426.650414769
LINK,350000000.0,437525516.7859192
VET,55454734800.0,59538041599.62587
MANA,1050141509.0,7594740270.143948
BAT,1267888630.0,1322002074.1748495
ZIL,8687360058.0,22108402171.67445
ZRX,597577999.0,1341643600.6570878
OMG,140245398.0,201515058.22249722
IOST,12013965609.0,34429489224.65256
AE,267206445.0,805202391.5160586
GNO,1104590.0,19532208.19523943
WTC,41682339.0,195282995.62774542
REP,11000000.0,23434353.751700304
MCO,15793831.0,68992001.22920324
SNT,3470483788.0,15762471918.693819
AION,318443045.0,2026782260.9979353
WAX,942791205.0,5902577130.462459
QASH,350000000.0,3656883452.5349016
POWR,407412067.0,3733823567.417642
POLY,445522521.0,4463329589.717535
GNT,963622000.0,4688704285.923817
