NEO,65000000,22734902.54
EOS,473035218.1,403928084.3
MAID,452360000,1603041426
XEM,8999999999,3381244941
IOTA,2779530283,875120159
LSK,114867118.4,76647587.6
HSR,42252000,34114133.55
ADA,25929000000,25350484270
QTUM,73660000,56515259.87
OMG,102042551.6,86178374.01
DCR,6159300,19347716.06
STEEM,246353751.5,695752879.3
GNO,1105000,10324647.6
WAVES,100000000,130635471.7
SALT,49020000,166684247.5
PIVX,54720767.95,205109899.5
STRAT,98624968.78,176515489.9
ARK,97987500,205750868
SC,30860292192,154881857791
PAY,104652500,399031986.3
