,Float
ZEN,4157175
ZEC,4235169
XZC,5062809
XVG,15054315539
XMR,16173924
XLM,18760304485
PIVX,56594206
NANO,133248289
MONA,60474950
LTC,57168921
IOT,2779530283
HSR,43164049
DOGE,115045890744
DGB,10451118730
DASH,8158151
BTG,17091936
BTC,17119662
BCN,183890481254
BCH,17207875
