,Divisor,Adj Divisor,USD,BTC,Adj USD,Adj BTC
10,239304060.4578371,98116317.58699873,373.8925165489678,0.10872770908279816,911.9176054037227,0.2651850671497255
20,20564403.70420733,20703222.080719974,312.0562540513507,0.09074576276928344,309.96386754266473,0.09013729808615735
40,55342768.26254962,50563391.27137548,49.102299465161735,0.014278917858055962,53.74357043961055,0.015628596543636755
Total,630741856.1832948,958327504.6500802,156.33765919524552,0.04546289314522849,102.89666619572397,0.029922285931211566
ETH,98073444.43706931,128539869.94658686,43.350299514730665,0.01260623988357494,33.075443382313324,0.009618318170820454
Currency,3480107383.340075,0.0,20.12647951097254,0.005852767606391295,0.0,0.0
Platform,1879255346.3562474,0.0,13.066817092306547,0.0037998222070977764,0.0,0.0
Application,287066262.73822045,0.0,13.970675225124404,0.004062663584679267,0.0,0.0
