Ticker,Float
XRP,21821174210.0
ETH,104993521.0
EOS,906245118.0
ADA,25927070538.0
ONT,537500000.0
ETC,108522867.0
NEO,65000000.0
XTZ,785312964.0
VET,55454734800.0
XEM,8999999999.0
ZIL,8279187391.0
DCR,9370033.0
LSK,114878273.0
ZRX,584285404.0
HOT,133214575156.0
WAVES,100000000.0
RVN,2972860000.0
QTUM,89280032.0
KMD,111855741.0
BTS,2693840000.0
ELF,280000000.0
NULS,63075548.0
WTC,40999959.0
STRAT,99225315.0
POWR,396349006.0
AION,291866662.0
NAS,45500000.0
