TRX,79939481711.57225
LINK,497278225.7624645
BNB,80296362.41356961
MAID,642984172.8682395
BAT,1806052427.6944027
MANA,1492035733.1625078
OMG,199259950.88768572
SC,58661766139.83119
IOST,17069381435.254147
RDD,40931273638.74681
STEEM,456049950.10018456
AE,386402493.0932687
GNO,1569395.8725570305
GXS,85247695.84499392
GAS,14390344.007015746
REP,15628744.238248885
WAX,1339556237.547608
QASH,497278225.7624645
SNT,4930845773.240106
MCO,22439795.15684284
THETA,1236805809.1561503
STORJ,192926104.56449106
GNT,1370285670.96174
