MAID,452360000
GNO,1105000
OMG,98312024
STEEM,243986266
SALT,54672000
PAY,104652500
SC,30159749003
CVC,680400000
BAT,1000000000
REP,11000000
GNT,833032000
KMD,100945510
WTC,24898178
KNC,134132697
MTL,19300994
FCT,8745102
ICN,99900350
BNB,100000000
BQX,71638000
SC,30156418850
GAME,64355352
FUN,4000000000
CVC,680400000
ETP,22600000
ZRX,500000000
SNT,3470483788
SNGLS,600000000
BNT,40772871
SYS,528219663
MCO,9814875
DGB,8742253657
AE,233020472
NXS,53133374
XVG,14120211551
ANT,32732352
ADX,56325759
PART,7739541
UBQ,38385634
MLN,599400
ENG,74836171
