ZRX,522779790,619074422.777
ZIL,7284013186,8528683580.44
WTC,24898178,47773561.1848
VEN,525770505,155789058.039
TRX,65748111645,12253071980.6
SNT,3470483788,4328795200.49
SALT,57358370,178887120.272
REP,11000000,17594544.5629
PAY,108958961,420053460.195
OMG,102042552,37654194.639
MTL,22142368,134696477.735
LRC,572074043,838864158.674
KNC,134132697,373073796.884
IOST,8400000000,15284964185.0
ICX,387231358,174483745.004
GNT,834262000,1262685752.09
GNO,1104590,5653760.43134
GAME,64355352,322200097.309
ETHOS,76396940,318579871.496
DGD,2000000,2330178.21854
CVC,342699966,1556180491.94
BNB,114041290,48179453.8032
BAT,1000000000,1588437454.52
ANT,26356214,154937751.711
AION,125144566,182338318.734
AE,233020472,303247150.408
FUN,4723473189,13405961495.6
