DCR,20619744.270000003,10134013.245067984
WAVES,194428800.0,102440180.81411709
GNO,10000000.0,5041749.742632756
LSK,231538505.47,122321119.72276688
SC,91002491209.17,51276542937.37756
KNC,178212585.95999998,107154664.35614374
QTUM,107823401.54,62948771.03709014
THETA,1000000000.0,585548121.2117728
REP,11000000.0,7559356.02773472
OMG,140245398.25,89852114.31007135
BTG,20983114.73,14513217.827532731
MONA,105082725.0,75261118.71065556
BCD,210000000.0,180288753.0863097
SNT,6804870174.89,5900354209.775154
NMR,9248182.0,7715032.76234451
ZEN,20865535.36,19446931.55137015
ARK,381936707.22,360676429.76975745
KMD,200000000.0,240616339.50320682
HOT,165863903161.35352,204361769936.0066
NANO,133248289.0,166885710.8480925
DGD,2000000.0,2368141.984784806
LRC,1112335467.1422925,1529594370.3830557
XZC,21347303.34,27861202.4627648
BNT,69148553.44743527,88936149.71253493
NULS,250401085.34,352712173.2566666
XVG,16500000000.0,25550526167.49009
GAS,60464204.03,92975951.99090604
BTS,3527780933.67,5919766130.062116
AION,901012592.0,1533834562.5513577
MCO,22111377.4,38361925.31131851
IOST,15075306861.80426,26511489803.468468
AE,503616445.26,932756859.0834364
STEEM,372867728.59668887,739529248.9613467
STORJ,425000000.0,831888737.8657048
PIVX,175458680.4,342248107.21086013
MANA,1440736839.6586688,3479588094.401944
GNT,1000000000.0,2590957678.3420568
ELF,544480190.485033,1514108023.6438498
ARDR,998999495.0,2776982147.0754685
WAN,209675017.96,603290060.1026385
