Ticker,Float
BTC,17556200.0
XRP,21821174210.0
ETH,104993521.0
XLM,19178623630.0
EOS,906245118.0
LTC,60616861.0
BCH,17640138.0
TRX,66682072191.0
ADA,25927070538.0
BSV,17638686.0
