BNB,100000000.00000001
LINK,1000000000.0000002
TRX,104145119673.46004
ICX,4105532970.530001
BAT,1500000000.0000002
SC,91002491209.17001
OMG,140245398.25000003
REP,11000000.000000002
SNT,6804870174.890002
THETA,1000000000.0000002
AE,503616445.2600001
GAS,60464204.030000016
MAID,452552412.0000001
QASH,1000000000.0000002
MCO,22111377.400000002
IOST,12013965608.000002
STORJ,425000000.0000001
GNT,1000000000.0000002
STEEM,346117398.00000006
GXC,100000000.00000001
FUN,11000000000.000002
CVC,1000000000.0000002
RCN,1000000000.0000002
KNC,178212585.96
