BNB,106673773.88613443
LINK,841972401.7543753
TRX,111095529473.91084
ICX,4379526957.803871
BAT,1600106608.2920165
SC,97075791703.21935
OMG,149605059.01491374
AE,537226668.0700403
THETA,1066737738.8613443
REP,11734115.127474789
GAS,64499448.289013185
MCO,23587040.73078583
SNT,7259011823.60716
IOST,12815750507.435877
QASH,1066737738.8613443
MAID,482754736.6931275
STORJ,453363539.0160714
STEEM,372699792.4673396
GXC,106673773.88613443
GNT,1066737738.8613443
CVC,1066737738.8613441
RCN,1066737738.8613446
FUN,11734115127.474789
KNC,190106090.98360336
