ZRX,507078283,1.07,0.00296817383122,0.25,0.00296817383122,0.0043777346087,0.0043777346087,0.00559538552715,0.00559538552715,0.00559538552715,0.00559538552715,1.88512730228,0.00559538552715,955907115.677
XRP,39009215838,1.14,0.24327787553,0.25,0.24327787553,0.358808491617,0.25,0.25,0.25,0.25,0.25,1.02763146651,0.25,40087097679.0
XEM,8999999999,0.5479,0.0269758012288,0.25,0.0269758012288,0.0397863822511,0.0397863822511,0.0508528193973,0.0508528193973,0.0508528193973,0.0508528193973,1.88512730228,0.0508528193973,16966145718.6
WTC,24898178,23.78,0.00323899263696,0.25,0.00323899263696,0.00477716298654,0.00477716298654,0.00610591345182,0.00610591345182,0.00610591345182,0.00610591345182,1.88512730228,0.00610591345182,46936235.1248
WAVES,100000000,7.48,0.0040919671719,0.25,0.0040919671719,0.00603520795099,0.00603520795099,0.00771387903579,0.00771387903579,0.00771387903579,0.00771387903579,1.88512730228,0.00771387903579,188512730.228
VEN,470459299,4.93,0.0126881855022,0.25,0.0126881855022,0.0187136980355,0.0187136980355,0.0239188449065,0.0239188449065,0.0239188449065,0.0239188449065,1.88512730228,0.0239188449065,886875669.156
STRAT,98735582,9.18,0.00495846114844,0.25,0.00495846114844,0.00731319262607,0.00731319262607,0.00934733048821,0.00934733048821,0.00934733048821,0.00934733048821,1.88512730228,0.00934733048821,186129141.335
QTUM,73872372,32.11,0.0129763602161,0.25,0.0129763602161,0.0191387244963,0.0191387244963,0.0244620909276,0.0244620909276,0.0244620909276,0.0244620909276,1.88512730228,0.0244620909276,139258825.341
POWR,363837589,0.7994,0.00159111749892,0.25,0.00159111749892,0.00234672581109,0.00234672581109,0.00299945903835,0.00299945903835,0.00299945903835,0.00299945903835,1.88512730228,0.00299945903835,685880172.62
NEO,65000000,121.92,0.0433529698448,0.25,0.0433529698448,0.0639409304412,0.0639409304412,0.0817258670893,0.0817258670893,0.0817258670893,0.0817258670893,1.88512730228,0.0817258670893,122533274.648
LSK,117932368,27.93,0.0180191581786,0.25,0.0180191581786,0.0265763047799,0.0265763047799,0.0339684070466,0.0339684070466,0.0339684070466,0.0339684070466,1.88512730228,0.0339684070466,222317526.739
KMD,103227864,4.52,0.00255250098774,0.25,0.00255250098774,0.00376466222942,0.00376466222942,0.00481178930108,0.00481178930108,0.00481178930108,0.00481178930108,1.88512730228,0.00481178930108,194597664.782
GBYTE,645222,729.14,0.00257365680704,0.25,0.00257365680704,0.00379586476929,0.00379586476929,0.00485167071364,0.00485167071364,0.00485167071364,0.00485167071364,1.88512730228,0.00485167071364,1216325.60823
FCT,8745102,31.48,0.00150601794253,0.25,0.00150601794253,0.00222121319142,0.00222121319142,0.00283903554118,0.00283903554118,0.00283903554118,0.00283903554118,1.88512730228,0.00283903554118,16485630.5414
ETH,97536284,921.12,0.491488047495,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.508659368776,0.25,49612744.6522
ETC,99763912,34.89,0.019041667751,0.25,0.019041667751,0.0280843955445,0.0280843955445,0.0358959677584,0.0358959677584,0.0358959677584,0.0358959677584,1.88512730228,0.0358959677584,188067674.293
EOS,660855757,9.92,0.0358631880014,0.25,0.0358631880014,0.0528943142213,0.0528943142213,0.0676066748482,0.0676066748482,0.0676066748482,0.0676066748482,1.88512730228,0.0676066748482,1245797230.39
DCR,6731780,81.25,0.00299215320847,0.25,0.00299215320847,0.00441310159044,0.00441310159044,0.0056405897059,0.0056405897059,0.0056405897059,0.0056405897059,1.88512730228,0.0056405897059,12690262.2709
BTS,2608480000,0.276,0.00393846632338,0.25,0.00393846632338,0.00580881084109,0.00580881084109,0.00742451039531,0.00742451039531,0.00742451039531,0.00742451039531,1.88512730228,0.00742451039531,4917316865.45
BTM,987000000,0.9109,0.00491833830111,0.25,0.00491833830111,0.00725401577615,0.00725401577615,0.00927169381327,0.00927169381327,0.00927169381327,0.00927169381327,1.88512730228,0.00927169381327,1860620647.35
ARK,100551130,4.46,0.0024533095947,0.25,0.0024533095947,0.00361836567846,0.00361836567846,0.00462480089792,0.00462480089792,0.00462480089792,0.00462480089792,1.88512730228,0.00462480089792,189551680.438
ARDR,998999495,0.5369,0.00293419664164,0.25,0.00293419664164,0.00432762193768,0.00432762193768,0.00553133419942,0.00553133419942,0.00553133419942,0.00553133419942,1.88512730228,0.00553133419942,1883241222.99
ADA,25927070538,0.392,0.0555993941578,0.25,0.0555993941578,0.0820030786159,0.0820030786159,0.104811935917,0.104811935917,0.104811935917,0.104811935917,1.88512730228,0.104811935917,48875828539.3
