BTC,16753450,511386.7112
ETH,96459039,10401406.14
BCH,16866588,2185134.176
XRP,38739144847,11002746008
XLM,17858689190,33581172184
LTC,54391808,27099609.85
ADA,25927070538,17736115839
DASH,7764543,5499584.021
ZEC,2876381,12607629.81
ETC,98510209,195272400.6
EOS,551196496,709121488
MIOTA,2779530283,1674585518
XEM,8999999999,9270166820
XMR,15501947,18071960.75
NEO,65000000,112449080.3
QTUM,73747004,134124945.5
BTG,16717236,18770403.62
TRX,65748192475,174639709182
LSK,116133244,438458862.5
MAID,452552412,10919218567
OMG,102042552,481561598.1
HSR,42394472,229191725.9
GNO,1104590,39277638.29
STEEM,246025256,2521787067
DCR,6394236,88936146.56
DOGE,112412332201,1267832855279
WAVES,100000000,559661213.8
STRAT,98668150,759682734.9
SC,31396146174,355092496502
SALT,51573256,935635596.7
BTS,2605550000,13552454834
MONA,56142875,572056395
PIVX,55177221,1048418239
ARDR,998999495,7543044501
REP,11000000,95161776.11
DGD,2000000,53159787.24
BCN,183253534612,1647398586401
DGB,9577325146,169563942986
ARK,97981284,1145650576
VTC,42122900,1000427264
PAY,104661310,2407807990
EMC2,216169659,5798394752
MTL,19300994,926482639.8
CVC,342700000,13308684714
GBYTE,645222,11753989.11
LBC,125020137,12371228403
KNC,134132697,3253297819
BNB,99014000,1645490403
KMD,103779715,1117121925
BAT,1000000000,22768383323
SYS,529674039,14313033212
ZRX,500000000,15016587451
GNT,833032000,14353839925
FCT,8745102,192624639.2
GAME,64355352,2435325796
ICN,99788314,3909926737
NXT,998999942,7285162638
XVG,14415659121,58602261178
SNT,3470483788,45854867234
VET,277162633,5571006723
POWR,355736229,7347965764
XZC,3699275,112582753.7
FUN,4250000000,159650246492
MANA,2274000000,72673495794
AE,233020472,5682426857
BTM,987000000,18627121232
WTC,24898178,512854409.5
SAN,60522560,1915424783
BAY,1008405846,31128398325
GXS,40510000,1287558956
