XRP,61330542798.58813
ETH,87433300.99407136
EOS,3316913204.054237
ADA,101987462082.66457
XTZ,4669953628.872955
ETC,472314830.18146676
NEO,242746247.7647948
RVN,50381879987.50349
ONT,2427462477.6479483
XEM,21847162296.40407
DCR,50053655.51412129
VET,210500475605.3361
LSK,562051034.1591091
ZRX,2427462477.6479483
QTUM,261737261.45071796
KMD,485492495.5295897
ZIL,50976670085.02629
BTS,8563555845.845772
NULS,607839239.0251716
WAVES,240318785.2871469
ARK,927137025.6129602
ARDR,2425033789.3017488
ELF,1297430385.3720605
WAN,508978238.59805954
WTC,103127983.338036
NAS,126112960.41416553
AION,1556234763.4992924
