,10,10 Even
BTC,54.20%,10.00%
ETH,19.69%,10.00%
XRP,9.52%,10.00%
XLM,1.66%,10.00%
BCH,6.27%,10.00%
LTC,3.37%,10.00%
ADA,1.92%,10.00%
DASH,1.24%,10.00%
EOS,1.80%,10.00%
ZEC,0.32%,10.00%
,20,20 Even
NEO,15.14%,5.00%
XMR,11.02%,5.00%
ETC,6.27%,5.00%
VEN,5.90%,5.00%
LSK,4.54%,5.00%
IOT,12.11%,5.00%
TRX,7.78%,5.00%
XEM,8.75%,5.00%
DGD,2.40%,5.00%
ICX,4.27%,5.00%
OMG,3.85%,5.00%
QTUM,4.48%,5.00%
STEEM,1.75%,5.00%
BTG,3.40%,5.00%
MAID,0.44%,5.00%
XRB,3.66%,5.00%
SC,1.39%,5.00%
DOGE,1.34%,5.00%
GNO,0.32%,5.00%
SNT,1.22%,5.00%
,40,40 Even
PIVX,1.89%,2.50%
STRAT,4.51%,2.50%
XVG,4.11%,2.50%
BTS,3.35%,2.50%
WAVES,4.47%,2.50%
ZRX,2.56%,2.50%
AE,3.43%,2.50%
BCN,4.35%,2.50%
HSR,2.46%,2.50%
DGB,2.04%,2.50%
MONA,1.91%,2.50%
BTM,6.39%,2.50%
WTC,2.94%,2.50%
SYS,1.92%,2.50%
REP,3.34%,2.50%
ZIL,2.64%,2.50%
ARK,2.32%,2.50%
SALT,1.35%,2.50%
KMD,2.70%,2.50%
ARDR,2.48%,2.50%
BAT,1.73%,2.50%
CVC,0.75%,2.50%
LBC,0.34%,2.50%
PAY,1.05%,2.50%
KNC,1.51%,2.50%
MTL,0.82%,2.50%
GNT,1.74%,2.50%
FCT,1.92%,2.50%
GBYTE,1.21%,2.50%
VTC,0.85%,2.50%
GAME,0.78%,2.50%
AION,2.79%,2.50%
ETHOS,1.91%,2.50%
QASH,2.10%,2.50%
LRC,1.97%,2.50%
FUN,1.57%,2.50%
POWR,1.20%,2.50%
GXS,1.44%,2.50%
BNB,8.25%,2.50%
PPT,4.91%,2.50%
,Total,Total Even
BTC,46.92%,1.43%
ETH,17.06%,1.43%
XRP,8.25%,1.43%
XLM,1.44%,1.43%
BCH,5.43%,1.43%
LTC,2.92%,1.43%
ADA,1.66%,1.43%
DASH,1.07%,1.43%
EOS,1.56%,1.43%
ZEC,0.28%,1.43%
NEO,1.47%,1.43%
XMR,1.07%,1.43%
ETC,0.61%,1.43%
VEN,0.57%,1.43%
LSK,0.44%,1.43%
IOT,1.18%,1.43%
TRX,0.76%,1.43%
XEM,0.85%,1.43%
DGD,0.23%,1.43%
ICX,0.42%,1.43%
OMG,0.37%,1.43%
QTUM,0.44%,1.43%
STEEM,0.17%,1.43%
BTG,0.33%,1.43%
MAID,0.04%,1.43%
XRB,0.36%,1.43%
SC,0.14%,1.43%
DOGE,0.13%,1.43%
GNO,0.03%,1.43%
SNT,0.12%,1.43%
PIVX,0.07%,1.43%
STRAT,0.17%,1.43%
XVG,0.15%,1.43%
BTS,0.12%,1.43%
WAVES,0.16%,1.43%
ZRX,0.09%,1.43%
AE,0.13%,1.43%
BCN,0.16%,1.43%
HSR,0.09%,1.43%
DGB,0.08%,1.43%
MONA,0.07%,1.43%
BTM,0.24%,1.43%
WTC,0.11%,1.43%
SYS,0.07%,1.43%
REP,0.12%,1.43%
ZIL,0.10%,1.43%
ARK,0.09%,1.43%
SALT,0.05%,1.43%
KMD,0.10%,1.43%
ARDR,0.09%,1.43%
BAT,0.06%,1.43%
CVC,0.03%,1.43%
LBC,0.01%,1.43%
PAY,0.04%,1.43%
KNC,0.06%,1.43%
MTL,0.03%,1.43%
GNT,0.06%,1.43%
FCT,0.07%,1.43%
GBYTE,0.04%,1.43%
VTC,0.03%,1.43%
GAME,0.03%,1.43%
AION,0.10%,1.43%
ETHOS,0.07%,1.43%
QASH,0.08%,1.43%
LRC,0.07%,1.43%
FUN,0.06%,1.43%
POWR,0.04%,1.43%
GXS,0.05%,1.43%
BNB,0.30%,1.43%
PPT,0.18%,1.43%
,ETH,ETH Even
EOS,26.98%,4.55%
TRX,13.07%,4.55%
VEN,9.91%,4.55%
ICX,7.19%,4.55%
OMG,6.48%,4.55%
PPT,3.13%,4.55%
BNB,5.27%,4.55%
SNT,2.05%,4.55%
AE,2.18%,4.55%
REP,2.13%,4.55%
WTC,1.87%,4.55%
ZRX,1.64%,4.55%
DGD,4.02%,4.55%
ZIL,1.69%,4.55%
LRC,1.25%,4.55%
GNO,0.53%,4.55%
BAT,1.10%,4.55%
BTM,4.07%,4.55%
ETHOS,1.22%,4.55%
QASH,1.34%,4.55%
GNT,1.11%,4.55%
AION,1.77%,4.55%
,Currency,
ZEC,1.73%,
XVG,0.62%,
XMR,0.96%,
XLM,1.34%,
VTC,4.78%,
PIVX,9.14%,
NANO,0.16%,
MONA,0.33%,
LTC,0.30%,
IOT,13.01%,
HSR,6.25%,
DOGE,0.64%,
DGB,0.83%,
DASH,0.46%,
BTG,5.90%,
BTC,2.41%,
BCN,25.00%,
BCH,1.11%,
,Platform,
ZRX,0.52%,
ZIL,0.53%,
XRP,25.00%,
XEM,4.66%,
WTC,0.59%,
WAVES,0.90%,
VEN,3.14%,
STRAT,0.91%,
QTUM,2.42%,
POWR,0.24%,
NEO,8.05%,
LSK,2.42%,
KMD,0.54%,
GBYTE,0.24%,
FCT,0.39%,
ETH,25.00%,
ETC,3.33%,
EOS,8.54%,
BTS,0.68%,
BTM,1.29%,
ARK,0.47%,
ARDR,0.50%,
AION,0.56%,
ADA,9.08%,
,Application,
TRX,19.99%,
SYS,1.85%,
STEEM,4.51%,
SNT,3.13%,
SC,3.60%,
SALT,1.31%,
REP,3.25%,
QASH,2.04%,
PPT,4.78%,
PAY,1.03%,
OMG,9.89%,
MTL,0.80%,
MAID,1.13%,
LRC,1.91%,
LBC,0.33%,
KNC,1.46%,
ICX,11.00%,
GXS,1.39%,
GNT,1.69%,
GNO,0.81%,
GAME,0.76%,
FUN,1.53%,
ETHOS,1.86%,
DGD,6.14%,
CVC,0.73%,
BNB,8.05%,
BAT,1.69%,
AE,3.34%,
