,New Weight,Old Weight,Turnover
10 Index,,,0.015487077624646503
20 Index,,,0.2561291723363954
40 Index,,,0.13516617148410098
Total Index,,,0.00323874605577368
ETH Index,,,0.008848715059500982
Currency Index,,,0.0031744950668379014
Platform Index,,,0.035832622130433575
Application Index,,,0.011112097485943195
Currency Index,New Weight,Old Weight,Turnover
BTC,0.8947325038914101,0.895011741724905,0.0002792378334949275
BCH,0.022866737965207683,0.022777972892554003,8.876507265367928e-05
BSV,0.018272619334801617,0.018119677487354,0.00015294184744761574
LTC,0.017531224458595694,0.017548609095562002,1.738463696630832e-05
XLM,0.016878230133013126,0.016856592024988,2.1638108025124475e-05
XMR,0.006581824349895748,0.006573536586199,8.287763696747386e-06
DASH,0.0061089842528432034,0.006081743101372001,2.7241151471202665e-05
ZEC,0.004966685036585054,0.004954797417842,1.1887618743053677e-05
DOGE,0.003217274270954344,0.003231443426999,1.4169156044656003e-05
IOT,0.0028390209528081213,0.0,0.0028390209528081213
DGB,0.0015821980685700454,0.0015906005429620002,8.402474391954774e-06
BTG,0.0008515845874327743,0.0008634313294564585,1.1846742023684286e-05
MONA,0.0008016116471532456,0.0007841805903947414,1.743105675850419e-05
ZEN,0.00058500046156715,0.0005803876454175288,4.612816149621168e-06
BCD,0.0005510073056606262,0.0005537055136865946,2.698208025968393e-06
NANO,0.000540937401189124,0.0005431182336500737,2.1808324609496298e-06
XZC,0.00046387831531912783,0.00046120963623251515,2.668679086612676e-06
XVG,0.00032003747570832436,0.0003237270492820144,3.6895735736900337e-06
PIVX,0.00030864009128513814,0.0003087080973595199,6.800607438176096e-08
MIOTA,0.0,0.002834817603779,0.002834817603779
ETH Index,New Weight,Old Weight,Turnover
LINK,0.3999630217580148,0.40331560719951703,0.0033525854415022427
BNB,0.1593202071168762,0.15901365338898302,0.00030655372789317736
TRX,0.15795784422408218,0.15857228826819902,0.0006144440441168408
VET,0.05178507858784212,0.052140171049790004,0.000355092461947884
ZIL,0.03288309952290451,0.033606522827888,0.0007234233049834907
ZRX,0.030423345918434888,0.030664936648311002,0.00024159072987611427
BAT,0.030399170348038258,0.030623310037477,0.00022413968943874388
OMG,0.02221607512518871,0.022365799153551,0.00014972402836229207
NMR,0.019321145925566108,0.019282743249779,3.840267578710671e-05
SNT,0.018308284918396544,0.018550623832877002,0.0002423389144804583
REP,0.013195468516041843,0.013299239643824,0.00010377112778215715
KNC,0.011551862128435356,0.01166170273167,0.00010984060323464447
MCO,0.011065646144512244,0.011137102594822,7.145645030975575e-05
DGD,0.008453210678580169,0.0,0.008453210678580169
AION,0.008424217546340639,0.008509717474547,8.549992820636176e-05
AE,0.006047184044848122,0.006065539378101,1.835533325287783e-05
IOST,0.005549280020697308,0.005616689677952,6.740965725469256e-05
MANA,0.005068928440625124,0.005112938014857,4.400957423187583e-05
GNT,0.0047175184004605904,0.004763934351095,4.6415950634409904e-05
FUN,0.003349410634114666,0.0032988626568690002,5.0547977245665645e-05
CVC,0.0,0.0023986178198810004,0.0023986178198810004
20 Index,New Weight,Old Weight,Turnover
ADA,0.16842904510793485,0.0,0.16842904510793485
BNB,0.08831885408603876,0.08343203052652601,0.004886823559512754
TRX,0.08756363080508582,0.083200453001918,0.00436317780316782
XMR,0.07485909107718673,0.07135552329578901,0.0035035677813977234
ICX,0.06975327246197008,0.066812855641352,0.0029404168206180747
ETC,0.06964863256988751,0.066548805523943,0.0030998270459445115
DASH,0.06948119309503184,0.06601712120384101,0.0034640718911908286
NEO,0.06143597470541441,0.058727607293249,0.002708367412165409
ZEC,0.05648912941763786,0.053784162899014006,0.0027049665186238553
DOGE,0.036592016873479086,0.035077212047217005,0.0015148048262620811
IOT,0.032289911850909674,0.0,0.032289911850909674
ONT,0.029247260771539614,0.027927161352509004,0.0013200994190306105
VET,0.02870695991675757,0.027357149841988,0.001349810074769569
RVN,0.0213381720815266,0.020368541462159002,0.000969630619367598
XEM,0.02015233540652072,0.018787495458362002,0.0013648399481587178
ZIL,0.01822868373833832,0.0,0.01822868373833832
DGB,0.017995300849848725,0.017265916544215002,0.0007293843056337228
ZRX,0.01686512400155369,0.016089422989844,0.0007757010117096889
BAT,0.01685172232004106,0.016067582144157003,0.0007841401758840565
DCR,0.01575368886329701,0.015051786437517001,0.0007019024257800075
LINK,0.0,0.21161352710625503,0.21161352710625503
LSK,0.0,0.013743793440270002,0.013743793440270002
MIOTA,0.0,0.030771851789866002,0.030771851789866002
Platform Index,New Weight,Old Weight,Turnover
ETH,0.24999999999999975,0.256759171712106,0.006759171712106243
XRP,0.24999999999999975,0.21416737786956103,0.035832622130438724
XTZ,0.14324046209391206,0.149347381840983,0.006106919747070949
EOS,0.09489367215793723,0.09839295699843001,0.003499284840492778
ADA,0.08466049427963881,0.08870052359637301,0.004040029316734195
ETC,0.03500873412592801,0.036535813502485005,0.0015270793765569945
NEO,0.0308806594597664,0.032246490563748,0.0013658311039816025
ONT,0.014701072203177757,0.015331740513491001,0.0006306683103132447
VET,0.014429491150181543,0.015021420331765001,0.0005919291815834581
RVN,0.010725585924258887,0.011184075264246002,0.0004584893399871143
XEM,0.010129527691092596,0.010318343979409,0.0001888162883164051
ZIL,0.009162608351581943,0.009681934200114001,0.0005193258485320582
ZRX,0.008477218006810809,0.008834472414779,0.00035725440796819177
DCR,0.007918557544749348,0.008264721000829001,0.00034616345607965324
LSK,0.007230670978890108,0.007540350224164,0.00030967924527389255
WAVES,0.005587315215504011,0.005813672176192001,0.0002263569606879897
QTUM,0.0050239021229153856,0.005241250885757,0.00021734876284161455
KMD,0.003225802040669859,0.0033674930145740005,0.00014169097390414167
HOT,0.0026124608431276164,0.010612525112257,0.008000064269129383
AION,0.0023473397327365463,0.00245402420783,0.00010668447509345385
ARK,0.002212718878783032,0.0023054552258960003,9.273634711296852e-05
BTS,0.002047039014983785,0.002134148090215,8.710907523121507e-05
NULS,0.0020199887117470614,0.002095380709064,7.539199731693884e-05
ARDR,0.0012128848551102695,0.0013026794757860002,8.979462067573067e-05
ELF,0.0012418944804817981,0.001292730919807,5.0836439325201935e-05
WAN,0.0010099001360149812,0.001053866170128,4.3966034113018934e-05
10 Index,New Weight,Old Weight,Turnover
BTC,0.7063268847531752,0.7092608916787211,0.0029340069255459067
ETH,0.11351542287346775,0.11390971202319002,0.00039428914972226836
XRP,0.07224507294842047,0.072435314146937,0.00019024119851653032
XTZ,0.019779538792761796,0.019852758964352003,7.322017159020616e-05
BCH,0.01805164305665208,0.018051792211339002,1.4915468692089373e-07
LINK,0.015389222001839738,0.0,0.015389222001839738
BSV,0.014424917206983981,0.014361225258822,6.369194816198062e-05
LTC,0.013839639337894684,0.013896719797260001,5.708045936531764e-05
XLM,0.013324147338057585,0.013367221377800002,4.307403974241654e-05
EOS,0.013103511690746722,0.013069348016099,3.416367464772162e-05
ADA,0.0,0.011795016525474001,0.011795016525474001
Application Index,New Weight,Old Weight,Turnover
LINK,0.25,0.25509800630635304,0.005098006306353042
BNB,0.17389661331849984,0.172443276200615,0.0014533371178848398
TRX,0.17240960613055492,0.17276867795539003,0.00035907182483510547
ICX,0.1373416579567764,0.138739253490778,0.0013975955340016222
BAT,0.03318042869061809,0.033364901569967,0.00018447287934891116
THETA,0.026775217259248432,0.027091030182773004,0.00031581292352457144
OMG,0.02424865179007453,0.024396395606836003,0.00014774381676147322
SC,0.021997428470053683,0.021874489203838002,0.00012293926621568044
NMR,0.021088861875654563,0.02101837662606,7.048524959456237e-05
SNT,0.01998333294058393,0.020211392481347002,0.00022805954076307242
REP,0.014402738532766468,0.014489871314647,8.713278188053272e-05
KNC,0.012608756528815471,0.012705731787459,9.697525864352935e-05
MCO,0.01207805603277905,0.012136394640242002,5.833860746295126e-05
GAS,0.010546561140854548,0.010615556019378001,6.899487852345294e-05
DGD,0.009226605559171154,0.0,0.009226605559171154
RCN,0.008109106185742659,0.008170646640317001,6.154045457434226e-05
STEEM,0.0077018245533644406,0.007821431413735001,0.00011960686037056079
AE,0.006600448521519437,0.006608564654554,8.116133034563253e-06
MAID,0.006429579767261426,0.006508622702511,7.904293524957449e-05
IOST,0.006056990631749296,0.006120741932355,6.37513006057043e-05
STORJ,0.005696911966380722,0.00573971044981,4.279848342927852e-05
