,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.65,0.0,0.0,0.0,-0.0035915424765695244,-0.0035915424765695244
ETH,135135633.79999998,0.0,0.0,0.0,-0.023126732412232454,-0.023126732412232454
XRP,100000000000.0,0.0,0.0,0.0,-17.113718833375874,-17.113718833375874
BCH,20982433.29,0.0,0.0,0.0,-0.0035908746376512586,-0.0035908746376512586
XTZ,1923800541.46,0.0,0.0,0.0,-0.3292338155804271,-0.3292338155804271
LTC,83880542.21,0.0,0.0,0.0,-0.01435508014973057,-0.01435508014973057
EOS,1366411730.19,0.0,0.0,0.0,-0.23384386161098317,-0.23384386161098317
BSV,20982141.46,0.0,0.0,0.0,-0.003590824694685588,-0.003590824694685588
XLM,50000000000.0,0.0,0.0,0.0,-8.556859416687937,-8.556859416687937
ADA,42014022058.74,0.0,0.0,0.0,-7.190161605725281,-7.190161605725281
LINK,1000000000.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
BNB,100000000.0,0.0,0.0,0.0,-0.017113718833375872,-0.017113718833375872
TRX,104145119673.46,0.0,0.0,0.0,-17.82310295959877,-17.82310295959877
ETC,194571423.67,0.0,0.0,0.0,-0.03329840637698036,-0.03329840637698036
DASH,17600805.03,0.0,0.0,0.0,-0.003012152285244878,-0.003012152285244878
XMR,22466083.47,0.0,0.0,0.0,-0.003844782357927334,-0.003844782357927334
ICX,4105532970.53,0.0,0.0,0.0,-0.7026093691880486,-0.7026093691880486
NEO,100000000.0,0.0,0.0,0.0,-0.017113718833375875,-0.017113718833375875
ZEC,20924230.74,0.0,0.0,0.0,-0.0035809140168904033,-0.0035809140168904033
ONT,1000000000.0,0.0,0.0,0.0,-0.17113718833375877,-0.17113718833375877
DOGE,280666706295.71,0.0,0.0,0.0,-48.032510974344675,-48.032510974344675
IOT,2779530283.28,,,,-0.47568099756907517,
RVN,20754957265.63,0.0,0.0,0.0,-3.5519450304272357,-3.5519450304272357
VET,86716263400.0,0.0,0.0,0.0,-14.840377501085632,-14.840377501085632
XEM,8999999999.0,0.0,0.0,0.0,-1.5402346948326915,-1.5402346948326915
DCR,20619744.270000003,0.0,0.0,0.0,-0.0035288050585289333,-0.0035288050585289333
BAT,1500000000.0,0.0,0.0,0.0,-0.2567057825006381,-0.2567057825006381
LSK,231538505.47,0.0,0.0,0.0,-0.03962484881713642,-0.03962484881713642
ZRX,1000000000.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
QTUM,107823401.54,0.0,0.0,0.0,-0.01845259377613747,-0.01845259377613747
ZEN,20865535.36,0.0,0.0,0.0,-0.0035708690545890225,-0.0035708690545890225
SC,91002491209.17,0.0,0.0,0.0,-15.57391047690495,-15.57391047690495
BTG,20983114.73,0.0,0.0,0.0,-0.003590991257376877,-0.003590991257376877
MONA,105082725.0,0.0,0.0,0.0,-0.01798356209894958,-0.01798356209894958
KNC,178212585.95999998,0.0,0.0,0.0,-0.03049880088688269,-0.03049880088688269
REP,11000000.0,0.0,0.0,0.0,-0.0018825090716713465,-0.0018825090716713465
BCD,210000000.0,0.0,0.0,0.0,-0.03593880955008934,-0.03593880955008934
ZIL,20999982720.4,0.0,0.0,0.0,-3.5938779978267745,-3.5938779978267745
AION,901012592.0,0.0,0.0,0.0,-0.15419676164819213,-0.15419676164819213
OMG,140245398.25,0.0,0.0,0.0,-0.024001203133253247,-0.024001203133253247
KMD,200000000.0,0.0,0.0,0.0,-0.03422743766675175,-0.03422743766675175
DGB,21000000000.0,0.0,0.0,0.0,-3.5938809550089332,-3.5938809550089332
