,New Weight,Old Weight,Turnover
10 Index,,,0.0001825884337609547
20 Index,,,0.0006499166297148596
40 Index,,,0.05783605296080445
Total Index,,,0.0016599078869005072
ETH Index,,,0.00416514088944742
Currency Index,,,0.001996067546067384
Platform Index,,,0.018192878602247796
Application Index,,,0.008357482509936811
20 Index,New Weight,Old Weight,Turnover
XMR,0.13040880341714567,0.13033869628682102,7.010713032465365e-05
TRX,0.11278902373339718,0.112909543261101,0.00012051952770382457
ETC,0.0749185598944449,0.074842459308295,7.6100586149902e-05
ONT,0.06533696626168786,0.065364296181998,2.7329920310140143e-05
NEO,0.07804689260856222,0.07813188828367501,8.499567511278949e-05
IOT,0.10122757400421983,0.101337812310739,0.00011023830651916977
DOGE,0.028896906426455825,0.028896855328927003,5.109752882273555e-08
BNB,0.10248198801868658,0.102594617624887,0.00011262960620042617
VET,0.04275319721546659,0.042798880695699,4.5683480232414087e-05
MAID,0.008207706019520178,0.008219175957720001,1.1469938199823448e-05
XEM,0.0628095040211145,0.06284306278537301,3.355876425850668e-05
DCR,0.02656789176652181,0.026441471162099002,0.00012642060442280903
ZRX,0.02927865037834332,0.029262455493105,1.6194885238317303e-05
ZIL,0.02022418444259876,0.019936214501619,0.0002879699409797584
MANA,0.0072481927962045785,0.007255937776554,7.744980349421934e-06
LSK,0.02292810378372306,0.022897055502964003,3.104828075905716e-05
SC,0.01709290426754213,0.017071156893674,2.1747373868129943e-05
STEEM,0.016172221656016308,0.016151944925568002,2.0276730448305635e-05
ICX,0.01779779954273409,0.017855614933912002,5.7815391177912234e-05
OMG,0.034812929745614465,0.03485086078526,3.793103964553485e-05
Application Index,New Weight,Old Weight,Turnover
TRX,0.2440942026561096,0.24509515648940502,0.0010009538332954315
BNB,0.2217880634481206,0.22270432715854702,0.0009162637104264126
MAID,0.017762840657315666,0.017841540753672003,7.87000963563371e-05
MANA,0.015686294487922196,0.015750619066003002,6.432457808080647e-05
SC,0.03699188715495092,0.037056724785741006,6.483763079008498e-05
STEEM,0.034999376886478785,0.035061371738843,6.199485236421665e-05
ICX,0.03851739774506602,0.038759564604045005,0.00024216685897898715
OMG,0.07534096889130841,0.075651507669295,0.0003105387779865909
GAS,0.008270962518399656,0.0,0.008270962518399656
BAT,0.04445084428145011,0.044633123264287006,0.0001822789828368962
RDD,0.012167613160606579,0.012217508729213001,4.989556860642182e-05
AE,0.04399070120442819,0.044172224832332005,0.00018152362790381515
POLY,0.01202280663594628,0.012036472464169001,1.3665828222720819e-05
SNT,0.02038118514437728,0.020464761997802002,8.357685342472165e-05
QASH,0.012710178399756264,0.012762298858385,5.212045862873667e-05
DGD,0.01274108474582735,0.012813905198992,7.282045316465112e-05
GNO,0.0034974327146445805,0.0035118192893000004,1.438657465541995e-05
PPT,0.020004552368271814,0.02008706394628,8.251157800818684e-05
REP,0.026352660624673185,0.026450237284408002,9.757665973481738e-05
FUN,0.010312459639881696,0.010354747805249,4.228816536730462e-05
LRC,0.013081363245192176,0.013135005816554001,5.3642571361825486e-05
CVC,0.00943517289758518,0.009474575798408,3.940290082282e-05
GNT,0.025907585492434156,0.026012271688529,0.00010468619609484489
GXS,0.01241831558126216,0.012469627682008001,5.131210074584176e-05
STORJ,0.00677179807259504,0.006799786889056,2.7988816460960096e-05
BNT,0.012686360489061205,0.012599840497517,8.651999154420456e-05
ENG,0.007615890856335094,0.0076473635078220005,3.147265148690636e-05
ETHOS,0.0,0.004436552184124001,0.004436552184124001
40 Index,New Weight,Old Weight,Turnover
BTG,0.09446920477247224,0.09951268421840201,0.005043479445929769
GAS,0.009395335657466352,0.0,0.009395335657466352
DGB,0.04105395342796055,0.043093465288151,0.0020395118601904474
BAT,0.05049359144754046,0.053188089310525,0.002694497862984542
QTUM,0.06355767592413533,0.066934303453634,0.003376627529498674
RDD,0.01382170570109455,0.014559275666049,0.0007375699649544501
BCD,0.04844071730334911,0.0,0.04844071730334911
BTS,0.0468683918903764,0.049343516490145005,0.002475124599768605
AE,0.0499708954917236,0.052638849078852,0.002667953587128402
ELF,0.01435342689358396,0.015136249250007,0.0007828223564230411
ZEN,0.013995513465298202,0.014553483926605002,0.0005579704613067997
POLY,0.01365721385367678,0.014343539631253002,0.0006863257775762219
NANO,0.045174779895944234,0.047579794577719006,0.0024050146817747725
SNT,0.023151849026326173,0.024387304971075,0.0012354559447488277
BCN,0.04314415726433764,0.04542996588966,0.0022858086253223636
XVG,0.036618217337577,0.038572281319437005,0.001954063981860002
HC,0.014079905351817272,0.014831673495107,0.0007517681432897289
WAN,0.01887378840094081,0.019930095855231002,0.0010563074542901917
XZC,0.01093121727894318,0.011514874825407001,0.0005836575464638217
QASH,0.014438028472059198,0.015208487370870001,0.0007704588988108035
DGD,0.014473136295923431,0.015269985255232002,0.0007968489593085711
GNO,0.003972881538320349,0.004184940338943,0.00021205880062265085
