,New Weight,Old Weight,Turnover
10,,,0.0007581820320894778
20,,,0.002752845065615863
40,,,0.0026639389600392033
Total,,,0.0009692193299965692
ETH,,,0.0029279508709641453
Currency,,,0.5238520962066003
Platform,,,0.016344483916940933
Application,,,0.008098970306866102
10,New Weight,Old Weight,Turnover
BTC,0.5699283277493318,0.5693075948895441,0.0006207328597876982
ETH,0.1914038770204273,0.19163773045521001,0.00023385343478271592
XRP,0.07181698438947329,0.07202280422273301,0.00020581983325972109
XLM,0.022431799739291807,0.022541758400397002,0.00010995866110519517
BCH,0.059637779052011855,0.059533259753054006,0.0001045192989578489
EOS,0.03155732960347334,0.031657504737249,0.00010017513377565818
LTC,0.020152026737124722,0.020179636667239,2.760993011427862e-05
ADA,0.01805493350758458,0.018090898992878003,3.596548529342242e-05
ETC,0.006821599644400919,0.006866399198157001,4.479955375608167e-05
DASH,0.008195342556880337,0.008162412683534001,3.292987334633547e-05
20,New Weight,Old Weight,Turnover
ONT,0.02420737419441398,0.024404521504949,0.00019714731053501952
TRX,0.1204055562613778,0.12095412348904401,0.0005485672276662051
ZEC,0.04418882256035122,0.044057025769507006,0.00013179679084421303
NEO,0.10630363480965083,0.10641783211624001,0.00011419730658918104
XMR,0.11332536300998454,0.11279782229976601,0.0005275407102185298
IOT,0.12972132819107904,0.129813541601212,9.221341013296303e-05
VEN,0.05426682825137638,0.054905890274876,0.0006390620234996217
DCR,0.022266626863766074,0.021988426134613003,0.00027820072915307054
BNB,0.06679830180449961,0.067594699831017,0.0007963980265173892
XEM,0.07637719694965638,0.07569613714732801,0.0006810598023283682
ZIL,0.027422314937965268,0.027289979965421002,0.00013233497254426518
MAID,0.010312587922181265,0.01026923409239,4.335382979126466e-05
ICX,0.025124232212508608,0.025180290223227,5.605801071839264e-05
LSK,0.0253484154747901,0.025404973690554004,5.655821576390496e-05
OMG,0.03515893330439582,0.034706406833932,0.00045252647046381544
SC,0.01809510632695492,0.017868045061108,0.0002270612658469215
QTUM,0.034650675336996464,0.034560220996888005,9.045434010845899e-05
STEEM,0.01791641474580729,0.017956390437855,3.9975692047711925e-05
DOGE,0.019711045812955602,0.019923713655096,0.0002126678421403988
