,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17556200.0,51350.0,0.2933472723273933,5.135000000000001,-4.929259746537576,0.20574025346242486
XRP,21821174210.0,0.0,0.0,0.0,-6126.737884937336,-6126.737884937336
ETH,104993521.0,399615.0,0.3820633680130525,39.9615,-29.479063619265425,10.482436380734576
XLM,19178623630.0,11800348.0,0.061566529968914985,1180.0348000000001,-5384.788134867075,-4204.753334867075
EOS,906245118.0,0.0,0.0,0.0,-254.44672427140242,-254.44672427140242
LTC,60616861.0,406086.0,0.6744407458631807,40.6086,-17.01941495817793,23.589185041822073
BCH,17640138.0,50413.0,0.2866048218491235,5.041300000000001,-4.9528270449623415,0.08847295503765906
TRX,66682072191.0,21181949.0,0.03177567674703674,2118.1949,-18722.34619489462,-16604.151294894622
ADA,25927070538.0,0.0,0.0,0.0,-7279.551676820935,-7279.551676820935
BSV,17638686.0,50025.0,0.2844161929097311,5.0025,-4.95241936646973,0.05008063353027037
DASH,8649295.0,57375.0,0.6677785640462286,5.737500000000001,-2.4284652532682878,3.309034746731713
XMR,16815461.0,64252.0,0.38356634437550774,6.4252,-4.721282226607835,1.703917773392165
ZEC,5966356.0,200450.0,3.4764701332279824,20.045,-1.6751756339249348,18.36982436607507
ONT,537500000.0,0.0,0.0,0.0,-150.91404254701737,-150.91404254701737
BNB,144443333.0,0.0,0.0,0.0,-40.55539963161861,-40.55539963161861
ETC,108522867.0,683014.0,0.6333595428769767,68.3014,-30.469999195836863,37.83140080416314
NEO,65000000.0,0.0,0.0,0.0,-18.25007026149978,-18.25007026149978
XTZ,785312964.0,2829314.0,0.3615812292052434,282.9314,-220.49256569640994,62.438834303590056
IOT,2779530283.0,0.0,0.0,0.0,-780.4095839802517,-780.4095839802517
DOGE,118404131673.0,388826465.0,0.3294712192750682,38882.6465,-33244.36495821725,5638.281541782751
MAID,452552412.0,0.0,0.0,0.0,-127.0632817847876,-127.0632817847876
LINK,350000000.0,0.0,0.0,0.0,-98.26960910038342,-98.26960910038342
VET,55454734800.0,0.0,0.0,0.0,-15570.043175889798,-15570.043175889798
XEM,8999999999.0,0.0,0.0,0.0,-2526.9328051576604,-2526.9328051576604
ZIL,8279187391.0,40746500.0,0.4945899417025945,4074.65,-2324.5500245211238,1750.0999754788763
DCR,9370033.0,149133.0,1.61733670249109,14.913300000000001,-2.6308270861934084,12.282472913806593
MANA,1050141509.0,0.0,0.0,0.0,-294.84855882719086,-294.84855882719086
LSK,114878273.0,724314.0,0.6345062460777262,72.4314,-32.25440851953466,40.17699148046534
BTG,17413924.0,0.0,0.0,0.0,-4.889312869667957,-4.889312869667957
ZRX,584285404.0,350988.0,0.06010743507880445,35.098800000000004,-164.04999501182743,-128.95119501182742
HOT,133214575156.0,,,,-37402.6977915822,
WAVES,100000000.0,0.0,0.0,0.0,-28.077031171538113,-28.077031171538113
GAS,10128375.0,0.0,0.0,0.0,-2.8437470059202736,-2.8437470059202736
SC,39565441104.0,426866505.0,1.0906541931419822,42686.6505,-11108.801231926638,31577.849268073365
HC,43529781.0,0.0,0.0,0.0,-12.221870180272278,-12.221870180272278
RVN,2972860000.0,,,,-834.6908288861881,
DGB,11476387786.0,114169524.0,1.004817205297237,11416.9524,-3222.228976041813,8194.723423958187
QTUM,89280032.0,67060.0,0.07516844075097229,6.706,-25.067182414599205,-18.361182414599206
STEEM,313694525.0,3837523.0,1.2384819369032796,383.7523,-88.07610956765843,295.67619043234157
ICX,400230000.0,0.0,0.0,0.0,-112.37270185784703,-112.37270185784703
BAT,1239066787.0,9117698.0,0.7413069436404962,911.7698,-347.89316802216587,563.8766319778342
KMD,111855741.0,284341.0,0.2548511536110576,28.4341,-31.40577126772494,-2.9716712677249397
OMG,140245398.0,0.0,0.0,0.0,-39.376744113107705,-39.376744113107705
RDD,28808713174.0,0.0,0.0,0.0,-8088.631377982991,-8088.631377982991
BTS,2693840000.0,7440000.0,0.2769505658129834,744.0,-756.3502965113624,-12.350296511362444
