,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
WAN,209675017.96,0.0,0.0,0.0,-23.833556275601996,-23.833556275601996
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.65,0.0,0.0,0.0,-0.038371199445589484,-0.038371199445589484
ETH,135135633.79999998,0.0,0.0,0.0,-0.24708059773865013,-0.24708059773865013
XRP,100000000000.0,0.0,0.0,0.0,-182.8389676288699,-182.8389676288699
ATOM,2192096427.8,,,,-4.0080064780188565,
LINK,1000000000.0,0.0,0.0,0.0,-1.8283896762886993,-1.8283896762886993
BCH,20982433.29,0.0,0.0,0.0,-0.03836406441085232,-0.03836406441085232
ADA,42014022058.74,0.0,0.0,0.0,-76.81800419156589,-76.81800419156589
XTZ,1923800541.46,0.0,0.0,0.0,-3.517457049244074,-3.517457049244074
LTC,83880542.21,0.0,0.0,0.0,-0.15336631741826245,-0.15336631741826245
XLM,50000000000.0,0.0,0.0,0.0,-91.41948381443497,-91.41948381443497
BSV,20982141.46,0.0,0.0,0.0,-0.03836353083189309,-0.03836353083189309
EOS,1366411730.19,0.0,0.0,0.0,-2.4983331010391754,-2.4983331010391754
TRX,104145119673.46,0.0,0.0,0.0,-190.41786164680533,-190.41786164680533
BNB,100000000.0,0.0,0.0,0.0,-0.1828389676288699,-0.1828389676288699
XMR,22466083.47,0.0,0.0,0.0,-0.04107675508318819,-0.04107675508318819
ICX,4105532970.53,0.0,0.0,0.0,-7.506514098979928,-7.506514098979928
ZEC,20924230.74,0.0,0.0,0.0,-0.03825764746929865,-0.03825764746929865
VET,86716263400.0,0.0,0.0,0.0,-158.5511207668916,-158.5511207668916
DASH,17600805.03,0.0,0.0,0.0,-0.03218113021122221,-0.03218113021122221
ETC,194571423.67,0.0,0.0,0.0,-0.3557523823390226,-0.3557523823390226
NEO,100000000.0,0.0,0.0,0.0,-0.18283896762886992,-0.18283896762886992
DOGE,280666706295.71,0.0,0.0,0.0,-513.1681082690286,-513.1681082690286
IOT,2779530283.28,,,,-5.082064474880955,
ONT,1000000000.0,0.0,0.0,0.0,-1.828389676288699,-1.828389676288699
DGB,21000000000.0,0.0,0.0,0.0,-38.39618320206268,-38.39618320206268
XEM,8999999999.0,0.0,0.0,0.0,-16.455507084769902,-16.455507084769902
RVN,20754957265.63,0.0,0.0,0.0,-37.94814959629102,-37.94814959629102
ZIL,21002615139.56,0.0,0.0,0.0,-38.400964696236244,-38.400964696236244
ZRX,1000000000.0,0.0,0.0,0.0,-1.8283896762886989,-1.8283896762886989
BAT,1500000000.0,0.0,0.0,0.0,-2.7425845144330485,-2.7425845144330485
DCR,20619744.270000003,0.0,0.0,0.0,-0.037700927550981055,-0.037700927550981055
WAVES,194428800.0,0.0,0.0,0.0,-0.3554916106932001,-0.3554916106932001
GNO,10000000.0,,,,-0.01828389676288699,
LSK,231538505.47,0.0,0.0,0.0,-0.4233426130646625,-0.4233426130646625
SC,91002491209.17,0.0,0.0,0.0,-166.38801544339952,-166.38801544339952
KNC,178212585.95999998,0.0,0.0,0.0,-0.32584205235397634,-0.32584205235397634
QTUM,107823401.54,0.0,0.0,0.0,-0.19714319423806703,-0.19714319423806703
THETA,1000000000.0,0.0,0.0,0.0,-1.828389676288699,-1.828389676288699
REP,11000000.0,0.0,0.0,0.0,-0.02011228643917569,-0.02011228643917569
OMG,140245398.25,0.0,0.0,0.0,-0.2564232383072972,-0.2564232383072972
BTG,20983114.73,0.0,0.0,0.0,-0.038365310348713336,-0.038365310348713336
MONA,105082725.0,0.0,0.0,0.0,-0.1921321695462844,-0.1921321695462844
BCD,210000000.0,0.0,0.0,0.0,-0.38396183202062684,-0.38396183202062684
SNT,6804870174.89,0.0,0.0,0.0,-12.44195437625375,-12.44195437625375
NMR,9248182.0,0.0,0.0,0.0,-0.016909280493238973,-0.016909280493238973
ZEN,20865535.36,0.0,0.0,0.0,-0.0381503294424608,-0.0381503294424608
ARK,381936707.22,0.0,0.0,0.0,-0.6983291324767475,-0.6983291324767475
KMD,200000000.0,0.0,0.0,0.0,-0.36567793525773984,-0.36567793525773984
HOT,165863903161.35352,605810272.8464355,0.36658433015752667,60581.027284643555,-303.2638482091673,60277.76343643439
NANO,133248289.0,0.0,0.0,0.0,-0.24362979599073303,-0.24362979599073303
DGD,2000000.0,0.0,0.0,0.0,-0.003656779352577398,-0.003656779352577398
LRC,1112335467.1422925,42387659.18302214,3.9616567151877113,4238.765918302214,-2.033782684692735,4236.732135617522
XZC,21347303.34,0.0,0.0,0.0,-0.039031189043459265,-0.039031189043459265
BNT,69148553.44743527,,,,-0.12643050125358798,
NULS,250401085.34,0.0,0.0,0.0,-0.45783075936714157,-0.45783075936714157
XVG,16500000000.0,0.0,0.0,0.0,-30.168429658763536,-30.168429658763536
GAS,60464204.03,0.0,0.0,0.0,-0.11055212643346556,-0.11055212643346556
BTS,3527780933.67,0.0,0.0,0.0,-6.450158239330336,-6.450158239330336
AION,901012592.0,0.0,0.0,0.0,-1.6474021214189218,-1.6474021214189218
MCO,22111377.4,0.0,0.0,0.0,-0.040428214166683255,-0.040428214166683255
IOST,15075306861.80426,65767579.13496971,0.4381718712106464,6576.757913496971,-27.563535433007093,6549.194378063964
AE,503616445.26,0.0,0.0,0.0,-0.9208071093225967,-0.9208071093225967
STEEM,372867728.59668887,2991633.3345982432,0.8088204057843829,299.16333345982434,-0.6817475055874025,298.48158595423695
STORJ,425000000.0,0.0,0.0,0.0,-0.777065612422697,-0.777065612422697
PIVX,175458680.4,0.0,0.0,0.0,-0.3208068398585983,-0.3208068398585983
MANA,1440736839.6586688,28760463.22491336,2.03689408016543,2876.046322491336,-2.6342283638807165,2873.4120941274555
GNT,1000000000.0,0.0,0.0,0.0,-1.8283896762886993,-1.8283896762886993
ELF,544480190.485033,-12.167729258537292,-2.2347422690138785e-06,-0.0012167729258537293,-0.9955219592265389,-0.9967387321523926
ARDR,998999495.0,0.0,0.0,0.0,-1.8265603632756238,-1.8265603632756238
WAN,209675017.96,0.0,0.0,0.0,-0.38336763821371156,-0.38336763821371156
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,1000000000.0,0.0,0.0,0.0,-35.893354600676275,-35.893354600676275
TRX,104145119673.46,0.0,0.0,0.0,-3738.1177103693676,-3738.1177103693676
BNB,100000000.0,0.0,0.0,0.0,-3.5893354600676277,-3.5893354600676277
VET,86716263400.0,0.0,0.0,0.0,-3112.537591861846,-3112.537591861846
ZIL,21002615139.56,0.0,0.0,0.0,-753.8543127457592,-753.8543127457592
ZRX,1000000000.0,0.0,0.0,0.0,-35.893354600676275,-35.893354600676275
BAT,1500000000.0,0.0,0.0,0.0,-53.84003190101442,-53.84003190101442
GNO,10000000.0,,,,-0.3589335460067628,
KNC,178212585.95999998,0.0,0.0,0.0,-6.396647542165782,-6.396647542165782
REP,11000000.0,0.0,0.0,0.0,-0.39482690060743914,-0.39482690060743914
OMG,140245398.25,0.0,0.0,0.0,-5.033877810500315,-5.033877810500315
SNT,6804870174.89,0.0,0.0,0.0,-244.24961819889282,-244.24961819889282
NMR,9248182.0,0.0,0.0,0.0,-0.3319482759375915,-0.3319482759375915
DGD,2000000.0,0.0,0.0,0.0,-0.07178670920135255,-0.07178670920135255
LRC,1112335467.1422925,42387659.18302214,3.9616567151877113,4238.765918302214,-39.9254513570472,4198.8404669451675
BNT,69148553.44743527,,,,-2.4819735490126105,
AION,901012592.0,0.0,0.0,0.0,-32.340364464330456,-32.340364464330456
MCO,22111377.4,0.0,0.0,0.0,-0.7936515097275794,-0.7936515097275794
IOST,15075306861.80426,65767579.13496971,0.4381718712106464,6576.757913496971,-541.1033349047486,6035.654578592223
AE,503616445.26,0.0,0.0,0.0,-18.076483652449255,-18.076483652449255
MANA,1440736839.6586688,28760463.22491336,2.03689408016543,2876.046322491336,-51.71287827212628,2824.33344421921
GNT,1000000000.0,0.0,0.0,0.0,-35.89335460067628,-35.89335460067628
Currency Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.650000002,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,-3.162087205982478e-13,5.632030924794365e-14
BCH,20982433.290000003,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-3.161499223266727e-13,-6.886789521728642e-13
LTC,83880542.21000001,0.0,0.0,0.0,-1.2638585114458233e-12,-1.2638585114458233e-12
XLM,50000000000.00001,-7.62939453125e-06,-1.1102230246251565e-14,-7.62939453125e-10,-7.53368110259515e-10,-1.516307563384515e-09
BSV,20982141.460000005,0.0,0.0,0.0,-3.161455252183604e-13,-3.161455252183604e-13
XMR,22466083.470000003,-3.725290298461914e-09,-1.1102230246251565e-14,-3.725290298461914e-13,-3.3850461697452857e-13,-7.110336468207199e-13
ZEC,20924230.740000002,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,-3.1527296342455697e-13,5.725606642163446e-14
DASH,17600805.030000005,0.0,0.0,0.0,-2.651977044899453e-13,-2.651977044899453e-13
DOGE,280666706295.7101,0.0,0.0,0.0,-4.228906922695227e-09,-4.228906922695227e-09
IOT,2779530283.2800007,,,,-4.1880189538474966e-11,
DGB,21000000000.000004,0.0,0.0,0.0,-3.1641460630899635e-10,-3.1641460630899635e-10
BTG,20983114.730000004,0.0,0.0,0.0,-3.1616018982997386e-13,-3.1616018982997386e-13
MONA,105082725.00000003,-1.4901161193847656e-08,-1.1102230246251565e-14,-1.4901161193847657e-12,-1.5833194790834058e-12,-3.0734355984681715e-12
BCD,210000000.00000006,-2.9802322387695312e-08,-1.1102230246251565e-14,-2.9802322387695314e-12,-3.164146063089963e-12,-6.144378301859494e-12
ZEN,20865535.360000003,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-3.143885788743258e-13,-6.869176087205172e-13
NANO,133248289.00000003,-2.9802322387695312e-08,-2.220446049250313e-14,-2.9802322387695314e-12,-2.007700233584874e-12,-4.987932472354405e-12
XZC,21347303.340000004,0.0,0.0,0.0,-3.2164755152784863e-13,-3.2164755152784863e-13
XVG,16500000000.000004,0.0,0.0,0.0,-2.4861147638563996e-10,-2.4861147638563996e-10
PIVX,175458680.40000004,0.0,0.0,0.0,-2.6436994896315235e-12,-2.6436994896315235e-12
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
ETH,75726057.699865,2402971.176983282,3.2772368034907906,240.2971176983282,161.34317876626028,401.64029646458846
XRP,103141448648.68216,8828523565.93016,9.360884055058039,882852.3565930161,219754.8597273016,1102607.2163203177
ATOM,3518826011.901387,,,,7497.268331804158,
ADA,67442304001.775154,-9177817500.924492,-11.97833848462524,-917781.7500924492,143693.6774669346,-774088.0726255146
XTZ,3088148541.801762,-420247560.517159,-11.978338484625228,-42024.7560517159,6579.659860433697,-35445.0961912822
EOS,2193409504.337021,-298487906.56779146,-11.978338484625251,-29848.790656779147,4673.314213298776,-25175.476443480373
VET,139199826904.08005,-18942867186.92621,-11.978338484625262,-1894286.718692621,296581.4309973978,-1597705.2876952232
ETC,312332513.34194857,-42503453.129092574,-11.978338484625228,-4250.345312909258,665.4607682651782,-3584.8845446440796
NEO,160523322.20772335,-21844653.40664822,-11.978338484625228,-2184.465340664822,342.01361932460514,-1842.451721340217
ONT,1605233222.0772333,-218446534.06648278,-11.978338484625262,-21844.653406648278,3420.136193246051,-18424.51721340223
XEM,14447098997.089867,-1966018806.3798923,-11.978338484625228,-196601.88063798923,30781.22573579432,-165820.65490219492
RVN,33316546925.58253,-4533848479.374828,-11.978338484625228,-453384.8479374829,70984.78053345624,-382400.06740402663
ZIL,33714095572.52398,-4587948483.569122,-11.978338484625262,-458794.84835691226,71831.80419162661,-386963.04416528565
ZRX,1605233222.077233,-218446534.06648302,-11.978338484625272,-21844.653406648304,3420.1361932460504,-18424.517213402254
DCR,33099498.53294067,-4504311.669118717,-11.978338484625251,-450.43116691187174,70.52233367330487,-379.9088332385669
WAVES,312103569.08860993,-42472297.482705414,-11.978338484625272,-4247.229748270542,664.9729758893976,-3582.256772381144
LSK,371673301.1705552,-50578784.022854865,-11.978338484625262,-5057.878402285487,791.8932226880455,-4265.985179597442
QTUM,173081706.26938152,-23553648.35767165,-11.978338484625251,-2355.364835767165,368.77071808585595,-1986.594117681309
ARK,613097491.1603296,-83432749.9249736,-11.978338484625207,-8343.274992497361,1306.2755558923425,-7036.999436605019
KMD,321046644.41544664,-43689306.81329656,-11.978338484625262,-4368.930681329656,684.0272386492101,-3684.903442680446
HOT,266250247698.00568,-35127590841.682495,-11.655664866365601,-3512759.0841682497,567277.1383552032,-2945481.945813047
NULS,401952141.0319644,-54699249.219008446,-11.978338484625228,-5469.924921900845,856.4058147994269,-4613.519107101418
BTS,5662911154.937725,-770631517.9060316,-11.978338484625251,-77063.15179060317,12065.491253088112,-64997.660537515054
AION,1446335346.1883194,-196823077.872658,-11.978338484625262,-19682.307787265803,3081.5857764696366,-16600.722010796166
ELF,874017690.5295154,-118939832.66935492,-11.9783404516825,-11893.983266935493,1862.1964059833654,-10031.786860952128
ARDR,1603627178.2123787,-218227977.21691608,-11.978338484625228,-21822.797721691608,3416.714329884027,-18406.08339180758
WAN,336577304.6690326,-45802780.953689575,-11.978338484625262,-4580.278095368958,717.1171177445118,-3863.1609776244463
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,543898641.9282691,-95023913.34842563,-14.872524465390669,-9502.391334842563,-2013.1107168241758,-11515.50205166674
TRX,144550827409.93997,16233508681.746323,12.651066000009493,1623350.8681746323,-535020.309580272,1088330.5585943605
BNB,138797504.73490196,15587392.604324982,12.65106600000947,1558.7392604324982,-513.7257619538889,1045.0134984786093
ICX,5698377319.164339,639945542.6165171,12.65106600000947,63994.55426165171,-21091.180535123374,42903.37372652834
BAT,2081962571.0235298,233810889.06487513,12.651066000009514,23381.088906487515,-7705.886429308334,15675.20247717918
GNO,13879750.473490197,,,,-51.372576195388895,
SC,126309187044.92648,14184915584.48964,12.65106600000947,1418491.558448964,-467503.24136132945,950988.3170876346
KNC,247354622.43602225,27778695.443905354,12.651066000009493,2777.8695443905353,-915.5239651207391,1862.3455792697962
THETA,1387975047.3490198,155873926.04325032,12.651066000009536,15587.392604325032,-5137.25761953889,10450.134984786142
REP,15267725.52083922,1714613.18647575,12.651066000009493,171.461318647575,-56.509833814927795,114.95148483264722
OMG,194657113.27652586,21860600.834726572,12.651066000009447,2186.0600834726574,-720.4767407650785,1465.583342707579
SNT,9444990003.19688,1060701830.3747206,12.651066000009493,106070.18303747206,-34958.37115592659,71111.81188154547
NMR,12836245.849342352,1441550.437102517,12.651066000009514,144.15504371025173,-47.510293446382406,96.64475026386933
DGD,2775950.0946980393,311747.85208649933,12.65106600000947,31.174785208649936,-10.274515239077779,20.900269969572157
LRC,1543893872.6748178,225609978.7495501,17.113914520929406,22560.99787495501,-5714.353854060093,16846.644020894917
BNT,95976466.7453202,,,,-355.233933077929,
GAS,83922806.45146005,9424792.867236197,12.651066000009493,942.4792867236198,-310.6201928624715,631.8590938611483
MCO,30690040.093717042,3446587.205561988,12.651066000009493,344.65872055619883,-113.59184202664999,231.06687852954883
IOST,20924149755.31377,2430879574.8539314,13.144671283840449,243087.95748539316,-77445.73504269084,165642.22244270233
AE,699007059.4554936,78500672.54262161,12.65106600000947,7850.067254262161,-2587.2074207370247,5262.859833525137
STEEM,517531103.25391066,61806351.53728908,13.562210809151187,6180.635153728908,-1915.5175798134985,4265.11757391541
STORJ,589889395.1233335,66246418.56838119,12.651066000009493,6624.64185683812,-2183.334488304028,4441.307368534091
MANA,1999706783.242718,260009106.5814302,14.945648894606922,26000.91065814302,-7401.436307286875,18599.474350856144
GNT,1387975047.3490198,155873926.04324985,12.651066000009493,15587.392604324985,-5137.25761953889,10450.134984786095
