,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
ETH,92477967.53238724,-1971864.662516266,-2.0877376028018646,-197.18646625162663,324.092807389927,126.90634113830035
XRP,70356774912.60663,6167995172.929932,9.609148511538601,616799.5172929931,246568.1860097347,863367.7033027278
EOS,2445700781.015472,-256509183.49802828,-9.492570409650225,-25650.91834980283,8571.058094215232,-17079.8602555876
XTZ,3443354870.872246,-361144811.0404854,-9.492570409650236,-36114.48110404854,12067.377524813535,-24047.103579235
ADA,75199681247.15508,-7887068191.559662,-9.492570409650225,-788706.8191559663,263540.3486963831,-525166.4704595832
ETC,348257755.9304488,-36525855.21254325,-9.492570409650225,-3652.585521254325,1220.483503546799,-2432.102017707526
NEO,178987103.73888522,-18772466.441162735,-9.492570409650236,-1877.2466441162735,627.2676020589653,-1249.979042057308
ONT,1789871037.3888521,-187724664.4116273,-9.492570409650236,-18772.46644116273,6272.6760205896535,-12499.790420573077
RVN,37148696891.99447,-3896217387.5680466,-9.492570409650213,-389621.73875680467,130189.12274848031,-259432.61600832437
VET,155210928330.24298,-16278781445.795197,-9.492570409650192,-1627878.1445795198,543943.0260243163,-1083935.1185552035
XEM,16108839334.709799,-1689521979.5169163,-9.492570409650213,-168952.19795169163,56454.08417903421,-112498.11377265742
DCR,36906683.06723775,-3870834.573339306,-9.492570409650192,-387.0834573339306,129.34097543311992,-257.7424819008107
LSK,414424064.98105335,-43465488.23772538,-9.492570409650213,-4346.548823772538,1452.3660311048354,-2894.1827926677024
QTUM,192989983.56919459,-20241111.8698166,-9.492570409650225,-2024.1111869816602,676.3412652983676,-1347.7699216832925
ZRX,1789871037.3888521,-187724664.41162682,-9.492570409650213,-18772.466441162684,6272.6760205896535,-12499.79042057303
KMD,357974207.47777045,-37544932.88232535,-9.492570409650213,-3754.493288232535,1254.535204117931,-2499.9580841146044
ZIL,37587260856.910324,-3942214708.8370514,-9.492570409650213,-394221.47088370513,131726.08804305017,-262495.38284065493
BTS,6314272919.428536,-662251491.8909359,-9.492570409650213,-66225.14918909359,22128.626868525185,-44096.5223205684
AION,1612696342.7434585,344869050.8173311,27.201579664166566,34486.90508173311,5651.760080087729,40138.665161820834
WAVES,177197232.70149636,-18584741.77675107,-9.492570409650225,-1858.4741776751073,620.9949260383758,-1237.4792516367315
NULS,448185650.3808003,-47006459.71375859,-9.492570409650213,-4700.645971375859,1570.6848835418416,-3129.9610878340172
ARK,683617450.3687438,-71698940.18935621,-9.492570409650213,-7169.894018935621,2395.7652247618653,-4774.1287941737555
ARDR,1788080262.4665897,-187536844.94625902,-9.492570409650192,-18753.684494625904,6266.4001768676735,-12487.28431775823
WAN,375291241.9105914,-39361172.382042885,-9.492570409650225,-3936.1172382042887,1315.223457274397,-2620.8937809298914
ELF,974549338.6218187,-102212362.63605082,-9.492570409650225,-10221.236263605082,3415.347887953183,-6805.888375651899
NAS,92988434.36846666,-9752782.335340187,-9.492570409650225,-975.2782335340188,325.88175922784984,-649.396474306169
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,1000000000.0,0.0,0.0,0.0,-314.35217087803886,-314.35217087803886
TRX,104145119673.46,0.0,0.0,0.0,-32738.24445570531,-32738.24445570531
BNB,100000000.0,0.0,0.0,0.0,-31.43521708780389,-31.43521708780389
VET,86716263400.0,0.0,0.0,0.0,-27259.445650221827,-27259.445650221827
BAT,1500000000.0,0.0,0.0,0.0,-471.5282563170583,-471.5282563170583
ZRX,1000000000.0,0.0,0.0,0.0,-314.35217087803886,-314.35217087803886
REP,11000000.0,0.0,0.0,0.0,-3.457873879658428,-3.457873879658428
OMG,140245398.25,0.0,0.0,0.0,-44.08644539554261,-44.08644539554261
ZIL,20999982720.4,0.0,0.0,0.0,-6601.390156559045,-6601.390156559045
MCO,22111377.4,0.0,0.0,0.0,-6.950759486793606,-6.950759486793606
AION,901012592.0,259917301.0,40.542693831766115,25991.7301,-283.23526428364875,25708.494835716352
AE,503616445.26,0.0,0.0,0.0,-158.31292285736203,-158.31292285736203
SNT,6804870174.89,0.0,0.0,0.0,-2139.1257120198916,-2139.1257120198916
IOST,12013965608.0,0.0,0.0,0.0,-3776.616169728898,-3776.616169728898
DGD,2000000.0,0.0,0.0,0.0,-0.6287043417560778,-0.6287043417560778
KNC,178212585.95999998,0.0,0.0,0.0,-56.02151327431511,-56.02151327431511
GNT,1000000000.0,0.0,0.0,0.0,-314.35217087803886,-314.35217087803886
FUN,11000000000.0,0.0,0.0,0.0,-3457.8738796584275,-3457.8738796584275
CVC,1000000000.0,0.0,0.0,0.0,-314.35217087803886,-314.35217087803886
NMR,9248182.0,,,,-2.9071860883752034,
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.65,0.0,0.0,0.0,-0.1943196646917375,-0.1943196646917375
ETH,135135633.79999998,0.0,0.0,0.0,-1.2512670856820796,-1.2512670856820796
XRP,100000000000.0,0.0,0.0,0.0,-925.9342265963309,-925.9342265963309
BCH,20982433.29,0.0,0.0,0.0,-0.19428353140485252,-0.19428353140485252
LTC,83880542.21,0.0,0.0,0.0,-0.7766786497769722,-0.7766786497769722
BSV,20982141.46,0.0,0.0,0.0,-0.19428082925099907,-0.19428082925099907
EOS,1366411730.19,0.0,0.0,0.0,-12.652073886056318,-12.652073886056318
XTZ,1923800541.46,0.0,0.0,0.0,-17.81312766482367,-17.81312766482367
XLM,50000000000.0,0.0,0.0,0.0,-462.9671132981653,-462.9671132981653
ADA,42014022058.74,0.0,0.0,0.0,-389.022210211606,-389.022210211606
LINK,1000000000.0,0.0,0.0,0.0,-9.259342265963307,-9.259342265963307
ETC,194571423.67,0.0,0.0,0.0,-1.8016034069362843,-1.8016034069362843
DASH,17600805.03,0.0,0.0,0.0,-0.16297187792925857,-0.16297187792925857
TRX,104145119673.46,0.0,0.0,0.0,-964.315308386275,-964.315308386275
BNB,100000000.0,0.0,0.0,0.0,-0.9259342265963308,-0.9259342265963308
XMR,22466083.47,0.0,0.0,0.0,-0.2080211562244306,-0.2080211562244306
ZEC,20924230.74,0.0,0.0,0.0,-0.19374461407365068,-0.19374461407365068
NEO,100000000.0,0.0,0.0,0.0,-0.9259342265963306,-0.9259342265963306
ICX,4105532970.53,0.0,0.0,0.0,-38.014534958334316,-38.014534958334316
IOT,2779530283.28,,,,-25.73662223149947,
ONT,1000000000.0,0.0,0.0,0.0,-9.259342265963307,-9.259342265963307
DOGE,280666706295.71,0.0,0.0,0.0,-2598.7890962525776,-2598.7890962525776
RVN,20754957265.63,0.0,0.0,0.0,-192.17725303791008,-192.17725303791008
VET,86716263400.0,0.0,0.0,0.0,-802.935562846027,-802.935562846027
XEM,8999999999.0,0.0,0.0,0.0,-83.33408038441043,-83.33408038441043
DCR,20619744.270000003,0.0,0.0,0.0,-0.19092526963256573,-0.19092526963256573
BAT,1500000000.0,0.0,0.0,0.0,-13.889013398944961,-13.889013398944961
LSK,231538505.47,0.0,0.0,0.0,-2.1438942698963475,-2.1438942698963475
QTUM,107823401.54,0.0,0.0,0.0,-0.9983737791392553,-0.9983737791392553
ZRX,1000000000.0,0.0,0.0,0.0,-9.259342265963307,-9.259342265963307
BTG,20983114.73,0.0,0.0,0.0,-0.19428984109104624,-0.19428984109104624
ZEN,20865535.36,0.0,0.0,0.0,-0.19320113346079995,-0.19320113346079995
MONA,105082725.0,0.0,0.0,0.0,-0.972996917015099,-0.972996917015099
SC,91002491209.17,0.0,0.0,0.0,-842.6232131610221,-842.6232131610221
XZC,21347303.34,0.0,0.0,0.0,-0.19766198808040164,-0.19766198808040164
REP,11000000.0,0.0,0.0,0.0,-0.10185276492559638,-0.10185276492559638
DGB,21000000000.0,0.0,0.0,0.0,-194.44618758522947,-194.44618758522947
BCD,210000000.0,0.0,0.0,0.0,-1.9444618758522945,-1.9444618758522945
KMD,200000000.0,0.0,0.0,0.0,-1.8518684531926615,-1.8518684531926615
OMG,140245398.25,0.0,0.0,0.0,-1.2985801436230813,-1.2985801436230813
ZIL,20999982720.4,0.0,0.0,0.0,-194.44602758749886,-194.44602758749886
BTS,3527780933.67,0.0,0.0,0.0,-32.664931104190124,-32.664931104190124
MCO,22111377.4,0.0,0.0,0.0,-0.20473681131848584,-0.20473681131848584
NANO,133248289.0,0.0,0.0,0.0,-1.2337915142049938,-1.2337915142049938
THETA,1000000000.0,0.0,0.0,0.0,-9.259342265963307,-9.259342265963307
AION,901012592.0,259917301.0,40.542693831766115,25991.7301,-8.342783975270754,25983.38731602473
AE,503616445.26,0.0,0.0,0.0,-4.663157037430114,-4.663157037430114
