,New Weight,Old Weight,Turnover
10 Index,,,0.0008898889197012057
20 Index,,,0.0017948372731924813
40 Index,,,0.006774020693329511
Total Index,,,0.0010937540534504664
ETH Index,,,0.005266088219145891
Currency Index,,,0.0004162961842667294
Platform Index,,,0.02696883008549333
Application Index,,,0.004923339031965718
Platform Index,New Weight,Old Weight,Turnover
ZRX,0.015534491144141462,0.016263397545121003,0.0007289064009795409
ZIL,0.009838727674287236,0.01038906104072,0.0005503333664327644
XRP,0.2499999999999999,0.22343114440320502,0.026568855596794866
XEM,0.029408557196749494,0.031056191400740004,0.0016476342039905105
WAVES,0.006644038371461527,0.007016275091549001,0.00037223672008747377
WAN,0.003884911213046422,0.004102565977653,0.000217654764606578
VET,0.021398465941714854,0.02259732939369,0.0011988634519751462
STRAT,0.005675872115244364,0.005991669643670001,0.00031579752842563705
QTUM,0.01255885892892022,0.013252477873991001,0.0006936189450707821
POWR,0.002264081077425,0.002386050782637,0.00012196970521200032
ONT,0.033367332165769224,0.035236759400993,0.0018694272352237779
NEO,0.03694626856553946,0.039016232243486,0.0020699636779465402
NAS,0.002437685329158434,0.002574258289879,0.00013657296072056577
LSK,0.011008606217457684,0.011524330116930001,0.000515723899472317
KMD,0.005467277426128966,0.005744463374103,0.00027718594797403445
ETH,0.2499999999999999,0.24968001155045702,0.0003199884495428684
ETC,0.03552165642466494,0.037261976724611005,0.0017403202999460646
EOS,0.17233222139550813,0.18197312431304602,0.009640902917537886
ELF,0.002937710400973245,0.0031022976027750004,0.00016458720180175532
DCR,0.013685102103965514,0.014186517153608,0.0005014150496424861
BTS,0.0092524822553525,0.009746468365912002,0.0004939861105595009
AION,0.0035851387047244787,0.003505152665563,7.998603916147852e-05
ADA,0.06625051534776692,0.069962245045649,0.0037117296978820824
ETH Index,New Weight,Old Weight,Turnover
ZRX,0.06575436416352193,0.065554386781802,0.00019997738171992352
ZIL,0.04164534753008533,0.041876153114602,0.00023080558451667177
VET,0.090575385380607,0.091085154082957,0.0005097687023500053
TRX,0.22807676676531866,0.22985217668190702,0.0017754099165883663
SNT,0.01961230015510414,0.019618849534345003,6.549379240862463e-06
REP,0.024180660574185137,0.024316768572334002,0.00013610799814886554
QASH,0.011428561556247377,0.011492882817148001,6.432126090062489e-05
PPT,0.018802010197534937,0.01890783007674,0.00010581987920506297
POWR,0.009583398019244885,0.009617676469633001,3.4278450388116125e-05
POLY,0.012132716721413665,0.012154605687595,2.1888966181335748e-05
OMG,0.06699318133815634,0.067370226679708,0.00037704534155166836
MANA,0.011983095643417485,0.012050537886038002,6.744224262051658e-05
LRC,0.013338504025282822,0.009725866573726,0.0036126374515568216
GNT,0.02455145993219664,0.024689638376791,0.00013817844459436054
