,New Weight,Old Weight,Turnover
10 Index,,,0.0010312904276686126
20 Index,,,0.038585817577969556
40 Index,,,0.058640067707596555
Total Index,,,0.0038547595610055685
ETH Index,,,0.004886773135468827
Currency Index,,,0.003444894783619291
Platform Index,,,0.0469646954960997
Application Index,,,0.04630498162686368
Total Index,New Weight,Old Weight,Turnover
BTC,0.6529080876151154,0.6532268320456931,0.00031874443057766655
ETH,0.08647945170322216,0.086380950869113,9.850083410915811e-05
XRP,0.08425651282385342,0.083545475475522,0.000711037348331417
BCH,0.022341094996636567,0.022287261362898002,5.383363373856476e-05
BSV,0.016844336311285048,0.016846408235332,2.071924046952861e-06
XTZ,0.014601364824461182,0.014703037212989002,0.00010167238852781986
LTC,0.015392250617676188,0.015730320846474,0.00033807022879781337
EOS,0.014681061067403425,0.014563791549224001,0.00011726951817942442
XLM,0.00980260067886741,0.009778235557958,2.436512090940937e-05
ADA,0.006101153455141898,0.006120919234684,1.9765779542102457e-05
LINK,0.010251757289722432,0.010389074670531,0.00013731738080856835
BNB,0.006069066320818085,0.006045864287434001,2.3202033384084504e-05
TRX,0.005810843393954179,0.005785541646815001,2.5301747139177926e-05
DASH,0.005508482775180589,0.005535629130550001,2.7146355369411443e-05
XMR,0.0050803162788743,0.005088375760983001,8.059482108700548e-06
ETC,0.004624903823455721,0.004611825564235001,1.307825922072011e-05
ICX,0.004168938663334764,0.004208003675557,3.906501222223583e-05
NEO,0.003187902008758781,0.003196083388225,8.181379466219198e-06
ZEC,0.003091768640273123,0.0030685276533670004,2.324098690612269e-05
DOGE,0.002521775856842249,0.0024460887375270003,7.568711931524872e-05
IOT,0.002345078165095865,0.0,0.002345078165095865
ONT,0.001776288079863705,0.001783457818441,7.169738577295038e-06
XEM,0.0016045186502865814,0.0015769749591890002,2.754369109758117e-05
RVN,0.0015241629445799645,0.00149839271308,2.5770231499964427e-05
VET,0.0012772127752267983,0.001322573797974,4.536102274720175e-05
DCR,0.0011286352485619356,0.00112862236847,1.288009193549898e-08
LSK,0.0010786473985175404,0.001080345946685,1.698548167459622e-06
BAT,0.001004183830632784,0.0010143777074140001,1.0193876781216128e-05
ZRX,0.0007302716565784143,0.0007291591296539597,1.1125269244545346e-06
QTUM,0.0006270825307542071,0.0006243996228125062,2.6829079417009342e-06
BTG,0.0007241815064180543,0.0007230172334051494,1.1642730129048226e-06
NMR,0.0007222290406847374,0.000711704098997511,1.0524941687226389e-05
MONA,0.0006025466139257374,0.0006075176650382916,4.971051112554175e-06
SC,0.0005497320821287073,0.0005383708157143617,1.136126641434565e-05
ZEN,0.0005806960058687997,0.000564414237932013,1.6281767936786686e-05
SNT,0.0005868333327848144,0.0005868447858137766,1.1453028962173616e-08
MCO,0.00051553293689647,0.0005176071419064211,2.0742050099510937e-06
BCD,0.0004810908381933175,0.0004817933378458914,7.024996525739212e-07
REP,0.0005392089350754394,0.0005401837852997114,9.74850224272003e-07
WAVES,0.00041689679304409344,0.0004236924377509448,6.7956447068513596e-06
DGB,0.0004536429735354918,0.0004509868455936908,2.656127941801003e-06
KNC,0.0003753732088344903,0.00037980723962593776,4.434030791447454e-06
ZIL,0.00037045528639657367,0.0003856363627454223,1.5181076348848646e-05
KMD,0.0004808333467014611,0.0003500540993154036,0.00013077924738605752
THETA,0.00035691455147364627,0.00035794210045414043,1.0275489804941634e-06
OMG,0.0003481315651879933,0.00034698659448116793,1.1449707068253738e-06
XZC,0.0002849448553895771,0.00031788284405969883,3.293798867012171e-05
NANO,0.00029989371170197266,0.00030038601620145395,4.923044994812882e-07
STEEM,0.0002916117892075999,0.0002932369107952754,1.6251215876755278e-06
ARK,0.0002907303059382605,0.0002906169866522066,1.1331928605391207e-07
GAS,0.0002858739830456541,0.00028607778071007117,2.0379766441704647e-07
BTS,0.00027354135028719414,0.00027233268131289344,1.2086689743006978e-06
AION,0.00025259259563856624,0.0002523918595144613,2.007361241049277e-07
DGD,0.000245534923244532,0.0002443356450291632,1.1992782153687795e-06
RCN,0.00024418124505288884,0.0002446723280045971,4.910829517082525e-07
HOT,0.0002653963036144997,0.001174433661064,0.0009090373574495005
AE,0.00023949526952422344,0.0002362442484440924,3.2510210801310353e-06
XVG,0.00019763763232603617,0.00020030713135599473,2.669499029958562e-06
PIVX,0.00020079270173347768,0.00020068264926548533,1.1005246799235041e-07
IOST,0.00017335975098538102,0.00017202372024312422,1.3360307422568055e-06
GXC,0.000209156890270545,0.0,0.0
STORJ,0.00017931498239324544,0.00018043682360940552,1.1218412161600761e-06
NULS,0.00024479580783270217,0.0002449685164743891,1.727086416869407e-07
GNT,0.00016196828440941956,0.000162184999023295,2.1671461387543856e-07
ARDR,0.00015643273516171346,0.0001573619358528394,9.292006911259534e-07
ELF,0.00015707791907820283,0.0001577837447317989,7.058256535960713e-07
MAID,0.00011572534260276775,0.0001153633529776132,3.61989625154548e-07
WAN,0.00012714655588517637,0.00012706921605766742,7.733982750895312e-08
FUN,8.973610805093931e-05,8.904302748867913e-05,6.930805622601795e-07
CVC,8.900951450051623e-05,8.931718362581816e-05,3.0766912530192844e-07
MIOTA,0.0,0.0019077369867440002,0.0019077369867440002
10 Index,New Weight,Old Weight,Turnover
BTC,0.7070635605889879,0.7075809104056751,0.0005173498166871626
ETH,0.0936524913673746,0.09356858729495601,8.390407241858078e-05
XRP,0.09124517078300363,0.090497176014824,0.0007479947681796328
BCH,0.02419417751965517,0.024141752775558002,5.242474409716813e-05
BSV,0.01824149008709546,0.018248173974868002,6.683887772543362e-06
XTZ,0.015812475290286652,0.015926456089250002,0.00011398079896334998
LTC,0.016668961119727772,0.017039218537096,0.0003702574173682291
EOS,0.015898781939521368,0.015775623991265,0.000123157948256368
XLM,0.01061567756703579,0.010591868672316,2.380889471978974e-05
ADA,0.0066072137373116,0.006630232244186,2.301850687440061e-05
40 Index,New Weight,Old Weight,Turnover
BTG,0.05494444564921565,0.052484926446929,0.002459519202286646
NMR,0.05479630993128383,0.051663688722798,0.003132621208485828
MONA,0.04571587286689131,0.044100636183422005,0.001615236683469308
SC,0.04170877637783031,0.039081160667311,0.00262761571051931
ZEN,0.0440580432535324,0.040971692505788006,0.0030863507477443958
SNT,0.04452368898209615,0.042599960272234005,0.0019237287098621478
MCO,0.039114049697006235,0.037573893838490004,0.0015401558585162317
BCD,0.036500889869713116,0.034974115043386,0.0015267748263271125
REP,0.040910373662208885,0.039212766901494,0.0016976067607148843
WAVES,0.03163041721410692,0.030756481870768,0.0008739353433389191
DGB,0.03441839025530245,0.032737824668494,0.001680565586808451
KNC,0.028479977309821214,0.027570788239577003,0.000909189070244211
ZIL,0.028106849137253403,0.027993933199394003,0.0001129159378593994
KMD,0.0364813537076404,0.025410962292678002,0.011070391414962397
THETA,0.027079498718291264,0.025983564355882,0.0010959343624092621
OMG,0.026413123909858525,0.025188287426628,0.001224836483230525
XZC,0.021619078892824252,0.023075601684676,0.0014565227918517491
NANO,0.02275326502695649,0.021805480198263002,0.000947784828693489
STEEM,0.0221249064782636,0.021286515706038,0.0008383907722255973
ARK,0.0220580273752298,0.021096331406698,0.0009616959685317984
GAS,0.021689572827767463,0.020766823507034002,0.0009227493207334611
BTS,0.02075388244586233,0.019769045725903,0.000984836719959331
AION,0.019164477440336232,0.01832151098257,0.0008429664577662317
DGD,0.01862900409031653,0.017736698055346,0.0008923060349705289
RCN,0.018526299040314432,0.017761138387312,0.0007651606530024307
HOT,0.020135908815975358,0.085253935134356,0.06511802631838065
AE,0.018170768934303024,0.017149331205706,0.001021437728597023
XVG,0.01499498406316502,0.014540600929388001,0.00045438313377701815
PIVX,0.01523436264165719,0.014567860348595,0.0006665022930621902
IOST,0.013152994561945028,0.012487464872124002,0.0006655296898210265
GXC,0.015868962805292677,0.0,0.0
STORJ,0.013604824504463636,0.013098184908893001,0.0005066395955706342
NULS,0.01857292659287443,0.017782639161198002,0.0007902874316764279
GNT,0.012288711491194456,0.011773257055635,0.0005154544355594551
ARDR,0.011868723294749726,0.011423143525757,0.00044557976899272517
ELF,0.011917674106554685,0.011453763277215001,0.0004639108293396834
MAID,0.008780208746733766,0.008374402180132001,0.0004058065666017654
WAN,0.00964674873274818,0.009224148679065,0.00042260005368317984
FUN,0.00680837699924735,0.006463769509815,0.00034460748943234993
CVC,0.0067532495491723615,0.006483670922987001,0.00026957862618536086
Application Index,New Weight,Old Weight,Turnover
LINK,0.24999999999999986,0.207050913533797,0.04294908646620285
BNB,0.1947547629863244,0.207121203397471,0.012366440411146595
TRX,0.18646845628598235,0.19820298492064803,0.011734528634665675
ICX,0.13378015964288267,0.144159171252627,0.010379011609744332
BAT,0.032223998485359305,0.034750884484110005,0.0025268859987506997
NMR,0.023176142458340508,0.024381792650168002,0.001205650191827494
SC,0.01764075983050444,0.018443684132407,0.000802924301902562
SNT,0.01883132933429136,0.020104321312323002,0.0012729919780316429
MCO,0.016543318136517233,0.017732355379131003,0.0011890372426137698
REP,0.01730307477288701,0.018505793439594003,0.0012027186667069936
KNC,0.012045628841986828,0.013011561092083,0.0009659322500961721
THETA,0.011453295318290488,0.012262497976801,0.0008092026585105119
OMG,0.011171451568040629,0.011887180656883002,0.0007157290888423727
STEEM,0.0093577466267478,0.010045806349095,0.0006880597223472007
GAS,0.00917362191627988,0.009800546520552001,0.0006269246042721211
DGD,0.00787915195741482,0.008370530733963,0.0004913787765481806
RCN,0.007835712775597197,0.008382064929856001,0.0005463521542588036
AE,0.007685341037144697,0.008093333013638,0.0004079919764933028
IOST,0.005563069412952967,0.005893245077253,0.0003301756643000328
GXC,0.0067117903213332894,0.0,0.0
STORJ,0.005754171243128886,0.006181463934093001,0.00042729269096411504
GNT,0.005197520207227869,0.0055561869360080006,0.0003586667287801314
MAID,0.0037135962071798852,0.003952155615922001,0.0002385594087421154
FUN,0.002879608416014165,0.0030504652653120003,0.00017085684929783523
CVC,0.0028562922175711463,0.003059857396253,0.00020356517868185377
Platform Index,New Weight,Old Weight,Turnover
ETH,0.25,0.23140248089346502,0.018597519106534982
XRP,0.25,0.289423270927811,0.039423270927811005
XTZ,0.13041799458317646,0.12408986425866401,0.006328130324512446
EOS,0.1311298338054201,0.12291466655869601,0.008215167246724081
ADA,0.05449491933321287,0.051658988953599,0.0028359303796138685
ETC,0.041309198766452865,0.038922625302551,0.0023865734639018643
NEO,0.028474035948577312,0.026974124329492002,0.0014999116190853104
ONT,0.015865635299361424,0.015051926713883002,0.0008137085854784225
XEM,0.014331407177164546,0.013309264323443001,0.001022142853721545
RVN,0.01361367769656035,0.012646050314557001,0.0009676273820033495
VET,0.011407942394675364,0.011162183750564,0.00024575864411136364
DCR,0.010080862131925,0.009525283414169,0.0005555787177559997
LSK,0.009634375434640857,0.009117842792246,0.0005165326423948562
ZRX,0.006522716615664418,0.0061539160998510005,0.0003688005158134179
QTUM,0.005601041209661349,0.005269772722163,0.000331268487498349
WAVES,0.003723682296183883,0.0035758555410230005,0.00014782675516088238
ZIL,0.003308871199056577,0.0032546720254510004,5.419917360557653e-05
KMD,0.004294757480510787,0.0029543668452970003,0.0013403906352137868
ARK,0.002596775296066919,0.0024527328539350004,0.0001440424421319188
BTS,0.0024432451876187197,0.002298418004918,0.00014482718270071972
AION,0.002256132913996733,0.002130122581712,0.0001260103322847329
HOT,0.002370494409481898,0.009911918977766,0.007541424568284103
NULS,0.0021864927507615896,0.0020674714697780003,0.00011902128098358923
ARDR,0.0013972422340118244,0.001328094391423,6.914784258882432e-05
ELF,0.0014030049550682086,0.001331654350211,7.135060485720856e-05
WAN,0.0011356608807501928,0.001072431603323,6.32292774271927e-05
Currency Index,New Weight,Old Weight,Turnover
BTC,0.8827123432217951,0.8830224789309681,0.00031013570917293176
BCH,0.03020449690959723,0.030127593986941002,7.690292265622942e-05
BSV,0.022773042419586914,0.022772728294794,3.141247929133728e-07
LTC,0.02080986568846957,0.021264017683924,0.00045415199545443055
XLM,0.01325282498263587,0.013218075832738001,3.474914989786901e-05
DASH,0.007447305111256194,0.007482982507000001,3.56773957438071e-05
XMR,0.006868436724705607,0.006878391942542,9.955217836393748e-06
ZEC,0.0041799793767663684,0.004147990808428001,3.198856833836784e-05
DOGE,0.003409366062234452,0.0033065869843900003,0.0001027790778444517
IOT,0.0031704760308778816,0.0,0.0031704760308778816
BTG,0.0009790718886377157,0.0009773641228910308,1.7077657466849083e-06
MONA,0.0008146251265190067,0.0008212334954099698,6.608368890963093e-06
ZEN,0.0007850837533845227,0.0007629669129816107,2.211684040291206e-05
BCD,0.0006504205249399477,0.0006512811884728971,8.606635329493854e-07
DGB,0.0006133118271184154,0.0006096374227529321,3.6744043654833233e-06
XZC,0.0003852369816840145,0.00042970937995943616,4.447239827542164e-05
NANO,0.0004054473914404629,0.0004060574239299646,6.100324895017125e-07
XVG,0.00026720020910839785,0.0002707722509248504,3.572041816452562e-06
PIVX,0.0002714657692423563,0.00027127987054341836,1.8589869893795297e-07
MIOTA,0.0,0.0025788509604040004,0.0025788509604040004
20 Index,New Weight,Old Weight,Turnover
LINK,0.16166945924983786,0.16479855194849902,0.0031290926986611567
BNB,0.09570872997761228,0.095903601758918,0.0001948717813057277
TRX,0.09163657339292118,0.09177418739104701,0.00013761399812582675
DASH,0.08686836864966432,0.087809905479481,0.0009415368298166804
XMR,0.08011621446082773,0.08071526904686001,0.0005990545860322799
ETC,0.07293439349858409,0.073155906462097,0.00022151296351291538
ICX,0.06574385642379184,0.06675020964983601,0.001006353226044171
NEO,0.050272980459085584,0.050698443411934004,0.0004254629528484197
ZEC,0.04875696430110233,0.048675067792442,8.18965086603271e-05
DOGE,0.039768219984460965,0.038801519352393,0.0009667006320679614
IOT,0.03698171036781495,0.0,0.03698171036781495
ONT,0.028011932513403583,0.028290418084492,0.00027848557108841807
XEM,0.025303141229081384,0.025015046861736,0.00028809436734538243
RVN,0.02403593765391953,0.023768521951834,0.0002674157020855286
VET,0.020141551626949587,0.020979563018209,0.0008380113912594134
DCR,0.01779849494761641,0.017902973837333,0.0001044788897165902
LSK,0.017010190225084484,0.017137180476928002,0.0001269902518435187
BAT,0.01583590523047083,0.016090747502749,0.0002548422722781704
ZRX,0.011516330370294212,0.011566416886755,5.00865164607886e-05
QTUM,0.009889045437477123,0.009904650504492001,1.5605067014878155e-05
MIOTA,0.0,0.030261818581956004,0.030261818581956004
ETH Index,New Weight,Old Weight,Turnover
LINK,0.3434102883745706,0.346292077953437,0.0028817895788664227
BNB,0.20329976183555964,0.201522750920125,0.0017770109154346403
TRX,0.19464988774342132,0.192845590439809,0.0018042973036123122
VET,0.042783690157787164,0.044084467892662,0.0013007777348748376
BAT,0.033637848528115334,0.033811573722398,0.00017372519428266592
ZRX,0.024462420743103508,0.024304573619324,0.00015784712377950663
NMR,0.024193011610085663,0.023722756756085,0.00047025485400066167
SNT,0.019657566829198683,0.019560904773552,9.666205564668254e-05
MCO,0.017269167570294616,0.017253052694167003,1.6114876127612532e-05
REP,0.01806225905036182,0.018005584849514002,5.667420084781716e-05
KNC,0.012574139072056631,0.012659860709721001,8.572163766436963e-05
ZIL,0.012409399982466415,0.012854158972243,0.0004447589897765853
OMG,0.011661606670434187,0.011565872095009,9.573457542518676e-05
AION,0.008461270946833927,0.008412809057741001,4.846188909292566e-05
DGD,0.008224855155512144,0.008144276648164,8.057850734814395e-05
AE,0.008022540648139542,0.007874571537184,0.00014796911095554116
IOST,0.0058071529003244,0.005733951620277,7.320128004740037e-05
GNT,0.005425564972391109,0.005406004105828001,1.956086656310866e-05
FUN,0.00300595321099521,0.002968011684792,3.7941526203210015e-05
CVC,0.0029816139983480238,0.00297714994796,4.464050388023645e-06
