,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
20 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
ADA,42014022058.74,0.0,0.0,0.0,-10.321507195855075,-10.321507195855075
TRX,104145119673.46,0.0,0.0,0.0,-25.58513918567316,-25.58513918567316
BNB,100000000.0,0.0,0.0,0.0,-0.024566815291867383,-0.024566815291867383
XMR,22466083.47,0.0,0.0,0.0,-0.005519201229391651,-0.005519201229391651
DASH,17600805.03,0.0,0.0,0.0,-0.004323957261601804,-0.004323957261601804
ICX,4105532970.53,0.0,0.0,0.0,-1.0085987016168214,-1.0085987016168214
ETC,194571423.67,0.0,0.0,0.0,-0.04780000226376563,-0.04780000226376563
ZEC,20924230.74,0.0,0.0,0.0,-0.005140417117139935,-0.005140417117139935
NEO,100000000.0,0.0,0.0,0.0,-0.024566815291867383,-0.024566815291867383
VET,86716263400.0,0.0,0.0,0.0,-21.303424257487197,-21.303424257487197
DOGE,280666706295.71,0.0,0.0,0.0,-68.950871321435,-68.950871321435
ONT,1000000000.0,0.0,0.0,0.0,-0.24566815291867383,-0.24566815291867383
IOT,2779530283.28,,,,-0.6828420706749159,
RVN,20754957265.63,0.0,0.0,0.0,-5.098832015353332,-5.098832015353332
BAT,1500000000.0,0.0,0.0,0.0,-0.36850222937801075,-0.36850222937801075
DGB,21000000000.0,0.0,0.0,0.0,-5.159031211292151,-5.159031211292151
ZIL,21002615139.56,2632419.1599998474,0.012535339647889998,263.24191599998477,-5.159673667797481,258.08224233218726
XEM,8999999999.0,0.0,0.0,0.0,-2.2110133760223967,-2.2110133760223967
ZRX,1000000000.0,0.0,0.0,0.0,-0.24566815291867383,-0.24566815291867383
DCR,20619744.270000003,0.0,0.0,0.0,-0.0050656144884663095,-0.0050656144884663095
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,638922555.2766947,-40575468.06808114,-5.971388683126932,-4057.546806808114,-863.7225463410113,-4921.269353149125
TRX,128317318728.19365,4743287336.818527,3.838417573184061,474328.73368185275,-173464.78122621574,300863.95245563705
BNB,123210112.13057698,4554497.946414426,3.8384175731841053,455.4497946414426,-166.5606432352307,288.8891514062119
ICX,5058431776.547822,186986414.83215523,3.838417573184083,18698.641483215524,-6838.202123949242,11860.439359266282
BAT,1848151681.9586549,68317469.1962161,3.838417573184083,6831.746919621611,-2498.409648528461,4333.33727109315
SC,112124271460.43683,4144706593.3076324,3.8384175731841275,414470.6593307633,-151574.3347180778,262896.3246126855
THETA,1232101121.3057697,45544979.46414399,3.838417573184083,4554.497946414399,-1665.606432352307,2888.891514062092
KNC,219575926.9921169,8116688.567800194,3.838417573184083,811.6688567800195,-296.83202950111445,514.836827278905
OMG,172796512.44179928,6387473.783236951,3.838417573184083,638.7473783236951,-233.59363743301094,405.15374089068416
NMR,11394695.412239837,421208.2592706643,3.838417573184061,42.120825927066434,-15.403831426764823,26.71699450030161
REP,13553112.33436347,500994.77410558425,3.838417573184083,50.09947741055843,-18.321670755875374,31.777806654683054
SNT,8384288172.822159,309927672.37153244,3.8384175731841053,30992.767237153246,-11334.235534619153,19658.531702534092
GAS,74498013.58422385,2753840.9308621436,3.838417573184061,275.38409308621436,-100.70956715943028,174.6745259267841
MCO,27243452.888155058,1007062.2296069376,3.838417573184083,100.70622296069376,-36.828852425609426,63.87737053508434
IOST,18493270180.459835,4238018128.6201534,29.729520833503777,423801.8128620154,-24999.9851758586,398801.8276861568
LRC,1318283893.9252675,,,,-1782.1119512182115,
DGD,2464202.24261154,91089.95892828796,3.838417573184083,9.108995892828796,-3.331212864704614,5.7777830281241815
STEEM,455724751.71662164,20150113.67302251,4.626098930720013,2015.0113673022508,-616.068003441893,1398.9433638603577
