,New Weight,Old Weight,Turnover
10 Index,,,0.00024161043609086542
20 Index,,,0.045177582538956575
40 Index,,,0.15514343983650863
Total Index,,,0.003217612748617945
ETH Index,,,0.012582269451956557
Currency Index,,,0.0026737687801392344
Platform Index,,,0.03837516987467616
Application Index,,,0.06456348733592304
Total Index,New Weight,Old Weight,Turnover
BTC,0.6472284194040283,0.646703719826026,0.0005246995780022745
ETH,0.09962759993943393,0.09954257542120201,8.50245182319187e-05
XRP,0.07593650876853901,0.07591535206476001,2.1156703779001695e-05
XTZ,0.019010013083454787,0.018981287700482,2.8725382972785707e-05
BCH,0.0186635238828549,0.018676785780883002,1.3261898028100322e-05
BSV,0.015307855950360194,0.015348246126459,4.0390176098806935e-05
LTC,0.013799542648312386,0.013790613490257002,8.929158055384287e-06
EOS,0.013647939028099016,0.013667439317704,1.950028960498451e-05
XLM,0.012238857466711195,0.01232448636664,8.562889992880587e-05
ADA,0.007358317369967722,0.007365585441977,7.268072009278259e-06
LINK,0.01301673261826879,0.013117085843222001,0.00010035322495321151
BNB,0.005975439695810431,0.005964528808392,1.0910887418430666e-05
TRX,0.00570734593045009,0.005602199875857,0.00010514605459309
DASH,0.005092404690645753,0.005110441349933,1.803665928724711e-05
XMR,0.005030330523673378,0.005035942988955,5.612465281622583e-06
ETC,0.004457088143811379,0.0044468786292100005,1.020951460137861e-05
ICX,0.004061276750638565,0.0040521778559350005,9.098894703564626e-06
ZEC,0.003339598905397165,0.0033460664872870002,6.467581889835379e-06
NEO,0.0031634836429281056,0.0031602944404740003,3.1892024541053596e-06
DOGE,0.002460212308022324,0.002422084469084,3.812783893832397e-05
IOT,0.0017425235244493426,0.0,0.0017425235244493426
ONT,0.001711641218218077,0.00172351191677,1.18706985519231e-05
RVN,0.0014510399094124751,0.0014259396140230002,2.510029538947494e-05
VET,0.0013337146988642034,0.0013359545219800001,2.2398231157966762e-06
XEM,0.0013081021264261929,0.0013034516138060001,4.650512620192745e-06
DGB,0.0010825335761731447,0.001076959781104,5.573795069144672e-06
LSK,0.0009806839837045599,0.000982523381369054,1.839397664494223e-06
BAT,0.0009653002439500918,0.0009741134666042694,8.813222654177632e-06
DCR,0.0009625623813780657,0.0009626323521316136,6.997075354796961e-08
ZRX,0.0006989177208711094,0.0007149073081087127,1.598958723760327e-05
BTG,0.0007497776184612753,0.0007471249353237093,2.6526831375660613e-06
WAVES,0.0007264770695912344,0.0003697450428604359,0.00035673202673079847
NMR,0.000715757944353126,0.0007123894687439817,3.3684756091443115e-06
SC,0.0007087204470002151,0.0007292114807481939,2.049103374797878e-05
QTUM,0.0005924255329078785,0.000591275844114716,1.1496887931624657e-06
MONA,0.000508662080670657,0.0005030260071751899,5.636073495467143e-06
SNT,0.000422787716515346,0.0004886188486386015,6.583113212325545e-05
ZEN,0.00043057069054287946,0.00043042448988882964,1.4620065404982122e-07
KNC,0.00043010251455371737,0.00042772726725498055,2.375247298736817e-06
BCD,0.0004262552250190468,0.0004256625004391145,5.927245799322925e-07
REP,0.00041524212817659767,0.000414276939606272,9.651885703256566e-07
