,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,27377585876.26597,3635716971.7005806,15.313524753737727,363571.6971700581,4381.65292209116,367953.3500921492
ETH,60686171.44141184,6286421.52555199,11.55597504634709,628.642152555199,9.712534247123111,638.3546868023221
EOS,1269349247.964683,-305548428.1591153,-19.401160646267723,-30554.842815911532,203.15333377587237,-30351.68948213566
ADA,42210157183.85556,-2846618657.439514,-6.317848102283774,-284661.8657439514,6755.535692681506,-277906.3300512699
XTZ,929619741.5102836,-435118713.3163408,-31.882937846256997,-43511.87133163408,148.7812356878895,-43363.09009594619
ONT,1288964870.4571266,354882596.1330385,37.99264860152019,35488.25961330385,206.29272122957633,35694.55233453343
RVN,4452860032.158536,-713457791.1849232,-13.8097928850068,-71345.77911849233,712.6591533581731,-70633.11996513416
NEO,111478042.8503461,-1480743.8121017367,-1.3108708546300196,-148.07438121017367,17.841532646882275,-130.23284856329138
ETC,152583797.54968423,-36010223.70339581,-19.09404310069438,-3601.0223703395814,24.420313953865893,-3576.6020563857155
VET,119095147169.55208,22724384743.46251,23.58016494981112,2272438.474346251,19060.61410822675,2291499.088454478
XEM,12448264268.281534,-3192183114.011879,-20.40979414454447,-319218.3114011879,1992.2857242633552,-317226.02567692456
DCR,13271877.984952983,-3011622.917617731,-18.494935061183792,-301.1622917617731,2.1241011978642,-299.03819056390887
ZIL,14282217308.855076,-105582110.19719315,-0.7338308459970744,-10558.211019719314,2285.8012203163994,-8272.409799402914
LSK,182247016.9494192,-17391603.542233825,-8.711542636090785,-1739.1603542233825,29.167771693525705,-1709.9925825298567
ZRX,1287600425.6571782,272213190.2661295,26.80880562392476,27221.31902661295,206.07434830320702,27427.393374916155
HOT,185631251469.1402,-45872698921.247894,-19.8150825693869,-4587269.89212479,29709.40239607908,-4557560.489728711
QTUM,133248086.1807926,-21905207.479276896,-14.118428917964021,-2190.5207479276896,21.32572494944742,-2169.1950229782424
WAVES,137954078.0273033,-35828670.68415493,-20.616931743693033,-3582.867068415493,22.078896650516818,-3560.788171764976
BTS,3766926676.445332,-914502521.4434152,-19.534686583657866,-91450.25214434152,602.8787692876372,-90847.37337505388
KMD,156643601.83462718,-37742379.466742426,-19.41620440633931,-3774.2379466742427,25.070066396927714,-3749.167880277315
NULS,92591777.01909775,-17022644.060117498,-15.529566176165554,-1702.26440601175,14.818875271579527,-1687.4455307401704
ELF,390173149.97621137,-96418546.41587174,-19.81508256938691,-9641.854641587175,62.44536426408797,-9579.409277323088
WTC,57143308.937483326,-14107546.783287585,-19.799827862523458,-1410.7546783287585,9.145515887174756,-1401.6091624415837
POWR,552971511.689103,-135814685.42823958,-19.717974314328778,-13581.468542823959,88.50047082223551,-13492.968072001724
STRAT,138324122.42316732,-34112357.401435554,-19.782564244024,-3411.2357401435556,22.138120503042348,-3389.097619640513
AION,430961786.9748498,-76252120.82113141,-15.033523262891801,-7625.212082113141,68.97339238537445,-7556.2386897277665
NAS,63403136.87113434,-15668013.79257916,-19.81508256938691,-1566.801379257916,10.147371692914295,-1556.6540075650018
40 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BAT,1500150000.0,261083213.0,21.07095563687318,26108.3213,-8540.549882167574,17567.771417832424
STEEM,308998184.0,-4696341.0,-1.4971064604968776,-469.63410000000005,-1759.1670192655367,-2228.8011192655367
HOT,133214575156.0,0.0,0.0,0.0,-758407.9753035225,-758407.9753035225
QTUM,95622838.56,6342806.560000002,7.1043954822955335,634.2806560000002,-544.3933090665181,89.88734693348215
WAVES,99000000.0,-1000000.0,-1.0000000000000009,-100.0,-563.619930230037,-663.619930230037
BTG,17650275.02,,,,-100.48532096276125,
DGB,11597750786.54,121363000.54000092,1.0575017401211584,12136.300054000092,-66027.50999126295,-53891.20993726286
ICX,632363400.0,232133400.0,58.00000000000001,23213.34,-3600.127428161909,19613.212571838092
OMG,140245398.25,0.25,1.782589631460496e-07,2.5e-05,-798.4353694621086,-798.4353444621086
SC,40001785993.23,436344889.23000336,1.102843484249405,43634.48892300034,-227735.39222809256,-184100.90330509222
BTS,2703260000.0,9420000.0,0.34968669260238006,942.0,-15390.012248420704,-14448.012248420704
KMD,112412165.0,556424.0,0.4974478690369599,55.6424,-639.9771373162365,-584.3347373162366
NULS,66446647.0,3371099.0,5.344541754912702,337.10990000000004,-378.289439860201,-41.179539860200975
IOST,12013965609.0,0.0,0.0,0.0,-68397.07533667318,-68397.07533667318
ELF,280000000.0,0.0,0.0,0.0,-1594.0765703475793,-1594.0765703475793
RDD,28808713174.0,0.0,0.0,0.0,-164011.76675906088,-164011.76675906088
BCD,189111820.03,35354945.03,22.994058008788222,3535.4945030000003,-1076.6382910200396,2458.856211979961
GAS,16136733.01,6008358.01,59.322033495007844,600.8358010000001,-91.86852861855492,508.9672723814451
REP,11000000.0,0.0,0.0,0.0,-62.62443669222633,-62.62443669222633
XZC,7075940.270000001,207377.27000000142,3.019223526085457,20.73772700000014,-40.28425213423545,-19.54652513423531
SNT,3470483788.0,0.0,0.0,0.0,-19757.917479363983,-19757.917479363983
GNO,1104590.0,0.0,0.0,0.0,-6.288575138715117,-6.288575138715117
QASH,350000000.0,0.0,0.0,0.0,-1992.5957129344745,-1992.5957129344745
ZEN,6104988.0,222525.0,3.7828542227974937,22.2525,-34.756494046618315,-12.503994046618313
NANO,133248289.0,0.0,0.0,0.0,-758.5999126207253,-758.5999126207253
WTC,41007759.0,7800.0,0.01902440926830895,0.78,-233.46252794414318,-232.68252794414317
AE,301214412.5,68193940.5,29.265214302715847,6819.39405,-1714.852991490218,5104.541058509782
PIVX,56781166.0,0.0,0.0,0.0,-323.2625941343449,-323.2625941343449
POLY,408467617.0,34636030.0,9.265142701812401,3463.603,-2325.459492876459,1138.143507123541
STORJ,135787439.0,0.0,0.0,0.0,-773.055625205004,-773.055625205004
XVG,15805763453.0,633677402.0,4.1766003690588915,63367.7402,-89984.27570315484,-26616.53550315484
POWR,396829006.0,480000.0,0.12110538760881084,48.0,-2259.199360353282,-2211.199360353282
STRAT,99265555.0,40240.0,0.04055416704900061,4.024,-565.1317695287464,-561.1077695287464
AION,309271154.0,17404492.0,5.963165467661402,1740.4492,-1760.7210731277078,-20.27187312770775
NAS,45500000.0,0.0,0.0,0.0,-259.03744268148165,-259.03744268148165
LRC,828954240.0,39969749.0,5.065973977427651,3996.9749,-4719.344756693871,-722.369856693871
GNT,963622000.0,0.0,0.0,0.0,-5486.0259031124115,-5486.0259031124115
PPT,53252246.0,0.0,0.0,0.0,-303.1719916678057,-303.1719916678057
MCO,15793831.0,,,,-89.91634268974742,
THETA,1000000000.0,,,,-5693.130608384212,
20 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
DASH,8713552.18,64257.1799999997,0.7429181222284642,6.4257179999999705,-80.23960937837072,-73.81389137837074
BNB,141175529.0,-3267804.0,-2.2623432540150534,-326.78040000000004,-1300.0288592688325,-1626.8092592688326
XTZ,667123116.0800003,-118189847.91999972,-15.050031431799937,-11818.984791999972,-6143.2693734716,-17962.25416547157
ONT,925000000.0,387500000.0,72.09302325581395,38750.0,-8517.954232873248,30232.04576712675
RVN,3195506428.57,,,,-29426.13784801244,
XMR,16881004.0,65543.0,0.3897781928190902,6.5543000000000005,-155.4503994345408,-148.8960994345408
ZEC,6182605.67,216249.66999999993,3.62448486144642,21.624966999999994,-56.93313744536502,-35.30817044536502
NEO,80000000.0,15000000.0,23.076923076923084,1500.0,-736.6879336539025,763.3120663460975
ETC,109498727.21,975860.2099999934,0.8992208158304482,97.58602099999935,-1008.3298885758405,-910.7438675758411
IOT,2779530283.28,0.2800002098083496,1.0073653022857343e-08,2.8000020980834962e-05,-25595.580261474875,-25595.580233474855
DOGE,118740746295.71,336614622.7100067,0.2842929701470487,33661.46227100067,-1093435.9378638612,-1059774.4755928605
MAID,452552412.0,0.0,0.0,0.0,-4167.3737658296195,-4167.3737658296195
VET,85466263400.0,30011528600.0,54.11896514921211,3001152.8600000003,-787024.562265827,2214128.2977341735
LINK,650000000.0,300000000.0,85.71428571428572,30000.0,-5985.589460937958,24014.410539062043
MANA,1050141509.0,0.0,0.0,0.0,-9670.332228867514,-9670.332228867514
XEM,8933249239.04,-66750759.959999084,-0.7416751107490627,-6675.075995999909,-82262.71153404594,-88937.78753004585
DCR,9524299.239999998,154266.23999999836,1.6463788334576623,15.426623999999837,-87.70545408271292,-72.27883008271309
ZIL,10249349158.76,1970161767.7600002,23.79655967084029,197016.17677600004,-94382.14816330335,102634.02861269668
LSK,130785946.57,15907673.569999993,13.847417056835454,1590.7673569999993,-1204.3553591202874,386.41199787971186
ZRX,924020833.33,339735429.33000004,58.14545888091362,33973.542933000004,-8508.937479487935,25464.60545351207
10 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17611793.0,55593.0,0.316657363210715,5.5593,-39.43999743277593,-33.88069743277593
XRP,22903314113.0,1082139903.0,4.9591277379752,108213.9903,-51289.87433697301,56924.115963027
ETH,104875903.32,-117617.68000000715,-0.11202375049409463,-11.761768000000716,-234.85998033822318,-246.6217483382239
XLM,34207988788.18,15029365158.18,78.36519162235626,1502936.515818,-76605.65792399712,1426330.857894003
EOS,910923238.7,4678120.700000048,0.5162092029057375,467.8120700000048,-2039.9291654054728,-1572.117095405468
LTC,61082030.73,465169.7299999967,0.7673933000258648,46.51697299999967,-136.7876135711986,-90.27064057119892
BCH,17694373.38,54235.37999999896,0.30745439746560077,5.423537999999896,-39.62492863059308,-34.20139063059319
ADA,30291279684.93,4364209146.93,16.832634988721917,436420.914693,-67834.54660233272,368586.3680906673
TRX,66718250405.57,36178214.569999695,0.05425478450395982,3617.8214569999695,-149409.41133676635,-145791.58987976637
BSV,17691375.52,52689.51999999955,0.29871567530597165,5.268951999999955,-39.618215197684584,-34.34926319768463
Currency Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
