,New Weight,Old Weight,Turnover
10 Index,,,0.014355405213284655
20 Index,,,0.042771034960555086
40 Index,,,0.0457980354492068
Total Index,,,0.013778087442997489
ETH Index,,,0.02102521957409085
Currency Index,,,0.019763213891677133
Platform Index,,,0.03843294405706988
Application Index,,,0.09352372262464254
ETH Index,New Weight,Old Weight,Turnover
TRX,0.3300440771616016,0.334155287693421,0.004111210531819398
BNB,0.20720464920154905,0.21141148932761603,0.00420684012606698
MANA,0.012620094977504359,0.012868051437060001,0.00024795645955564237
ZIL,0.04804352064337551,0.042372948205050005,0.0056705724383255066
VET,0.057633324563649425,0.058753563025258006,0.0011202384616085803
ZRX,0.044170953456871005,0.044948650906298,0.0007776974494269964
LINK,0.026023322342561828,0.026533571542762,0.0005102492002001732
BAT,0.0413382558185331,0.040751609310383005,0.0005866465081500946
OMG,0.049572028526908826,0.050542314733238,0.0009702862063291767
POLY,0.010416549673956577,0.010565759670821,0.00014920999686442345
QASH,0.0102501123198101,0.010451117252542,0.00020100493273189982
SNT,0.015408631453407356,0.015708134244987,0.0002995027915796457
AE,0.023427964515573538,0.023889233976568003,0.0004612694609944651
WTC,0.010968467314562823,0.01117193611137,0.00020346879680717758
IOST,0.014768000627620747,0.0,0.014768000627620747
GNO,0.0030980411647043155,0.0031590772118490003,6.103604714468485e-05
DGD,0.009405468041466672,0.009590212110821,0.0001847440693543284
REP,0.02290518928627106,0.02335527278396,0.00045008349768894257
POWR,0.007907432021043269,0.008022784204625,0.00011535218358173227
PPT,0.02004137627209865,0.020435505533126,0.0003941292610273525
GNT,0.0166940870487506,0.017021002740796,0.0003269156920454007
AION,0.009931057691155713,0.010026066159390001,9.500846823428874e-05
LRC,0.008127395877023933,0.008287365857783,0.0001599699807590671
CVC,0.0,0.005979045960265001,0.005979045960265001
10 Index,New Weight,Old Weight,Turnover
BTC,0.6138179074174059,0.621796524200618,0.0079786167832121
XRP,0.13795481879523486,0.13848229002290302,0.0005274712276681637
ETH,0.13106459268060178,0.13250898412255502,0.001444391441953241
XLM,0.020576453703009243,0.020890961077802,0.0003145073747927579
EOS,0.022086309502845455,0.022428738732833003,0.0003424292299875481
BCH,0.02647046132546324,0.026814473390937003,0.000344012065473763
LTC,0.01741655838509875,0.017578945796286,0.00016238741118725086
BSV,0.01435540521328736,0.0,0.01435540521328736
ADA,0.00995185718246357,0.010107972294107,0.00015611511164343068
DASH,0.0063056357945893045,0.006364226137958001,5.859034336869618e-05
ZEC,0.0,0.003026884223995,0.003026884223995
Application Index,New Weight,Old Weight,Turnover
TRX,0.25,0.327958751643223,0.07795875164322302
MAID,0.019656710356204636,0.017327186107741,0.0023295242484636346
BNB,0.25,0.234860690180439,0.015139309819560992
MANA,0.016218667723937506,0.014295341522816002,0.0019233262011215044
SC,0.033370330648731475,0.029078578959046003,0.004291751689685472
LINK,0.033443775098306976,0.029476604820791,0.0039671702775159745
GAS,0.007252873439094499,0.0063509985479740004,0.0009018748911204981
BAT,0.053125704410546135,0.045271669572170006,0.007854034838376128
OMG,0.06370730652286072,0.056148334034818004,0.0075589724880427145
ICX,0.030500593502066724,0.026883687672863,0.003616905829203723
STEEM,0.026124550228914502,0.022664991135751003,0.0034595590931634987
RDD,0.01184642037724587,0.010439432013388001,0.0014069883638578688
POLY,0.013386789742306664,0.011737685669127002,0.0016491040731796622
QASH,0.01317289340091108,0.011610327418322,0.0015625659825890797
SNT,0.01980234491649172,0.017450438772075,0.002351906144416719
AE,0.03010836072181649,0.026538964355547003,0.003569396366269486
IOST,0.018979040613658384,0.0,0.018979040613658384
GNO,0.0039814359824537435,0.003509473665163,0.0004719623172907434
DGD,0.012087401974753364,0.010653932964986,0.0014334690097673637
REP,0.02943651809674308,0.025945777605743,0.00349074049100008
PPT,0.02575609954338484,0.022702157526825,0.0030539420165598408
GNT,0.02145434335326348,0.018908927154245,0.0025454161990184805
STORJ,0.006142947019799135,0.0054144992093880006,0.0007284478104111342
LRC,0.010444892326509062,0.009206578466133,0.0012383138603760616
CVC,0.0,0.006642225856857,0.006642225856857
GXS,0.0,0.008922745124556,0.008922745124556
20 Index,New Weight,Old Weight,Turnover
TRX,0.1609168583191832,0.16583494103981603,0.0049180827206328215
XTZ,0.037152719403052925,0.038559830400993006,0.0014071109979400809
ZEC,0.040375745079204384,0.0,0.040375745079204384
ETC,0.06752024688421879,0.06969675315158,0.0021765062673612112
