,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,57827634744.47231,-3306800406.368614,-5.409063481505195,-330680.04063686146,-17819.84644958999,-348499.88708645146
ETH,93093252.37983212,5359982.408592269,6.109406853693411,535.9982408592269,-28.687105572134953,507.311135287092
EOS,3336344075.500278,19648860.11115408,0.5924228436784196,1964.886011115408,-1028.1094738030472,936.7765373123609
ADA,102584916746.96329,604157315.0315094,0.5924228436784196,60415.73150315094,-31612.004754346275,28803.726748804667
XTZ,4697310771.80654,27664053.876099586,0.5924228436784196,2766.405387609959,-1447.4974992401692,1318.9078883697896
NEO,244168284.1112875,1437989.7125460207,0.5924228436784196,143.7989712546021,-75.24155794974683,68.55741330485526
ETC,475081706.54594237,2797917.055928886,0.5924228436783974,279.7917055928886,-146.39857049431046,133.39313509857814
ONT,2441682841.112875,14379897.125460148,0.5924228436784196,1437.9897125460147,-752.4155794974685,685.5741330485463
RVN,50677023023.51976,298454150.32307434,0.5924228436783974,29845.415032307435,-15616.353198464187,14229.061833843249
XEM,21975145567.57419,129419074.11475754,0.5924228436783974,12941.907411475755,-6771.7402147248,6170.167196750955
VET,211733612389.2044,1246970946.7963257,0.5924228436784196,124697.09467963257,-65246.66757796611,59450.427101666464
DCR,50346875.77219453,296509.8013558984,0.5924228436784196,29.65098013558984,-15.514616834001652,14.136363301588188
ZRX,2441682841.1128745,14379897.125460148,0.5924228436784196,1437.9897125460147,-752.4155794974681,685.5741330485466
QTUM,263270549.41064155,1550489.4218623936,0.5924228436784196,155.04894218623937,-81.12800715310733,73.92093503313204
LSK,565343595.8630184,3329499.889241457,0.5924228436784196,332.9499889241457,-174.21317876918775,158.73681015495796
ZIL,51275297472.06756,301977591.1558075,0.5924228436784418,30197.75911558075,-15800.714168006589,14397.04494757416
KMD,488336568.2225749,2875979.425091982,0.5924228436783974,287.5979425091982,-150.48311589949367,137.11482660970455
NULS,611400033.4707186,3600741.8472926617,0.5924228436783974,360.07418472926616,-188.4056777328911,171.66850699637507
BTS,8613722172.947195,50729126.90733433,0.5924228436784196,5072.912690733433,-2654.3573355474327,2418.5553551860003
WAVES,241726601.2701746,1423609.8154205978,0.5924228436784418,142.3609815420598,-74.48914237024937,67.87183917181042
ARK,932568304.4102259,5492210.558260679,0.5924228436784196,549.221055826068,-287.3751288942912,261.8459269317768
ARDR,2439239925.221927,14365509.966487408,0.5924228436784418,1436.550996648741,-751.6627839481033,684.8882127006376
AION,1565351371.5529654,9218884.33219719,0.5924228436784418,921.888433219719,-482.37008489086315,439.51834832885584
ELF,1329447959.2240233,32102841.418638468,2.4745028117841406,3210.284141863847,-409.6753844554819,2800.608757408365
WAN,511959893.5629658,3015105.1880437136,0.5924228436783974,301.5105188043714,-157.7627501445155,143.74776865985586
WTC,104362903.65646324,1241697.9246052355,1.2041150176560045,124.16979246052355,-32.159899439243425,92.00989302128013
NAS,126851745.11268948,747072.8852213174,0.5924228436784196,74.70728852213175,-39.0899373588288,35.61735116330295
20 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,1000000000.0,0.0,0.0,0.0,-0.009229161864947655,-0.009229161864947655
TRX,104145119673.46,119673.46000671387,0.00011491042297695486,11.967346000671387,-0.9611721669107066,11.00617383376068
XTZ,1923800541.46,0.46000003814697266,2.391100650811495e-08,4.600000381469727e-05,-0.01775506659300828,-0.017709066589193585
XMR,22466083.47,0.0,0.0,0.0,-0.00020734312081605483,-0.00020734312081605483
DASH,17600805.03,0.0,0.0,0.0,-0.00016244067857525488,-0.00016244067857525488
NEO,100000000.0,0.0,0.0,0.0,-0.0009229161864947655,-0.0009229161864947655
ETC,194571423.67,-0.030000001192092896,-1.5418499810238018e-08,-3.0000001192092897e-06,-0.0017957311633437375,-0.0017987311634629468
ONT,1000000000.0,0.0,0.0,0.0,-0.009229161864947655,-0.009229161864947655
ZEC,20924230.74,0.0,0.0,0.0,-0.00019311311239897345,-0.00019311311239897345
IOT,2779530283.28,,,,-0.025652734892914926,
DOGE,280666706295.71,-293704.28997802734,-0.00010464510967755913,-29.370428997802737,-2.5903184625048308,-31.960747460307566
ICX,4105532970.53,-0.4699997901916504,-1.1447964798350085e-08,-4.699997901916504e-05,-0.03789062832690074,-0.0379376283059199
RVN,20754957265.63,-0.3699989318847656,-1.7826962128708601e-09,-3.6999893188476566e-05,-0.19155086010457062,-0.1915878599977591
XEM,8999999999.0,0.0,0.0,0.0,-0.08306245677529972,-0.08306245677529972
VET,86716263400.0,0.0,0.0,0.0,-0.800318431242036,-0.800318431242036
BAT,1500000000.0,0.0,0.0,0.0,-0.013843742797421482,-0.013843742797421482
DCR,20619744.270000003,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,-0.0001903029574816569,-0.00019030295710912787
ZRX,1000000000.0,0.0,0.0,0.0,-0.009229161864947653,-0.009229161864947653
QTUM,107823401.54,0.040000006556510925,3.709770268756074e-08,4.000000655651092e-06,-0.0009951196256419062,-0.000991119624986255
LSK,231538505.47,-0.030000001192092896,-1.2956813399966904e-08,-3.0000001192092897e-06,-0.0021369063449506974,-0.0021399063450699067
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BNB,106673773.88613443,6673773.886134431,6.673773886134438,667.3773886134431,-0.5630441334010425,666.8143444800421
LINK,841972401.7543753,-158027598.2456249,-15.802759824562484,-15802.75982456249,-4.44408783924168,-15807.203912401732
TRX,111095529473.91084,6950409800.450806,6.673773886134415,695040.9800450807,-586.3829865449115,694454.5970585358
ICX,4379526957.803871,273993987.27387047,6.673773886134438,27399.398727387048,-23.115962535414717,27376.282764851632
BAT,1600106608.2920165,100106608.29201627,6.673773886134415,10010.660829201628,-8.445662001015638,10002.215167200613
SC,97075791703.21935,6073300494.049347,6.673773886134415,607330.0494049347,-512.384188002031,606817.6652169328
OMG,149605059.01491374,9359660.764913708,6.673773886134415,935.9660764913708,-0.7896434872115534,935.1764330041592
AE,537226668.0700403,33610222.810040236,6.673773886134393,3361.0222810040236,-2.835582849879303,3358.1866981541443
THETA,1066737738.8613443,66737738.8613441,6.673773886134415,6673.7738861344105,-5.630441334010425,6668.1434448004
REP,11734115.127474789,734115.1274747867,6.673773886134415,73.41151274747868,-0.06193485467411467,73.34957789280456
GAS,64499448.289013185,4035244.259013161,6.673773886134393,403.52442590131614,-0.3404401535985517,403.1839857477176
MCO,23587040.73078583,1475663.3307858333,6.673773886134438,147.56633307858334,-0.12449681326486398,147.44183626531847
SNT,7259011823.60716,454141648.71715736,6.673773886134393,45414.16487171574,-38.314422305275414,45375.85044941046
IOST,12815750507.435877,801784899.4358749,6.673773886134415,80178.4899435875,-67.6439285446629,80110.84601504283
QASH,1066737738.8613443,66737738.8613441,6.673773886134415,6673.7738861344105,-5.630441334010426,6668.1434448004
MAID,482754736.6931275,30202324.693127394,6.673773886134415,3020.2324693127393,-2.5480698063309157,3017.684399506408
STORJ,453363539.0160714,28363539.01607126,6.673773886134415,2836.3539016071263,-2.392937566954431,2833.960964040172
STEEM,372699792.4673396,26582394.467339516,7.680167082308742,2658.239446733952,-1.9671792233817058,2656.27226751057
GXC,106673773.88613443,6673773.886134431,6.673773886134438,667.3773886134431,-0.5630441334010425,666.8143444800421
GNT,1066737738.8613443,66737738.8613441,6.673773886134415,6673.7738861344105,-5.630441334010426,6668.1434448004
CVC,1066737738.8613441,66737738.86134386,6.673773886134393,6673.773886134386,-5.630441334010424,6668.143444800376
RCN,1066737738.8613446,66737738.86134434,6.673773886134438,6673.773886134434,-5.630441334010426,6668.143444800424
