,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,66682072191.0,-36178214.569999695,-0.054225364649218566,-3617.8214569999695,502418.8799034211,498801.0584464211
BNB,141175490.0,-39.0,-2.7625184251256485e-05,-0.0039000000000000003,1063.6926721840816,1063.6887721840817
BAT,1253998401.0,-246151599.0,-16.40846575342466,-24615.159900000002,9448.303739369034,-15166.856160630969
VET,55454734800.0,-30011528600.0,-35.115058744922266,-3001152.8600000003,417826.0337164162,-2583326.8262835843
LINK,350000000.0,-300000000.0,-46.15384615384615,-30000.0,2637.089733242141,-27362.91026675786
MANA,1050141509.0,0.0,0.0,0.0,7912.335405243742,7912.335405243742
ZIL,8687360058.0,-1561989100.7600002,-15.239885738744551,-156198.91007600003,65455.280051227564,-90743.63002477246
ZRX,587710997.0,-336309836.33000004,-36.39634780938885,-33630.983633,4428.133246577722,-29202.85038642228
IOST,12013965609.0,0.0,0.0,0.0,90519.72960862303,90519.72960862303
REP,11000000.0,0.0,0.0,0.0,82.879963044753,82.879963044753
OMG,140245398.0,-0.25,-1.782589631460496e-07,-2.5e-05,1056.6848548578798,1056.6848298578798
WTC,41682339.0,674580.0,1.6450057658600636,67.458,314.0573378126243,381.51533781262435
SNT,3470483788.0,0.0,0.0,0.0,26148.50619062313,26148.50619062313
MCO,15793831.0,0.0,0.0,0.0,118.99928451046131,118.99928451046131
GNO,1104590.0,0.0,0.0,0.0,8.322579852691248,8.322579852691248
WAX,942732361.0,,,,7103.05665825207,
AE,261902788.0,-39311624.5,-13.0510436647848,-3931.1624500000003,1973.3175809779802,-1957.84486902202
QASH,350000000.0,0.0,0.0,0.0,2637.089733242141,2637.089733242141
AION,309581662.0,310508.0,0.10039992284569532,31.050800000000002,2332.556064172111,2363.606864172111
POWR,404852067.0,8023061.0,2.021792983550208,802.3061,3050.37494105017,3852.6810410501703
POLY,433099471.0,24631854.0,6.030307660839607,2463.1854000000003,3263.2061955620065,5726.391595562007
LRC,828954240.0,0.0,0.0,0.0,6245.790616090119,6245.790616090119
GNT,963622000.0,0.0,0.0,0.0,7260.450522646454,7260.450522646454
PPT,53252246.0,0.0,0.0,0.0,401.23128913909966,401.23128913909966
20 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BNB,141175490.0,-39.0,-2.7625184251256485e-05,-0.0039000000000000003,1142.5477339423687,1142.5438339423688
DASH,8778365.0,64812.8200000003,0.7438162836594264,6.48128200000003,71.04420915039147,77.5254911503915
XMR,16952473.0,71469.0,0.42336936831481875,7.1469000000000005,137.19810436548997,144.34500436548996
ZEC,6433269.0,250663.33000000007,4.054331512946052,25.066333000000007,52.06510646990981,77.13143946990982
ETC,110116977.0,618249.7900000066,0.5646182432918145,61.82497900000066,891.1879997011798,953.0129787011805
BSV,17755261.0,,,,143.69515006539245,
ONT,494804358.0,-430195642.0,-46.507636972972975,-43019.5642,4004.5024669488207,-39015.06173305118
RVN,3439310000.0,243803571.42999983,7.629575370283415,24380.357142999983,27834.688916789506,52215.046059789485
NEO,65000000.0,-15000000.0,-18.75,-1500.0,526.0516730365446,-973.9483269634554
IOT,2779530283.0,-0.2800002098083496,-1.0073653022857343e-08,-2.8000020980834962e-05,22495.02393273677,22495.02390473675
DOGE,119308689354.0,567943058.2899933,0.4783051109310099,56794.30582899933,965577.471422601,1022371.7772516004
BAT,1253998401.0,,,,10148.737797403102,
MAID,452552412.0,0.0,0.0,0.0,3662.553130297286,3662.553130297286
VET,55454734800.0,-30011528600.0,-35.115058744922266,-3001152.8600000003,448800.86183596746,-2552351.998164033
XEM,8999999999.0,66750759.959999084,0.7472170335098838,6675.075995999909,72837.92395081307,79512.99994681298
DCR,9709035.0,184735.76000000164,1.939625744056328,18.473576000000165,78.57621700492872,97.04979300492889
LINK,350000000.0,-300000000.0,-46.15384615384615,-30000.0,2832.5859317352397,-27167.41406826476
MANA,1050141509.0,0.0,0.0,0.0,8498.90304207033,8498.90304207033
LSK,116565083.0,-14220863.569999993,-10.873388114669202,-1422.0863569999995,943.3731835352872,-478.7131734647122
ZIL,8687360058.0,-1561989100.7600002,-15.239885738744551,-156198.91007600003,70307.69681202694,-85891.21326397308
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,75860418117.70447,3045983567.8762817,4.183213928265639,304598.3567876282,167203.3945878148,471801.751375443
BNB,81892261.54753964,-16305356.068105876,-16.604635085880126,-1630.5356068105878,180.4981367223203,-1450.0374700882674
BAT,1795180038.9206076,-27541961.88989544,-1.5110346985249823,-2754.196188989544,3956.7432377987266,1202.5470488091823
MAID,647858128.0007348,97994955.73645508,17.82169832049707,9799.495573645509,1427.939377356912,11227.43495100242
LINK,501047699.2005452,-288719524.42831004,-36.557547058193876,-28871.952442831003,1104.355581414776,-27767.596861416227
MANA,1503345676.9126818,227395916.94291782,17.82169832049707,22739.591694291783,3313.5132478271003,26053.104942118884
ICX,677712376.5958581,-90625910.7003007,-11.795053324652116,-9062.59107003007,1493.740909062524,-7568.850160967546
SC,57975580066.99122,9372350122.269844,19.28338946388839,937235.0122269845,127783.55341197686,1065018.5656389613
IOST,17198770933.325504,2601484373.644764,17.82169832049705,260148.4373644764,37907.685643498044,298056.1230079745
STEEM,454694125.953225,79253144.59316623,21.10934834712681,7925.3144593166235,1002.1880085152794,8927.502467831902
REP,15747213.403445706,2381921.9266496915,17.82169832049705,238.19219266496916,34.70831827303581,272.90051093800497
OMG,200770382.8324707,30368507.751508176,17.82169811046932,3036.8507751508178,442.51653728296185,3479.3673124337797
GAS,14499425.686829487,-5107132.509705594,-26.048082781852756,-510.7132509705594,31.958078462605368,-478.755172507954
SNT,4968222620.257693,751492857.3381338,17.821698320497028,75149.28573381339,10950.423261392267,86099.70899520566
MCO,22609893.383177843,3419970.2149726935,17.82169832049707,341.9970214972694,49.83430119077631,391.8313226880457
GNO,1581292.2230283718,239186.10372345266,17.821698320497028,23.918610372345267,3.48531466192842,27.403925034273687
WAX,1349582515.545565,,,,2974.604984716226,
AE,374930826.69030905,8947333.956275523,2.444737026097976,894.7333956275523,826.3823020454022,1721.1156976729544
QASH,501047699.2005452,75788424.93885392,17.82169832049709,7578.842493885392,1104.3555814147758,8683.198075300168
STORJ,194388525.40366966,29403188.93797341,17.82169832049707,2940.318893797341,428.4503318447669,3368.769225642108
THETA,1246181057.0639584,31154559.173411846,2.564105328361199,3115.455917341185,2746.6985838230758,5862.154501164261
POLY,620009981.341495,123711003.15628773,24.926709220449304,12371.100315628773,1366.5594803046768,13737.65979593345
LRC,1186701756.2701042,179500389.1313846,17.82169832049707,17950.03891313846,2615.6006905184095,20565.63960365687
GNT,1379487388.5686507,208661124.61836648,17.82169832049707,20866.11246183665,3040.5180973544834,23906.630559191133
PPT,76234043.8158898,11531153.853703924,17.821698320497028,1153.1153853703925,168.0269002656362,1321.1422856360286
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17674975.0,63182.0,0.3587482546495879,6.3182,-40.37966207078562,-34.06146207078562
XRP,42004966728.0,19101652615.0,83.40126027507013,1910165.2615,-95963.15478642732,1814202.1067135727
ETH,105880246.0,1004342.6800000072,0.9576486573236398,100.43426800000071,-241.89050074761923,-141.45623274761851
XLM,19102801342.0,-15105187446.18,-44.15690013146679,-1510518.744618,-43641.62680825914,-1554160.3714262592
EOS,943876959.0,32953720.299999952,3.617617698174991,3295.3720299999954,-2156.3500169488652,1139.0220130511302
LTC,61571658.0,489627.2700000033,0.8015897051037779,48.96272700000033,-140.66456915373197,-91.70184215373165
BCH,17757450.0,63076.62000000104,0.3564784050013037,6.3076620000001045,-40.56808172225828,-34.26041972225817
ADA,25927070538.0,-4364209146.93,-14.40747697794097,-436420.914693,-59232.12603185362,-495653.04072485364
TRX,66682072191.0,-36178214.569999695,-0.054225364649218566,-3617.8214569999695,-152339.6520364137,-155957.47349341368
XTZ,792719487.0,125596370.91999972,18.82656557578173,12559.637091999972,-1811.0206663368142,10748.616425663158
BNB,141175490.0,-39.0,-2.7625184251256485e-05,-0.0039000000000000003,-322.52484537475016,-322.52874537475014
DASH,8778365.0,64812.8200000003,0.7438162836594264,6.48128200000003,-20.054761731431697,-13.573479731431666
XMR,16952473.0,71469.0,0.42336936831481875,7.1469000000000005,-38.7290579479811,-31.582157947981095
ZEC,6433269.0,250663.33000000007,4.054331512946052,25.066333000000007,-14.697233135009297,10.36909986499071
ETC,110116977.0,618249.7900000066,0.5646182432918145,61.82497900000066,-251.5695959692431,-189.74461696924243
BSV,17755261.0,63885.48000000045,0.36111086968777517,6.388548000000045,-40.563080805409854,-34.17453280540981
ONT,494804358.0,-430195642.0,-46.507636972972975,-43019.5642,-1130.4136366355272,-44149.97783663553
RVN,3439310000.0,243803571.42999983,7.629575370283415,24380.357142999983,-7857.3336345128455,16523.02350848714
NEO,65000000.0,-15000000.0,-18.75,-1500.0,-148.49684565896501,-1648.496845658965
IOT,2779530283.0,-0.2800002098083496,-1.0073653022857343e-08,-2.8000020980834962e-05,-6350.022760601081,-6350.022788601103
DOGE,119308689354.0,567943058.2899933,0.4783051109310099,56794.30582899933,-272568.6773657591,-215774.37153675978
BAT,1253998401.0,-246151599.0,-16.40846575342466,-24615.159900000002,-2864.8431847674756,-27480.00308476748
MAID,452552412.0,0.0,0.0,0.0,-1033.8862411900975,-1033.8862411900975
VET,55454734800.0,-30011528600.0,-35.115058744922266,-3001152.8600000003,-126690.04914852978,-3127842.90914853
XEM,8999999999.0,66750759.959999084,0.7472170335098838,6675.075995999909,-20561.101704341356,-13886.025708341447
DCR,9709035.0,184735.76000000164,1.939625744056328,18.473576000000165,-22.180939567576758,-3.707363567576593
LINK,350000000.0,-300000000.0,-46.15384615384615,-30000.0,-799.5983997021193,-30799.598399702118
MANA,1050141509.0,0.0,0.0,0.0,-2399.1184858776246,-2399.1184858776246
LSK,116565083.0,-14220863.569999993,-10.873388114669202,-1422.0863569999995,-266.30072522269916,-1688.3870822226986
ZIL,8687360058.0,-1561989100.7600002,-15.239885738744551,-156198.91007600003,-19846.85485717974,-176045.76493317977
BTG,17513924.0,-136351.01999999955,-0.7725149882678695,-13.635101999999955,-40.01173029401296,-53.64683229401292
QKC,1135966685.0,,,,-2595.1918384026326,
ZRX,587710997.0,-336309836.33000004,-36.39634780938885,-33630.983633,-1342.6650648243915,-34973.64869782439
ICX,473406688.0,-158956712.0,-25.136924749281818,-15895.6712,-1081.5292289516585,-16977.20042895166
QTUM,89436388.0,-6186450.560000002,-6.469637016807672,-618.6450560000003,-204.32340777125088,-822.9684637712512
SC,40498046505.0,496260511.76999664,1.240595887028606,49626.05117699967,-92520.49478988574,-42894.44361288607
IOST,12013965609.0,0.0,0.0,0.0,-27446.707642950565,-27446.707642950565
STEEM,317620347.0,8622163.0,2.7903604119563274,862.2163,-725.624917640091,136.59138235990906
REP,11000000.0,0.0,0.0,0.0,-25.130235419209463,-25.130235419209463
OMG,140245398.0,-0.25,-1.782589631460496e-07,-2.5e-05,-320.399988018248,-320.400013018248
WAVES,100000000.0,1000000.0,1.0101010101010166,100.0,-228.45668562917695,-128.45668562917695
WTC,41682339.0,674580.0,1.6450057658600636,67.458,-95.22609017211781,-27.76809017211781
DGB,11736872183.0,139121396.45999908,1.1995549742408684,13912.139645999909,-26813.669185814626,-12901.529539814717
NANO,133248289.0,0.0,0.0,0.0,-304.4146247069871,-304.4146247069871
KMD,113025979.0,613814.0,0.5460387672455269,61.381400000000006,-258.21540552332954,-196.83400552332952
BTS,2713230000.0,9970000.0,0.36881395056338473,997.0,-6198.555331496516,-5201.555331496516
NULS,71308354.0,4861707.0,7.316707794149502,486.1707,-162.9087021251206,323.2619978748794
BCD,186492898.0,-2618922.030000001,-1.3848536963921854,-261.8922030000001,-426.0554937046016,-687.9476967046016
ELF,334800000.0,54800000.0,19.571428571428573,5480.0,-764.8729834864844,4715.127016513516
