,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
10 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17504850.0,59113.0,0.33883922473438854,5.911300000000001,109.17755347464067,115.08885347464067
XRP,21821174210.0,-18972946856.0,-46.50902228118616,-1897294.6856000002,136098.41924904953,-1761196.2663509506
ETH,104593906.0,563489.0,0.5416579268350041,56.3489,652.3510207420538,708.6999207420538
XLM,19166823282.0,6050487.0,0.03157746853288401,605.0487,119543.26222787073,120148.31092787073
EOS,906245118.0,0.0,0.0,0.0,5652.240655108558,5652.240655108558
TRX,66660890242.0,,,,415763.22613807645,
LTC,60210775.0,464941.0,0.7781981920279124,46.4941,375.53392958591814,422.02802958591815
BCH,17589725.0,57012.0,0.3251750028646416,5.7012,109.70691789942354,115.40811789942354
ADA,25927070538.0,0.0,0.0,0.0,161706.8486792675,161706.8486792675
BSV,17588661.0,57138.0,0.32591578039169455,5.7138,109.70028174333552,115.41408174333553
40 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
WAVES,100000000.0,0.0,0.0,0.0,-63.04734706247568,-63.04734706247568
SC,39138574599.0,,,,-24675.832962737473,
HC,43529781.0,0.0,0.0,0.0,-27.44437210260559,-27.44437210260559
STEEM,309857002.0,4271552.0,1.3978257145423667,427.15520000000004,-195.3566194483222,231.79858055167784
GAS,10128375.0,0.0,0.0,0.0,-6.385671738039021,-6.385671738039021
QTUM,89212972.0,76224.0,0.0855135527268791,7.622400000000001,-56.24641208158925,-48.62401208158925
DGB,11362218262.0,131640385.0,1.1721603860616714,13164.0385,-7163.577181639132,6000.461318360869
RDD,28808713174.0,0.0,0.0,0.0,-18163.12937904493,-18163.12937904493
BAT,1229949089.0,8550000.0,0.7000168967704168,855.0,-775.4502708335879,79.54972916641213
ICX,400230000.0,0.0,0.0,0.0,-252.33439714814637,-252.33439714814637
OMG,140245398.0,0.0,0.0,0.0,-88.42100281621032,-88.42100281621032
BCD,153756875.0,0.0,0.0,0.0,-96.93963061366689,-96.93963061366689
REP,11000000.0,0.0,0.0,0.0,-6.935208176872324,-6.935208176872324
SNT,3470483788.0,0.0,0.0,0.0,-2188.0479585673124,-2188.0479585673124
KMD,111571400.0,388142.0,0.3491011209619366,38.8142,-70.34280778046299,-31.52860778046299
BTS,2686400000.0,6930000.0,0.25863323717003617,693.0,-1693.7039314863466,-1000.7039314863466
IOST,12013965609.0,10158478.0,0.08462713445107628,1015.8478,-7574.4865934726995,-6558.638793472699
NANO,133248289.0,0.0,0.0,0.0,-84.00951122064059,-84.00951122064059
POLY,379761312.0,91469205.0,31.727960210856555,9146.9205,-239.42943238565107,8907.49106761435
GNO,1104590.0,0.0,0.0,0.0,-0.6964146909174,-0.6964146909174
AE,233020472.0,0.0,0.0,0.0,-146.91322570845895,-146.91322570845895
WTC,40997359.0,627600.0,1.5546290479464986,62.760000000000005,-25.847747215179105,36.9122527848209
XVG,15172086051.0,0.0,0.0,0.0,-9565.597749191431,-9565.597749191431
XZC,6665688.0,252055.0,3.929987886740638,25.2055,-4.202539447461794,21.002960552538205
ELF,280000000.0,0.0,0.0,0.0,-176.53257177493188,-176.53257177493188
STRAT,99188932.0,41240.0,0.041594513364962005,4.1240000000000006,-62.53599020560299,-58.41199020560299
PIVX,56781166.0,0.0,0.0,0.0,-35.79901879414043,-35.79901879414043
LRC,788984491.0,0.0,0.0,0.0,-497.4337903098771,-497.4337903098771
DGD,2000000.0,0.0,0.0,0.0,-1.2609469412495133,-1.2609469412495133
ZEN,5682750.0,227112.0,4.162886173899372,22.7112,-3.5828231151928365,19.128376884807164
POWR,395889007.0,3330006.0,0.8482816574112872,333.0006,-249.59751622547864,83.40308377452138
AION,274151662.0,8857501.0,3.3387470597213698,885.7501000000001,-172.84534981868524,712.9047501813149
QASH,350000000.0,0.0,0.0,0.0,-220.66571471866487,-220.66571471866487
PPT,53252246.0,0.0,0.0,0.0,-33.57412835418332,-33.57412835418332
WAN,106152493.0,0.0,0.0,0.0,-66.92633067718019,-66.92633067718019
GNT,963622000.0,3780000.0,0.3938148153550314,378.0,-607.5381067103693,-229.53810671036933
FCT,8745102.0,0.0,0.0,0.0,-5.5135548089075,-5.5135548089075
STORJ,135787439.0,0.0,0.0,0.0,-85.61037793357747,-85.61037793357747
NAS,45500000.0,0.0,0.0,0.0,-28.686542913426432,-28.686542913426432
MONA,65364075.0,729475.0,1.1286137765221804,72.9475,-41.210315219426896,31.73718478057311
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,40233843547.4108,-8123845841.687454,-16.799491341120387,-812384.5841687454,-138293.67522650774,-950678.2593952531
BNB,161130385.92477527,11974561.17250225,8.028222291948929,1197.456117250225,-553.8450044909204,643.6111127593045
MAID,625622760.1445463,78310760.24321389,14.308248358766384,7831.07602432139,-2150.4202228103827,5680.655801511008
LINK,483851063.9748643,60564843.66969806,14.30824835876634,6056.484366969807,-1663.1158248773932,4393.368542092414
MANA,1451748818.4394846,181719018.06755972,14.308248358766363,18171.901806755974,-4990.019891367217,13181.881915388756
SC,54106402749.10215,7388457271.921364,15.815030383838756,738845.7271921365,-185977.09365354653,552868.6335385899
STEEM,428356114.5650334,58784371.39145231,15.906078448168138,5878.437139145231,-1472.3659527864747,4406.071186358757
