,New Weight,Old Weight,Turnover
10 Index,,,0.001239182747911112
20 Index,,,0.03138756805150783
40 Index,,,0.04488412164593332
Total Index,,,0.003622405924812623
ETH Index,,,0.0018975004167794082
Currency Index,,,0.003425051316716774
Platform Index,,,0.04241978358896225
Application Index,,,0.0626937778433401
Total Index,New Weight,Old Weight,Turnover
BTC,0.6264312638803916,0.6257554756407101,0.0006757882396815074
ETH,0.10265687366637563,0.103605922230002,0.0009490485636263757
XRP,0.0793830081375096,0.07952054244040001,0.00013753430289040192
BCH,0.023060600123368212,0.023047818538208,1.2781585160211856e-05
XTZ,0.017706899590130012,0.017687249967736,1.9649622394011385e-05
LTC,0.016964633677227076,0.016990694339476,2.6060662248923727e-05
EOS,0.016879681370557918,0.016826273797681,5.3407572876917886e-05
BSV,0.016708730285676404,0.016801164013441002,9.243372776459799e-05
XLM,0.009762132983915482,0.009809620720994,4.748773707851858e-05
ADA,0.006746160583319024,0.006728723491986,1.7437091333023964e-05
LINK,0.013676214901872192,0.013663897231228002,1.2317670644190759e-05
BNB,0.006625428729094613,0.006626711870033001,1.2831409383880568e-06
TRX,0.005971153312336729,0.005999324642706001,2.8171330369271448e-05
ETC,0.005256609324915757,0.005288104012484,3.149468756824276e-05
DASH,0.00519530054893629,0.005255636848642001,6.0336299705711013e-05
XMR,0.005078613136281133,0.005100086539826,2.1473403544866945e-05
ICX,0.0041553570762143275,0.004138767529179,1.658954703532764e-05
NEO,0.0039635236556976585,0.004003855833285001,4.0332177587342095e-05
ZEC,0.0035762888727871025,0.0036320611684940002,5.577229570689771e-05
ONT,0.002403362196224913,0.002398834911063,4.52728516191301e-06
DOGE,0.0022280352210531846,0.002259213947518,3.117872646481558e-05
IOT,0.0020454491984794247,0.0,0.0020454491984794247
RVN,0.001820075639929596,0.0018193886961620001,6.869437675959336e-07
VET,0.0016414670213679252,0.0016548531728600002,1.3386151492074958e-05
XEM,0.001545772425605266,0.0015484590664030001,2.6866407977341102e-06
