,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.8594180458360695,3438.7969700000003,17445736.999999996,17504849.999999996,59113.0,0.33883922473438854,5.911300000000001,20327.760528761006,-6.292355153575624,-0.38105515357562325
XLM,0.02223103042450846,0.08123999999999999,19160772795.0,19166823281.999996,6050486.999996185,0.03157746853286181,605.0486999996185,49.154156387969,-6889.773934433369,-6284.72523443375
LTC,0.027128151434801424,31.557779999999998,59745833.99999999,60210774.999999985,464940.99999999255,0.7781981920279124,46.49409999999926,1467.2505790979765,-21.643577658307976,24.85052234169128
BCH,0.028585921490837343,113.82918000000001,17532712.999999996,17589724.999999996,57012.0,0.3251750028646416,5.7012,648.962921016,-6.322864620589608,-0.6216646205896081
BSV,0.01599846144417874,63.70975,17531522.999999996,17588660.999999996,57138.0,0.32591578039169455,5.7138,364.02476955,-6.322482151394875,-0.6086821513948752
DASH,0.008277158700410145,67.47634000000001,8527638.999999998,8591919.999999998,64281.0,0.7537959803411098,6.428100000000001,433.7446611540001,-3.088481883084372,3.3396181169156285
ZEC,0.0040227277612439735,48.86676,5537718.999999999,5765905.999999999,228187.0,4.120595501505231,22.8187,1115.075936412,-2.0726329179703114,20.74606708202969
XMR,0.010373834188675431,43.37641,16675042.999999994,16751208.999999996,76166.00000000186,0.45676643832344155,7.6166000000001866,330.3807644060081,-6.021448700204364,1.5951512997958224
IOT,0.010186777451918098,0.2567,2779530282.9999995,2779530282.9999995,0.0,0.0,0.0,0.0,-999.1397641656205,-999.1397641656205
DOGE,0.0031844884472343052,0.0018899999999999998,117570476117.99995,118015305207.99997,444829090.00001526,0.3783510152272962,44482.90900000153,84.07269801000288,-42422.19807232618,2060.710927675347
BTG,0.0024635340079451045,9.90883,17413923.999999996,17413923.999999996,0.0,0.0,0.0,0.0,-6.259670572748367,-6.259670572748367
HC,0.0005479699132207931,0.8817200000000001,43529780.99999999,43529780.99999999,0.0,0.0,0.0,0.0,-15.647368689784159,-15.647368689784159
DGB,0.001408063991451732,0.00868,11230577876.999996,11362218261.999998,131640385.0000019,1.1721603860616936,13164.038500000192,114.26385418000167,-4084.303072402607,9079.735427597585
BCD,0.001534203290131392,0.69889,153756874.99999997,153756874.99999994,-2.9802322387695312e-08,-2.220446049250313e-14,-2.9802322387695314e-12,-2.082854509353638e-12,-55.26998887759296,-55.269988877595935
NANO,0.0016173419389268811,0.85016,133248288.99999996,133248288.99999997,1.4901161193847656e-08,2.220446049250313e-14,1.4901161193847657e-12,1.2668371200561524e-12,-47.89790018162304,-47.897900181621544
XVG,0.0012823499037962745,0.00592,15172086050.999996,15172086050.999996,0.0,0.0,0.0,0.0,-5453.81159241597,-5453.81159241597
XZC,0.00043511213129374804,4.5721099999999995,6413632.999999997,6665687.999999998,252055.00000000093,3.92998788674066,25.205500000000093,115.2423186050004,-2.3960717309161286,22.809428269083966
PIVX,0.0005180988922006441,0.6391,56781165.99999999,56781165.999999985,-7.450580596923828e-09,-1.1102230246251565e-14,-7.450580596923828e-13,-4.761666059494019e-13,-20.4107583044775,-20.410758304478247
ZEN,0.0003282434431769837,4.04574,5455637.999999998,5682749.999999999,227112.00000000093,4.162886173899394,22.711200000000094,91.88361028800038,-2.042741368762479,20.668458631237616
MONA,0.0004584853079788683,0.4913,64634599.99999999,65364074.999999985,729474.9999999925,1.1286137765221582,72.94749999999925,35.83910674999964,-23.496001061703105,49.45149893829615
