,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,20986335.65,9382.42345765,196902687892.67645,0.86825624439393,2.0,0.86825624439393,0.8682562443939298,0.8682562443939298,0.8682562443939298,0.8682562443939298,0.8682562443939298,0.8682562443939298,0.9999999999999998,196902687892.67642,0.86825624439393,20986335.649999995
XLM,142283354823.16,0.06683945,9510141180.53486,0.04193563609232158,2.0,0.04193563609232158,0.04193563609232157,0.04193563609232157,0.04193563609232157,0.04193563609232157,0.04193563609232157,0.04193563609232157,0.9999999999999999,9510141180.534859,0.04193563609232157,142283354823.15997
BCH,20982433.29,301.61989934,6328719416.838065,0.027906933173415246,2.0,0.027906933173415246,0.02790693317341524,0.02790693317341524,0.02790693317341524,0.02790693317341524,0.02790693317341524,0.02790693317341524,0.9999999999999998,6328719416.838064,0.027906933173415246,20982433.289999995
LTC,83880542.21,60.34476971,5061752002.812385,0.022320151294282036,2.0,0.022320151294282036,0.022320151294282033,0.022320151294282033,0.022320151294282033,0.022320151294282033,0.022320151294282033,0.022320151294282033,0.9999999999999999,5061752002.812384,0.022320151294282036,83880542.20999998
BSV,20982141.46,143.23630363,3005404384.972172,0.01325254191351261,2.0,0.01325254191351261,0.013252541913512607,0.013252541913512607,0.013252541913512607,0.013252541913512607,0.013252541913512607,0.013252541913512607,0.9999999999999998,3005404384.9721713,0.01325254191351261,20982141.459999997
XMR,22466083.47,59.33783583,1333088772.6859367,0.005878348658434211,2.0,0.005878348658434211,0.005878348658434209,0.005878348658434209,0.005878348658434209,0.005878348658434209,0.005878348658434209,0.005878348658434209,0.9999999999999997,1333088772.6859362,0.00587834865843421,22466083.46999999
DASH,17600805.03,73.52962908,1294180665.3652985,0.005706780623989163,2.0,0.005706780623989163,0.005706780623989162,0.005706780623989162,0.005706780623989162,0.005706780623989162,0.005706780623989162,0.005706780623989162,0.9999999999999999,1294180665.3652983,0.005706780623989162,17600805.029999997
ZEC,20924230.74,38.98175606,815663258.4498333,0.0035967244787322604,2.0,0.0035967244787322604,0.0035967244787322595,0.0035967244787322595,0.0035967244787322595,0.0035967244787322595,0.0035967244787322595,0.0035967244787322595,0.9999999999999998,815663258.449833,0.00359672447873226,20924230.739999995
IOT,2779530283.28,0.28742741,798913190.3397367,0.003522863875881872,2.0,0.003522863875881872,0.003522863875881871,0.003522863875881871,0.003522863875881871,0.003522863875881871,0.003522863875881871,0.003522863875881871,0.9999999999999998,798913190.3397366,0.003522863875881872,2779530283.2799997
DOGE,280666706295.71,0.00262083,735579723.8609858,0.003243590503142228,2.0,0.003243590503142228,0.0032435905031422273,0.0032435905031422273,0.0032435905031422273,0.0032435905031422273,0.0032435905031422273,0.0032435905031422273,0.9999999999999998,735579723.8609856,0.003243590503142228,280666706295.70996
BTG,20983114.73,8.44382901,177177832.87733233,0.0007812781095592635,2.0,0.0007812781095592635,0.0007812781095592633,0.0007812781095592633,0.0007812781095592633,0.0007812781095592633,0.0007812781095592633,0.0007812781095592633,0.9999999999999998,177177832.8773323,0.0007812781095592635,20983114.729999997
DGB,21000000000.0,0.00783124,164456040.0,0.0007251804695328835,2.0,0.0007251804695328835,0.0007251804695328834,0.0007251804695328834,0.0007251804695328834,0.0007251804695328834,0.0007251804695328834,0.0007251804695328834,0.9999999999999999,164456039.99999997,0.0007251804695328835,20999999999.999996
MONA,105082725.0,1.08663422,114186484.9158495,0.0005035133324722234,2.0,0.0005035133324722234,0.0005035133324722233,0.0005035133324722233,0.0005035133324722233,0.0005035133324722233,0.0005035133324722233,0.0005035133324722233,0.9999999999999998,114186484.91584948,0.0005035133324722233,105082724.99999997
NANO,133248289.0,0.84121296,112090187.60462545,0.0004942695621100404,2.0,0.0004942695621100404,0.0004942695621100402,0.0004942695621100402,0.0004942695621100402,0.0004942695621100402,0.0004942695621100402,0.0004942695621100402,0.9999999999999998,112090187.60462542,0.0004942695621100402,133248288.99999997
BCD,210000000.0,0.52379786,109997550.6,0.00048504193212712106,2.0,0.00048504193212712106,0.00048504193212712095,0.00048504193212712095,0.00048504193212712095,0.00048504193212712095,0.00048504193212712095,0.00048504193212712095,0.9999999999999998,109997550.59999996,0.000485041932127121,209999999.99999994
XZC,21347303.34,5.10541969,108986942.80043876,0.00048058558598988336,2.0,0.00048058558598988336,0.00048058558598988325,0.00048058558598988325,0.00048058558598988325,0.00048058558598988325,0.00048058558598988325,0.00048058558598988325,0.9999999999999998,108986942.80043873,0.0004805855859898833,21347303.339999996
ZEN,20865535.36,4.91539005,102562244.89646716,0.0004522554289302274,2.0,0.0004522554289302274,0.0004522554289302273,0.0004522554289302273,0.0004522554289302273,0.0004522554289302273,0.0004522554289302273,0.0004522554289302273,0.9999999999999998,102562244.89646713,0.00045225542893022737,20865535.359999996
XVG,16500000000.0,0.00374509,61793985.0,0.0002724849209345425,2.0,0.0002724849209345425,0.00027248492093454247,0.00027248492093454247,0.00027248492093454247,0.00027248492093454247,0.00027248492093454247,0.00027248492093454247,0.9999999999999998,61793984.999999985,0.00027248492093454247,16499999999.999996
PIVX,175458680.4,0.2398556,42084747.06255024,0.00018557565070272166,2.0,0.00018557565070272166,0.0001855756507027216,0.0001855756507027216,0.0001855756507027216,0.0001855756507027216,0.0001855756507027216,0.0001855756507027216,0.9999999999999997,42084747.062550224,0.00018557565070272163,175458680.39999995
